"","SC249360.PC04924.C01","SC249360.PC07578.B09","SC249365.PC04924.H01","SC249365.PC07578.E09","SC249382.PC04924.D02","SC249382.PC07578.H05","SC249385.PC04924.G02","SC249385.PC07578.C07","SC249394.PC04924.G03","SC249398.PC04924.C04","SC249410.PC04924.E05","SC249410.PC04925.F02","SC249410.PC07578.B01","SC249417.PC04924.D06","SC249421.PC04924.H06","SC249421.PC07578.F02","SC249426.PC04924.D07","SC249426.PC04925.F03","SC249426.PC07578.F03","SC249433.PC04924.B08","SC249433.PC04925.C04","SC249433.PC07578.G08","SC249436.PC04924.E08","SC249436.PC04925.E04","SC249436.PC07578.E04","SC249447.PC04924.G09","SC249447.PC04925.C05","SC249452.PC04924.D10","SC253182.PC04925.H05","SC253182.PC07578.A01","SC253186.PC04925.D06","SC253186.PC07578.D06","SC253193.PC04925.C07","SC253200.PC04925.C08","SC253200.PC07578.C08","SC253845.PC04924.H10","SC253845.PC07578.C09","SC253846.PC04924.A11","SC253846.PC04925.D09","SC253846.PC07578.D09","SC261516.PC04925.H10","SC261516.PC07578.H10","SC261528.PC04925.E10","SC261528.PC07578.E11","SC304090.PC07578.G04","SC304940.PC07578.C03","SC249364.PC04925.C01","SC249369.PC07578.E01","SC249396.PC04924.A04","SC249396.PC04925.A02","SC249399.PC04924.D04","SC249401.PC04924.F04","SC249405.PC04924.A05","SC249405.PC04925.C02","SC249407.PC04924.B05","SC249411.PC04924.F05","SC249411.PC04925.G02","SC249411.PC07578.G02","SC249414.PC04924.A06","SC249414.PC04925.H02","SC249414.PC07578.H02","SC249418.PC04924.E06","SC249418.PC04925.B03","SC249419.PC04924.F06","SC249419.PC04925.C03","SC249424.PC04924.B07","SC249424.PC04925.E03","SC249424.PC07578.E03","SC249429.PC04924.G07","SC249429.PC04925.G03","SC249429.PC07578.G03","SC249430.PC04924.H07","SC249430.PC04925.H03","SC249430.PC07578.H03","SC249435.PC04924.D08","SC249435.PC04925.D04","SC249440.PC04924.A09","SC249440.PC04925.G04","SC249441.PC04924.B09","SC249441.PC04925.H04","SC249441.PC07578.H04","SC249445.PC04924.E09","SC249445.PC04925.B05","SC249448.PC04924.H09","SC249448.PC04925.A11","SC249448.PC04925.D05","SC249448.PC07578.D05","SC249449.PC04924.A10","SC249449.PC04925.E05","SC249453.PC04924.E10","SC249453.PC04925.F05","SC249453.PC07578.F05","SC253183.PC04925.A06","SC253183.PC07578.D08","SC253184.PC04925.B06","SC253184.PC07578.G06","SC253188.PC04925.E06","SC253190.PC04925.G06","SC253190.PC04925.H06","SC253197.PC04925.G07","SC253197.PC04925.H07","SC253199.PC04925.A08","SC253199.PC04925.B08","SC253199.PC04925.E11","SC253201.PC04925.D08","SC253201.PC04925.E08","SC253201.PC07578.E08","SC253203.PC04925.G08","SC253203.PC04925.H08","SC253849.PC04924.D11","SC253849.PC07578.F09","SC261515.PC07578.H11","SC261517.PC07578.F01","SC261523.PC04925.G10","SC261523.PC07578.G10","SC261526.PC04925.C11","SC261526.PC07578.C11","SC261527.PC04925.B10","SC261531.PC04925.G11","SC261531.PC07578.G11","SC261532.PC04925.D11","SC261532.PC07578.D11","SC304095.PC07578.A06","SC304096.PC07578.A07","SC304098.PC07578.A08","SC304925.PC07578.D.07.PC07578.D07","SC304929.PC07578.B04","SC304931.PC07578.B06","SC304935.PC07578.B.10.PC07578.B10","SC304941.PC07578.C04"
"Incertae Sedis",0.00205156431779232,0.00211679411531236,0.00220241458436632,0.00205875242722232,0.00153670357382088,0.00160431774764916,0.00160172217167899,0.00264190451961369,0.000991597515787276,0.00113188753565446,0.00053275948520809,0.000621869829318941,0.000553919710795604,0.000618303722381629,0.000406996159625981,0.000829080259276008,0.00059056861915214,0.000464205956891577,0.000557200624064699,0.0153378109991695,0.015036669807842,0.0168189782706775,0.016029969072614,0.0166575530291283,0.018807387312187,0.0361721967518844,0.0346087230357424,0.0171333371197062,0.0047485901142126,0.00617826005143323,0.00770336804496536,0.00855457227138643,0.0151215674233847,0.0157535857042088,0.0200881877591174,0.00281379366187917,0.0031531273290145,0.00279761466539056,0.00321548514128286,0.00374825802111198,0.00444455083704377,0.00472396778236444,0.000591474075169396,0.00144759698899826,0.0106625529974484,0.00905558905815942,0,NA,0.0249306747656147,0.022856668775343,0.0217283593798386,0.0241628552312636,0.0250341115827774,0.0235593653758491,0.0356427713255907,0.0380995749848209,0.0367341856217832,0.037110246764012,0.0429959283462468,0.0443841982958947,0.0422164629734388,0.0420974673306113,0.039363289348757,0.0449541668410699,0.0470960149525809,0.0421764292281897,0.0396589748240933,0.038427242605994,0.0481639117093932,0.0444434154473051,0.0441517862054549,0.0468472718287396,0.045350490373262,0.0451789297290146,0.042468790106172,0.0398178319683623,0.0392857595458059,0.0348292749684748,0.0359604294622345,0.0374161507432668,0.0362081872266656,0.037262044787539,0.0356981424481801,0.0222182564468636,0.0236825468869041,0.0234525113581267,0.0214407707466608,0.0299724789035304,0.0274697168112621,0.0346582298085113,0.0315572077653862,0.0321420543942459,0.0314651922593616,0.0302128117991558,0.0368059750672744,0.0380611811358165,0.0238845642680843,0.0410314801313925,0.0389762271922834,0.0438512434405658,0.0399452894550368,0.0342411481379261,0.0338410365988442,0.0352068672341559,0.0296329664303341,0.031973898858075,0.0331009146798621,0.0408251455604076,0.041233889710543,0,NA,NA,0.0336466021401027,0.0338233439622404,0.0353029070757126,0.0408340172816053,0.0393821006780727,0.0384261205533201,0.0348671360436066,0.0355206021422368,0.0341695959936438,0.0342643247912468,0.0159219013306991,0.0252935158571637,0.0402963998194814,0,0.0449290809215381,0.0439845026565406,0.032933161980587,NA
"Intestinimonas",0.00402807140444589,0.00441880771571455,0.0033555112253958,0.00439824382179314,0.00263997793451279,0.00398761058664243,0.00253712791993952,0.00293544946623744,0.00580171528973784,0.00434644813691312,0.00173407989303025,0.00186560948795682,0.00190470637396383,0.00203847008472693,0.00147144765403239,0.00106596033335487,0.0012697225311771,0.00163099390259203,0.00133728149775528,0.00299714729353988,0.00341090670709223,0.00222434397590994,0.00288365204512785,0.0033217168460829,0.0026085141903172,0.00270028751262724,0.00372644727864378,0.0024138126881354,0.00185773186104924,0.00153672458132096,0.00165570127663283,0.00156763590391909,0.00248507992554355,0.00270867622854456,0.00240671772890169,0.00364376157653418,0.00324867664201494,0.00333399943206319,0.00349336657324558,0.00293132999086963,0.00374235968146056,0.00333920542686614,0.00236589630067759,0.00266708778579074,0.00230908791027544,0.00233309936432928,0,NA,0.00112240855671464,0.00177336223256972,0.00106319288176882,0.00164522391497483,0.00129813523347483,0.00174554995941874,0.000848076515347829,0.00120348685922456,0.00198198572140129,0.00112223426640311,0.00110293103923677,0.00123934934159566,0.000302579821872574,0.00115962930841267,0.00143385843554419,0.000816206939851827,0.0014767981170824,0.000832927686732652,0.00106928386622495,0.000619491453833807,0.00118776601009601,0.00116688275606594,0.000704140123884653,0.0022912595188355,0.00251813296705945,0.00148832491786651,0.00170766114063279,0.00225292735517932,0.00159677603315211,0.00236561452213609,0.00114867082376108,0.00179777300868549,0.00157598203380481,0.00187280887071909,0.00228158160959125,0.00115998929240653,0.00164529672075343,0.00162515488354553,0.000867089993431136,0.00113911823135947,0.0017699296120478,0.00159297321813777,0.00232342007434944,0.00154841287680128,0.00183463181703946,0.000959758689243847,0.00173540556867483,0.00151359580795921,0.0011486614771217,0.00212161176962081,0.00201815302774702,0.00268309377138946,0.00224115485391296,0.00184293231007559,0.00197888487731966,0.0023457586839167,0.00219358376748012,0.00181536788388338,0.00157444894287,0.00269514192139738,0.0027297697020917,0,NA,NA,0.00180044436499221,0.00255814372444108,0.00183465415823419,0.00150314923597599,0.000844222910772823,0.00113106319940744,0.00175334998864411,0.00151500530734343,0.00278326190590841,0.00171732960388302,0.00110407344993899,0.00108150241145808,0.00180518554104613,0,0.00127080429613839,0.00182926202637015,0.00113886886290735,NA
"Lachnoanaerobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84792101765711e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Lachnospira",0,0,0,0,0,0,0.000294716879588934,0.000234835957298995,0,0,0,0,0,0,0,0.000301483730645821,0,0,0,0,0,0,0,0,0,0.00131129069857798,0.00160604629192253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000997430618726161,0.00111306847562205,0,0.000201786246951273,0.00608318537707018,0.000741451069172442,0,NA,0.0121088076059686,0.0141454157030707,0.0124176799686203,0.0133482500301624,0.0156534263189812,0.0112182159812326,0.0109425428160852,0.0140623644722005,0.0106674414743483,0.0118982337562966,0.0356154814753541,0.0247611670539633,0.023285490639759,0.00470673072238085,0.00512507508380321,0.00622619396425432,0.00799547730576644,0.0211477094488615,0.0198581289441777,0.0221984437623781,0.00877957042462635,0.00744582330061122,0.00732745816417467,0.00971538962643484,0.00737367165473867,0.00814720084669151,0.00972624388795197,0.00886667117896752,0.00996084096871079,0.00946245808854436,0.0116039195461578,0.0126630636299284,0.0121350616602971,0.006269341890395,0.00617748982974235,0.00919068439368252,0.00918286297839231,0.0110528489593621,0.00941537114079264,0.0118012648768841,0.0108037321983958,0.0102990143478213,0.0125258157786039,0.0142354087060763,0.0130267236324035,0.0121634723677639,0.00534900324015597,0.00706344710380966,0.0160527814695272,0.00829804140009994,0.00715150637011892,0.0116723705224732,0.0147817345879406,0.00999813035852601,0.0122206667157879,0.013214099136474,0.0131615026048807,0.0137198310118375,0.0136264807317439,0.00962063318777293,0.00980350728924572,0,NA,NA,0.0111346630232142,0.0146823037705597,0.014507007622326,0.033050839642564,0.034972383133504,0.0332312373631213,0.00915739268680445,0.0090803821287272,0.0097366013386623,0.00980009049401506,0.0153601797509055,0.0116042285769962,0.0159700688590936,0,0.0158338115930147,0.0104925647692355,0.0133738728855176,NA
"Lactobacillus",0,0,0,0.00012477287437711,0.00065671092898328,0.000454402136617393,0,5.87089893247488e-05,0.00376633091522711,0,0.000135801437405984,0,0,0,0,7.53709326614553e-05,0,0,9.55201069825198e-05,7.22204167118044e-05,0,0,0,0,0,0.000233118346413863,0.000251928830105495,0,0,0.000109766041522925,0,0.000969237252423093,0,0.00011286150952269,0.000272292881737053,0,0.000152878900800703,0,0,0,0,0.000166522055408023,0,0,0.000310465601381572,0,0,NA,0.000765878779875875,0.00118224148837981,0.000154833914820702,0.000241299507529641,0.000170557913887204,0.00016677228911644,0.000212019128836957,0.000412004510365166,0.000415075543748962,0.000433590512019384,0.000477936783669268,0.000464756003098373,0.000368358044018786,0.00058468704625849,0.00039721753957643,0.000324389937633418,0.000449961926298544,0.000270431067120991,0.000276868143933246,0.000300359492767907,0.000415718103533604,0.000546397481015003,0.00038507663024942,0.000292023272008446,0.000373502975975325,0.00038586201574317,0.000360624091810651,0.000183715106216339,0.000202765210558998,0.000117303199444765,0,6.74164878257059e-05,0.000187147866514322,9.135653027898e-05,0.000258292257689576,0,8.10490995445041e-05,9.87663188895074e-05,4.37924239106635e-05,0.000127581241912261,0.00012276968407268,0.000188059338252376,0.000113589425857084,0.000137359206813017,0.000175923598894195,0.000186075664241154,0.000252622329617222,0.000345206061464382,0.000227833681412569,0.000253938088255773,0.000289786075779059,0.000392425279488935,0.00060972595290279,0.000436249677264269,0.000305253518309948,0.000471200434323879,0.000391711387050022,0.000351361525912913,0.000196806117858749,0.000454876273653566,0.000388759771814917,0,NA,NA,0.000242613070459943,0.000720603866039741,0.000482305990051257,0.00045186694823818,0.000413130360590956,0.000270254038796469,0.000208948444242562,0.000135096014667567,0.000182982616651418,0.000195384805232199,9.68485482402619e-05,0.00111073220636235,0.000451296385261534,0,0.00091210953513159,0.000390516612371155,0.000334346822137939,NA
"Lactococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,9.47543966040024e-05,6.67089156465762e-05,0,0,8.30151087497925e-05,0,0,3.87296669248644e-05,0,0,3.87529306903835e-05,3.13925746096857e-05,0,0,0,1.87724682979942e-05,0,0,0,7.86216501561201e-05,2.40969661919564e-05,0,0,2.90076483499483e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02638853983413e-05,0,0,0.000115068687154794,3.79722802354281e-05,7.37239611065147e-05,0.00010349502706395,0.000118640200775724,0.000107114018753193,0.000124642764932648,0.000136837784069977,8.19479016215441e-05,0,7.5291755552767e-05,0.000103088918878393,0.000170578602620087,0.00021128248468202,0,NA,NA,0,0.000135113224882451,4.72849009854173e-05,3.68870978153616e-05,0,5.00470442215683e-05,0,0,0,0,0.000116218257888314,0,0.000131021531204961,0,0,0,0,NA
"Lautropia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Leptotrichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Leuconostoc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67315012339482e-05,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Listeria",0,0,0,8.57813511342634e-05,0.00032835546449164,0.000194743772836026,0,0,0.00117426021606388,0,0,0,0,0,0,0,0,0,0.00011940013372815,0,0,0,0,0,0.00022607122982749,0,8.39762767018317e-05,0,0,0,0,0.000640539401601349,0,0.000122266635316247,0.000368912936546975,0,0,0,0,0,0,0,0,0,0.000252253301122527,0,0,NA,0,0.000145187551204538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73551841635567e-05,7.63774190160679e-05,0,0,0,0,0,0,0,0,0,0,0.00016617953254675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.000350757538851269,0,0,0,0,0.000125380058301727,NA
"Lysobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Marvinbryantia",0,0.00102311715573431,0.0011185037417986,0.000538083020751289,0.00103760326779358,0.000602778344492461,0.000781640419779347,0.000499026409260365,0.000226153819390081,0.000577262643183773,0,0.000255410822755994,0.000524766041806361,0.00042508380913737,0.000344381365837369,0.000344552835023796,0,0.000363837101347452,0.00023084025854109,0.00559708229516484,0.00629942229688204,0.00582316465391516,0.00800627259659363,0.00826756551617195,0.00719949916527546,0.00473035977931463,0.00611977116464599,0.00558489994509759,0.000843561916496849,0.0013015116352004,0.00139427475926975,0.000842815002107038,0.00316631805185086,0.00316012226663532,0.00317967816738107,0,0.000898163542204132,0.00160915430001788,0.00107182838042762,0.00101715548863509,0.00090167727932845,0.000788788683511687,0.000287038889420442,0.000166692986611921,0.000252253301122527,0.00172016648048006,0,NA,0.000831902812623795,0.000694826137907433,0.000660624703234997,0.000647121406556766,0.000634854457246816,0.00057814393560366,0.00131923013498551,0.00209254922369676,0.00217914660468205,0.00209143658738762,0.00171873420281064,0.00172992512264395,0.00153921039822136,0.00269930519689336,0.00247049933151195,0.00397639278389352,0.00329972079285599,0.00181729677105306,0.0014607181386823,0.00147363876139254,0.00294961892507176,0.00409335062048528,0.00324564588353082,0.00271806276254015,0.00269886021349912,0.00265693559411726,0.00195161273215176,0.00147939006584736,0.00100115322713505,0.0010068524619009,0.00130104552487224,0.00152810705738267,0.00181237933887554,0.000947824001644418,0.000914785079317247,0.000211921120728116,0.000437665137540322,0.00032323522545657,0.0004554412086709,0.000756374505622688,0.000675233262399738,0.000663738840890738,0.000629904997934738,0.000462026422916511,0.000368601826254503,0.000303597136393462,0.000768850568400242,0.000460274748619176,0.00016138219100057,0.000450535317873146,0.000672717675915672,0.000711841204654346,0.00074979813127235,0.000391734404074038,0.000421039335599928,0.000389252532702334,0.000489639233812527,0.00046848203455055,0.000271779877043035,0.000909752547307132,0.000600042256496936,0,NA,NA,0.0010087596087545,0.000783656704318219,0.000699816534584177,0.00188124198858344,0.00173335129552292,0.00127119492322783,0.000899386781739723,0.000810576088005404,0.000972697067462802,0.000822672864135576,0.000852267224514304,0.000974326496809081,0.000924429692390561,0,0.00240837910961712,0.00304191887531216,0.00172397580164875,NA
"Massilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Megasphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Methylobacterium",0,0,0,0,0,0,0,0,0,0,0,0,2.91536689892423e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Mogibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44843993568764e-05,0,0,0,5.67955926620094e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Moraxella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Mycobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Neisseria",0,0,0,0,0,0,8.96964416140234e-05,0,0,0,0,0,2.91536689892423e-05,0,0,0,0,0,0,0,0,0,0,0,1.73900946021146e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Nevskia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Nocardioides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Nosocomiicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Odoribacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155232800690786,0,0,NA,0.0012412518156609,0.0013170585002126,0.00141414975536241,0.000976166189551731,0.00160134930260764,0.0016677228911644,0.000777403472402177,0.000607164541590771,0.000726382201560684,0.000484601160492253,0,0.00032274722437387,0.000526225777169695,0.000760093160136037,0.000620046891046135,0.000481352810681847,0.000519186838036782,0.000389420736654227,0.000563283465243501,0.000366063131810886,0.000326635652776403,0.000203741433598815,0.000198039409842559,0,0,0,0,5.80152966998965e-05,0.000152073907919249,0.000117303199444765,0,4.49443252171373e-05,0,0,7.53352418261263e-05,0,0.000170203109043459,0.000116723831414872,7.00678782570615e-05,0,0,0.000110623140148456,0.000144568360181743,9.98976049549212e-05,0.000217810170059479,0.000186075664241154,0.000219671590971498,0.000354057498937827,0.000541104993354851,0.000155639473447087,0.000196640551421504,0.000191649555099247,0.000181269877890019,0.000311606912331621,0.000357883435259939,0.000225356729459246,0.000283990755611266,0.00028443552097712,0.000290523316839106,0.00027292576419214,0.000219733784069301,0,NA,NA,0.000817222974180862,0.000432362319623845,0.000387736188080422,0.00046108872269202,0.000574790066909156,0.00041038576261686,0.000127186009538951,0,9.63066403428516e-05,0.000123400929620336,0.00135587967536367,0.000789204462415355,0.000465854333173196,0,0.000748134787242765,0.000390516612371155,0.000825418717153037,NA
"Oribacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93783540287516e-05,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
