"","Genus","value","Type"
"434","Actinomyces","NA","PC04924-Seq.200_Diff"
"435","Alistipes","NA","PC04924-Seq.200_Diff"
"436","Anaerostipes","NA","PC04924-Seq.200_Diff"
"437","Bacteroides","NA","PC04924-Seq.200_Diff"
"438","Bifidobacterium","NA","PC04924-Seq.200_Diff"
"439","Bilophila","NA","PC04924-Seq.200_Diff"
"440","Clostridium","NA","PC04924-Seq.200_Diff"
"441","Lachnoclostridium","NA","PC04924-Seq.200_Diff"
"442","Collinsella","NA","PC04924-Seq.200_Diff"
"443","Coprobacillus","NA","PC04924-Seq.200_Diff"
"444","Cryptococcus",NA,"PC04924-Seq.200_Diff"
"445","Deinococcus","NA","PC04924-Seq.200_Diff"
"446","Enterococcus","-17.3309014581809","PC04924-Seq.200_Diff"
"447","Fusobacterium","NA","PC04924-Seq.200_Diff"
"448","Helicobacter","NA","PC04924-Seq.200_Diff"
"449","Listeria","32.2611999646549","PC04924-Seq.200_Diff"
"450","Neisseria","NA","PC04924-Seq.200_Diff"
"451","Paenibacillus","NA","PC04924-Seq.200_Diff"
"452","Parabacteroides","NA","PC04924-Seq.200_Diff"
"453","Pediococcus","NA","PC04924-Seq.200_Diff"
"454","Porphyromonadaceae","NA","PC04924-Seq.200_Diff"
"455","Propionibacterium","NA","PC04924-Seq.200_Diff"
"456","Pseudomonas","-63.9844234789162","PC04924-Seq.200_Diff"
"457","Pyramidobacter","NA","PC04924-Seq.200_Diff"
"458","Ralstonia","NA","PC04924-Seq.200_Diff"
"459","Rhodobacter","NA","PC04924-Seq.200_Diff"
"460","Saccharomyces",NA,"PC04924-Seq.200_Diff"
"461","Salmonella",NA,"PC04924-Seq.200_Diff"
"462","Streptococcus","NA","PC04924-Seq.200_Diff"
"463","Subdoligranulum","NA","PC04924-Seq.200_Diff"
"464","[Clostridium] innocuum group","NA","PC04924-Seq.200_Diff"
"465","[Eubacterium] coprostanoligenes group","NA","PC04924-Seq.200_Diff"
"466","[Eubacterium] eligens group","NA","PC04924-Seq.200_Diff"
"467","[Eubacterium] hallii group","NA","PC04924-Seq.200_Diff"
"468","[Eubacterium] rectale group","NA","PC04924-Seq.200_Diff"
"469","[Eubacterium] ventriosum group","NA","PC04924-Seq.200_Diff"
"470","[Eubacterium] xylanophilum group","NA","PC04924-Seq.200_Diff"
"471","[Ruminococcus] gauvreauii group","NA","PC04924-Seq.200_Diff"
"472","[Ruminococcus] torques group","NA","PC04924-Seq.200_Diff"
"473","Adlercreutzia","NA","PC04924-Seq.200_Diff"
"474","Akkermansia","NA","PC04924-Seq.200_Diff"
"475","Ambiguous_taxa","NA","PC04924-Seq.200_Diff"
"476","Anaerofilum","NA","PC04924-Seq.200_Diff"
"477","Anaerotruncus","NA","PC04924-Seq.200_Diff"
"478","Blautia","NA","PC04924-Seq.200_Diff"
"479","Butyricicoccus","NA","PC04924-Seq.200_Diff"
"480","Candidatus Stoquefichus","NA","PC04924-Seq.200_Diff"
"481","Carnobacterium","NA","PC04924-Seq.200_Diff"
"482","Christensenellaceae R-7 group","NA","PC04924-Seq.200_Diff"
"483","Clostridium sensu stricto 1","NA","PC04924-Seq.200_Diff"
"484","Coprococcus 1","NA","PC04924-Seq.200_Diff"
"485","Coprococcus 2","NA","PC04924-Seq.200_Diff"
"486","Coprococcus 3","NA","PC04924-Seq.200_Diff"
"487","Defluviitaleaceae UCG-011","NA","PC04924-Seq.200_Diff"
"488","Dialister","NA","PC04924-Seq.200_Diff"
"489","Dorea","NA","PC04924-Seq.200_Diff"
"490","Eisenbergiella","NA","PC04924-Seq.200_Diff"
"491","Enterobacter","NA","PC04924-Seq.200_Diff"
"492","Erwinia","NA","PC04924-Seq.200_Diff"
"493","Erysipelatoclostridium","NA","PC04924-Seq.200_Diff"
"494","Erysipelotrichaceae UCG-003","NA","PC04924-Seq.200_Diff"
"495","Faecalibacterium","NA","PC04924-Seq.200_Diff"
"496","Family XIII AD3011 group","NA","PC04924-Seq.200_Diff"
"497","Flavonifractor","NA","PC04924-Seq.200_Diff"
"498","Fusicatenibacter","NA","PC04924-Seq.200_Diff"
"499","Gordonibacter","NA","PC04924-Seq.200_Diff"
"500","Gossypium arboreum","NA","PC04924-Seq.200_Diff"
"501","Holdemania","NA","PC04924-Seq.200_Diff"
"502","Hungatella","NA","PC04924-Seq.200_Diff"
"503","Intestinibacter","NA","PC04924-Seq.200_Diff"
"504","Intestinimonas","NA","PC04924-Seq.200_Diff"
"505","Kluyvera","NA","PC04924-Seq.200_Diff"
"506","Lachnospira","NA","PC04924-Seq.200_Diff"
"507","Lachnospiraceae FCS020 group","NA","PC04924-Seq.200_Diff"
"508","Lachnospiraceae ND3007 group","NA","PC04924-Seq.200_Diff"
"509","Lachnospiraceae NK4A136 group","NA","PC04924-Seq.200_Diff"
"510","Lachnospiraceae UCG-001","NA","PC04924-Seq.200_Diff"
"511","Lachnospiraceae UCG-004","NA","PC04924-Seq.200_Diff"
"512","Lachnospiraceae UCG-008","NA","PC04924-Seq.200_Diff"
"513","Lactonifactor","NA","PC04924-Seq.200_Diff"
"514","Marvinbryantia","NA","PC04924-Seq.200_Diff"
"515","Odoribacter","NA","PC04924-Seq.200_Diff"
"516","Oryza sativa Indica Group (long-grained rice)","NA","PC04924-Seq.200_Diff"
"517","Other","NA","PC04924-Seq.200_Diff"
"518","Oxalobacter","NA","PC04924-Seq.200_Diff"
"519","Parasutterella","NA","PC04924-Seq.200_Diff"
"520","Phascolarctobacterium","NA","PC04924-Seq.200_Diff"
"521","Porphyromonas","NA","PC04924-Seq.200_Diff"
"522","Raoultella","NA","PC04924-Seq.200_Diff"
"523","Roseburia","NA","PC04924-Seq.200_Diff"
"524","Ruminiclostridium","NA","PC04924-Seq.200_Diff"
"525","Ruminiclostridium 5","NA","PC04924-Seq.200_Diff"
"526","Ruminiclostridium 9","NA","PC04924-Seq.200_Diff"
"527","Ruminococcaceae NK4A214 group","NA","PC04924-Seq.200_Diff"
"528","Ruminococcaceae UCG-002","NA","PC04924-Seq.200_Diff"
"529","Ruminococcaceae UCG-003","NA","PC04924-Seq.200_Diff"
"530","Ruminococcaceae UCG-004","NA","PC04924-Seq.200_Diff"
"531","Ruminococcaceae UCG-005","NA","PC04924-Seq.200_Diff"
"532","Ruminococcaceae UCG-013","NA","PC04924-Seq.200_Diff"
"533","Ruminococcaceae UCG-014","NA","PC04924-Seq.200_Diff"
"534","Ruminococcus 1","NA","PC04924-Seq.200_Diff"
"535","Ruminococcus 2","NA","PC04924-Seq.200_Diff"
"536","Sellimonas","NA","PC04924-Seq.200_Diff"
"537","Serratia","NA","PC04924-Seq.200_Diff"
"538","Succiniclasticum","NA","PC04924-Seq.200_Diff"
"539","Tyzzerella","NA","PC04924-Seq.200_Diff"
"540","Tyzzerella 3","NA","PC04924-Seq.200_Diff"
"541","Acinetobacter","NA","PC04924-Seq.2000_Diff"
"542","Actinomyces","NA","PC04924-Seq.2000_Diff"
"543","Alistipes","NA","PC04924-Seq.2000_Diff"
"544","Anaerostipes","NA","PC04924-Seq.2000_Diff"
"545","Bacteroides","NA","PC04924-Seq.2000_Diff"
"546","Bifidobacterium","NA","PC04924-Seq.2000_Diff"
"547","Bilophila","NA","PC04924-Seq.2000_Diff"
"548","Clostridium","NA","PC04924-Seq.2000_Diff"
"549","Lachnoclostridium","NA","PC04924-Seq.2000_Diff"
"550","Collinsella","NA","PC04924-Seq.2000_Diff"
"551","Coprobacillus","NA","PC04924-Seq.2000_Diff"
"552","Cryptococcus",NA,"PC04924-Seq.2000_Diff"
"553","Deinococcus","NA","PC04924-Seq.2000_Diff"
"554","Enterococcus","-9.95365319093999","PC04924-Seq.2000_Diff"
"555","Fusobacterium","NA","PC04924-Seq.2000_Diff"
"556","Helicobacter","NA","PC04924-Seq.2000_Diff"
"557","Listeria","26.0873156147277","PC04924-Seq.2000_Diff"
"558","Neisseria","NA","PC04924-Seq.2000_Diff"
"559","Paenibacillus","NA","PC04924-Seq.2000_Diff"
"560","Parabacteroides","NA","PC04924-Seq.2000_Diff"
"561","Pediococcus","NA","PC04924-Seq.2000_Diff"
"562","Porphyromonadaceae","NA","PC04924-Seq.2000_Diff"
"563","Propionibacterium","NA","PC04924-Seq.2000_Diff"
"564","Pseudomonas","-58.5131857491223","PC04924-Seq.2000_Diff"
"565","Pyramidobacter","NA","PC04924-Seq.2000_Diff"
"566","Ralstonia","NA","PC04924-Seq.2000_Diff"
"567","Rhodobacter","NA","PC04924-Seq.2000_Diff"
"568","Saccharomyces",NA,"PC04924-Seq.2000_Diff"
"569","Salmonella",NA,"PC04924-Seq.2000_Diff"
"570","Streptococcus","NA","PC04924-Seq.2000_Diff"
"571","Subdoligranulum","NA","PC04924-Seq.2000_Diff"
"572","[Clostridium] innocuum group","NA","PC04924-Seq.2000_Diff"
"573","[Eubacterium] coprostanoligenes group","NA","PC04924-Seq.2000_Diff"
"574","[Eubacterium] eligens group","NA","PC04924-Seq.2000_Diff"
"575","[Eubacterium] hallii group","NA","PC04924-Seq.2000_Diff"
"576","[Eubacterium] rectale group","NA","PC04924-Seq.2000_Diff"
"577","[Eubacterium] ventriosum group","NA","PC04924-Seq.2000_Diff"
"578","[Eubacterium] xylanophilum group","NA","PC04924-Seq.2000_Diff"
"579","[Ruminococcus] gauvreauii group","NA","PC04924-Seq.2000_Diff"
"580","[Ruminococcus] torques group","NA","PC04924-Seq.2000_Diff"
"581","Adlercreutzia","NA","PC04924-Seq.2000_Diff"
"582","Akkermansia","NA","PC04924-Seq.2000_Diff"
"583","Ambiguous_taxa","NA","PC04924-Seq.2000_Diff"
"584","Anaerofilum","NA","PC04924-Seq.2000_Diff"
"585","Anaerotruncus","NA","PC04924-Seq.2000_Diff"
"586","Blautia","NA","PC04924-Seq.2000_Diff"
"587","Butyricicoccus","NA","PC04924-Seq.2000_Diff"
"588","Candidatus Stoquefichus","NA","PC04924-Seq.2000_Diff"
"589","Carnobacterium","NA","PC04924-Seq.2000_Diff"
"590","Christensenellaceae R-7 group","NA","PC04924-Seq.2000_Diff"
"591","Clostridium sensu stricto 1","NA","PC04924-Seq.2000_Diff"
"592","Coprococcus 1","NA","PC04924-Seq.2000_Diff"
"593","Coprococcus 2","NA","PC04924-Seq.2000_Diff"
"594","Coprococcus 3","NA","PC04924-Seq.2000_Diff"
"595","Defluviitaleaceae UCG-011","NA","PC04924-Seq.2000_Diff"
"596","Dialister","NA","PC04924-Seq.2000_Diff"
"597","Dorea","NA","PC04924-Seq.2000_Diff"
"598","Eisenbergiella","NA","PC04924-Seq.2000_Diff"
"599","Enterobacter","NA","PC04924-Seq.2000_Diff"
"600","Erwinia","NA","PC04924-Seq.2000_Diff"
"601","Erysipelatoclostridium","NA","PC04924-Seq.2000_Diff"
"602","Erysipelotrichaceae UCG-003","NA","PC04924-Seq.2000_Diff"
"603","Faecalibacterium","NA","PC04924-Seq.2000_Diff"
"604","Family XIII AD3011 group","NA","PC04924-Seq.2000_Diff"
"605","Flavonifractor","NA","PC04924-Seq.2000_Diff"
"606","Fusicatenibacter","NA","PC04924-Seq.2000_Diff"
"607","Gordonibacter","NA","PC04924-Seq.2000_Diff"
"608","Gossypium arboreum","NA","PC04924-Seq.2000_Diff"
"609","Holdemania","NA","PC04924-Seq.2000_Diff"
"610","Hungatella","NA","PC04924-Seq.2000_Diff"
"611","Intestinibacter","NA","PC04924-Seq.2000_Diff"
"612","Intestinimonas","NA","PC04924-Seq.2000_Diff"
"613","Kluyvera","NA","PC04924-Seq.2000_Diff"
"614","Lachnospira","NA","PC04924-Seq.2000_Diff"
"615","Lachnospiraceae FCS020 group","NA","PC04924-Seq.2000_Diff"
"616","Lachnospiraceae ND3007 group","NA","PC04924-Seq.2000_Diff"
"617","Lachnospiraceae NK4A136 group","NA","PC04924-Seq.2000_Diff"
"618","Lachnospiraceae UCG-001","NA","PC04924-Seq.2000_Diff"
"619","Lachnospiraceae UCG-004","NA","PC04924-Seq.2000_Diff"
"620","Lachnospiraceae UCG-008","NA","PC04924-Seq.2000_Diff"
"621","Lactonifactor","NA","PC04924-Seq.2000_Diff"
"622","Marvinbryantia","NA","PC04924-Seq.2000_Diff"
"623","Odoribacter","NA","PC04924-Seq.2000_Diff"
"624","Oryza sativa Indica Group (long-grained rice)","NA","PC04924-Seq.2000_Diff"
"625","Other","NA","PC04924-Seq.2000_Diff"
"626","Oxalobacter","NA","PC04924-Seq.2000_Diff"
"627","Parasutterella","NA","PC04924-Seq.2000_Diff"
"628","Phascolarctobacterium","NA","PC04924-Seq.2000_Diff"
"629","Porphyromonas","NA","PC04924-Seq.2000_Diff"
"630","Raoultella","NA","PC04924-Seq.2000_Diff"
"631","Roseburia","NA","PC04924-Seq.2000_Diff"
"632","Ruminiclostridium","NA","PC04924-Seq.2000_Diff"
"633","Ruminiclostridium 5","NA","PC04924-Seq.2000_Diff"
"634","Ruminiclostridium 9","NA","PC04924-Seq.2000_Diff"
"635","Ruminococcaceae NK4A214 group","NA","PC04924-Seq.2000_Diff"
"636","Ruminococcaceae UCG-002","NA","PC04924-Seq.2000_Diff"
"637","Ruminococcaceae UCG-003","NA","PC04924-Seq.2000_Diff"
"638","Ruminococcaceae UCG-004","NA","PC04924-Seq.2000_Diff"
"639","Ruminococcaceae UCG-005","NA","PC04924-Seq.2000_Diff"
"640","Ruminococcaceae UCG-013","NA","PC04924-Seq.2000_Diff"
"641","Ruminococcaceae UCG-014","NA","PC04924-Seq.2000_Diff"
"642","Ruminococcus 1","NA","PC04924-Seq.2000_Diff"
"643","Ruminococcus 2","NA","PC04924-Seq.2000_Diff"
"644","Sellimonas","NA","PC04924-Seq.2000_Diff"
"645","Serratia","NA","PC04924-Seq.2000_Diff"
"646","Succiniclasticum","NA","PC04924-Seq.2000_Diff"
"647","Tyzzerella","NA","PC04924-Seq.2000_Diff"
"648","Tyzzerella 3","NA","PC04924-Seq.2000_Diff"
"649","Acinetobacter","NA","PC04925-MSA1000_Diff"
"650","Actinomyces","NA","PC04925-MSA1000_Diff"
"651","Alistipes","NA","PC04925-MSA1000_Diff"
"652","Anaerostipes","NA","PC04925-MSA1000_Diff"
"653","Bacteroides","NA","PC04925-MSA1000_Diff"
"654","Bifidobacterium","NA","PC04925-MSA1000_Diff"
"655","Bilophila","NA","PC04925-MSA1000_Diff"
"656","Clostridium","NA","PC04925-MSA1000_Diff"
"657","Lachnoclostridium","NA","PC04925-MSA1000_Diff"
"658","Collinsella","NA","PC04925-MSA1000_Diff"
"659","Coprobacillus","NA","PC04925-MSA1000_Diff"
"660","Cryptococcus",NA,"PC04925-MSA1000_Diff"
"661","Deinococcus","NA","PC04925-MSA1000_Diff"
"662","Enterococcus","-67.7204045693534","PC04925-MSA1000_Diff"
"663","Fusobacterium","NA","PC04925-MSA1000_Diff"
"664","Helicobacter","NA","PC04925-MSA1000_Diff"
"665","Listeria","-99.935322612158","PC04925-MSA1000_Diff"
"666","Neisseria","NA","PC04925-MSA1000_Diff"
"667","Paenibacillus","NA","PC04925-MSA1000_Diff"
"668","Parabacteroides","NA","PC04925-MSA1000_Diff"
"669","Pediococcus","NA","PC04925-MSA1000_Diff"
"670","Porphyromonadaceae","NA","PC04925-MSA1000_Diff"
"671","Propionibacterium","NA","PC04925-MSA1000_Diff"
"672","Pseudomonas","-99.9944320430577","PC04925-MSA1000_Diff"
"673","Pyramidobacter","NA","PC04925-MSA1000_Diff"
"674","Ralstonia","NA","PC04925-MSA1000_Diff"
"675","Rhodobacter","NA","PC04925-MSA1000_Diff"
"676","Saccharomyces",NA,"PC04925-MSA1000_Diff"
"677","Salmonella",NA,"PC04925-MSA1000_Diff"
"678","Streptococcus","NA","PC04925-MSA1000_Diff"
"679","Subdoligranulum","NA","PC04925-MSA1000_Diff"
"680","[Clostridium] innocuum group","NA","PC04925-MSA1000_Diff"
"681","[Eubacterium] coprostanoligenes group","NA","PC04925-MSA1000_Diff"
"682","[Eubacterium] eligens group","NA","PC04925-MSA1000_Diff"
"683","[Eubacterium] hallii group","NA","PC04925-MSA1000_Diff"
"684","[Eubacterium] rectale group","NA","PC04925-MSA1000_Diff"
"685","[Eubacterium] ventriosum group","NA","PC04925-MSA1000_Diff"
"686","[Eubacterium] xylanophilum group","NA","PC04925-MSA1000_Diff"
"687","[Ruminococcus] gauvreauii group","NA","PC04925-MSA1000_Diff"
"688","[Ruminococcus] torques group","NA","PC04925-MSA1000_Diff"
"689","Adlercreutzia","NA","PC04925-MSA1000_Diff"
"690","Akkermansia","NA","PC04925-MSA1000_Diff"
"691","Ambiguous_taxa","NA","PC04925-MSA1000_Diff"
"692","Anaerofilum","NA","PC04925-MSA1000_Diff"
"693","Anaerotruncus","NA","PC04925-MSA1000_Diff"
"694","Blautia","NA","PC04925-MSA1000_Diff"
"695","Butyricicoccus","NA","PC04925-MSA1000_Diff"
"696","Candidatus Stoquefichus","NA","PC04925-MSA1000_Diff"
"697","Carnobacterium","NA","PC04925-MSA1000_Diff"
"698","Christensenellaceae R-7 group","NA","PC04925-MSA1000_Diff"
"699","Clostridium sensu stricto 1","NA","PC04925-MSA1000_Diff"
"700","Coprococcus 1","NA","PC04925-MSA1000_Diff"
"701","Coprococcus 2","NA","PC04925-MSA1000_Diff"
"702","Coprococcus 3","NA","PC04925-MSA1000_Diff"
"703","Defluviitaleaceae UCG-011","NA","PC04925-MSA1000_Diff"
"704","Dialister","NA","PC04925-MSA1000_Diff"
"705","Dorea","NA","PC04925-MSA1000_Diff"
"706","Eisenbergiella","NA","PC04925-MSA1000_Diff"
"707","Enterobacter","NA","PC04925-MSA1000_Diff"
"708","Erwinia","NA","PC04925-MSA1000_Diff"
"709","Erysipelatoclostridium","NA","PC04925-MSA1000_Diff"
"710","Erysipelotrichaceae UCG-003","NA","PC04925-MSA1000_Diff"
"711","Faecalibacterium","NA","PC04925-MSA1000_Diff"
"712","Family XIII AD3011 group","NA","PC04925-MSA1000_Diff"
"713","Flavonifractor","NA","PC04925-MSA1000_Diff"
"714","Fusicatenibacter","NA","PC04925-MSA1000_Diff"
"715","Gordonibacter","NA","PC04925-MSA1000_Diff"
"716","Gossypium arboreum","NA","PC04925-MSA1000_Diff"
"717","Holdemania","NA","PC04925-MSA1000_Diff"
"718","Hungatella","NA","PC04925-MSA1000_Diff"
"719","Intestinibacter","NA","PC04925-MSA1000_Diff"
"720","Intestinimonas","NA","PC04925-MSA1000_Diff"
"721","Kluyvera","NA","PC04925-MSA1000_Diff"
"722","Lachnospira","NA","PC04925-MSA1000_Diff"
"723","Lachnospiraceae FCS020 group","NA","PC04925-MSA1000_Diff"
"724","Lachnospiraceae ND3007 group","NA","PC04925-MSA1000_Diff"
"725","Lachnospiraceae NK4A136 group","NA","PC04925-MSA1000_Diff"
"726","Lachnospiraceae UCG-001","NA","PC04925-MSA1000_Diff"
"727","Lachnospiraceae UCG-004","NA","PC04925-MSA1000_Diff"
"728","Lachnospiraceae UCG-008","NA","PC04925-MSA1000_Diff"
"729","Lactonifactor","NA","PC04925-MSA1000_Diff"
"730","Marvinbryantia","NA","PC04925-MSA1000_Diff"
"731","Odoribacter","NA","PC04925-MSA1000_Diff"
"732","Oryza sativa Indica Group (long-grained rice)","NA","PC04925-MSA1000_Diff"
"733","Other","NA","PC04925-MSA1000_Diff"
"734","Oxalobacter","NA","PC04925-MSA1000_Diff"
"735","Parasutterella","NA","PC04925-MSA1000_Diff"
"736","Phascolarctobacterium","NA","PC04925-MSA1000_Diff"
"737","Porphyromonas","NA","PC04925-MSA1000_Diff"
"738","Raoultella","NA","PC04925-MSA1000_Diff"
"739","Roseburia","NA","PC04925-MSA1000_Diff"
"740","Ruminiclostridium","NA","PC04925-MSA1000_Diff"
"741","Ruminiclostridium 5","NA","PC04925-MSA1000_Diff"
"742","Ruminiclostridium 9","NA","PC04925-MSA1000_Diff"
"743","Ruminococcaceae NK4A214 group","NA","PC04925-MSA1000_Diff"
"744","Ruminococcaceae UCG-002","NA","PC04925-MSA1000_Diff"
"745","Ruminococcaceae UCG-003","NA","PC04925-MSA1000_Diff"
"746","Ruminococcaceae UCG-004","NA","PC04925-MSA1000_Diff"
"747","Ruminococcaceae UCG-005","NA","PC04925-MSA1000_Diff"
"748","Ruminococcaceae UCG-013","NA","PC04925-MSA1000_Diff"
"749","Ruminococcaceae UCG-014","NA","PC04925-MSA1000_Diff"
"750","Ruminococcus 1","NA","PC04925-MSA1000_Diff"
"751","Ruminococcus 2","NA","PC04925-MSA1000_Diff"
"752","Sellimonas","NA","PC04925-MSA1000_Diff"
"753","Serratia","NA","PC04925-MSA1000_Diff"
"754","Succiniclasticum","NA","PC04925-MSA1000_Diff"
"755","Tyzzerella","NA","PC04925-MSA1000_Diff"
"756","Tyzzerella 3","NA","PC04925-MSA1000_Diff"
"757","Acinetobacter","NA","PC04925-MSA1001_Diff"
"758","Actinomyces","NA","PC04925-MSA1001_Diff"
"759","Alistipes","NA","PC04925-MSA1001_Diff"
"760","Anaerostipes","NA","PC04925-MSA1001_Diff"
"761","Bacteroides","NA","PC04925-MSA1001_Diff"
"762","Bifidobacterium","NA","PC04925-MSA1001_Diff"
"763","Bilophila","NA","PC04925-MSA1001_Diff"
"764","Clostridium","NA","PC04925-MSA1001_Diff"
"765","Lachnoclostridium","NA","PC04925-MSA1001_Diff"
"766","Collinsella","NA","PC04925-MSA1001_Diff"
"767","Coprobacillus","NA","PC04925-MSA1001_Diff"
"768","Cryptococcus",NA,"PC04925-MSA1001_Diff"
"769","Deinococcus","NA","PC04925-MSA1001_Diff"
"770","Enterococcus","-99.5896579278009","PC04925-MSA1001_Diff"
"771","Fusobacterium","NA","PC04925-MSA1001_Diff"
"772","Helicobacter","NA","PC04925-MSA1001_Diff"
"773","Listeria","-99.9280323134912","PC04925-MSA1001_Diff"
"774","Neisseria","NA","PC04925-MSA1001_Diff"
"775","Paenibacillus","NA","PC04925-MSA1001_Diff"
"776","Parabacteroides","NA","PC04925-MSA1001_Diff"
"777","Pediococcus","NA","PC04925-MSA1001_Diff"
"778","Porphyromonadaceae","NA","PC04925-MSA1001_Diff"
"779","Propionibacterium","NA","PC04925-MSA1001_Diff"
"780","Pseudomonas","-99.9553919298499","PC04925-MSA1001_Diff"
"781","Pyramidobacter","NA","PC04925-MSA1001_Diff"
"782","Ralstonia","NA","PC04925-MSA1001_Diff"
"783","Rhodobacter","NA","PC04925-MSA1001_Diff"
"784","Saccharomyces",NA,"PC04925-MSA1001_Diff"
"785","Salmonella",NA,"PC04925-MSA1001_Diff"
"786","Streptococcus","NA","PC04925-MSA1001_Diff"
"787","Subdoligranulum","NA","PC04925-MSA1001_Diff"
"788","[Clostridium] innocuum group","NA","PC04925-MSA1001_Diff"
"789","[Eubacterium] coprostanoligenes group","NA","PC04925-MSA1001_Diff"
"790","[Eubacterium] eligens group","NA","PC04925-MSA1001_Diff"
"791","[Eubacterium] hallii group","NA","PC04925-MSA1001_Diff"
"792","[Eubacterium] rectale group","NA","PC04925-MSA1001_Diff"
"793","[Eubacterium] ventriosum group","NA","PC04925-MSA1001_Diff"
"794","[Eubacterium] xylanophilum group","NA","PC04925-MSA1001_Diff"
"795","[Ruminococcus] gauvreauii group","NA","PC04925-MSA1001_Diff"
"796","[Ruminococcus] torques group","NA","PC04925-MSA1001_Diff"
"797","Adlercreutzia","NA","PC04925-MSA1001_Diff"
"798","Akkermansia","NA","PC04925-MSA1001_Diff"
"799","Ambiguous_taxa","NA","PC04925-MSA1001_Diff"
"800","Anaerofilum","NA","PC04925-MSA1001_Diff"
"801","Anaerotruncus","NA","PC04925-MSA1001_Diff"
"802","Blautia","NA","PC04925-MSA1001_Diff"
"803","Butyricicoccus","NA","PC04925-MSA1001_Diff"
"804","Candidatus Stoquefichus","NA","PC04925-MSA1001_Diff"
"805","Carnobacterium","NA","PC04925-MSA1001_Diff"
"806","Christensenellaceae R-7 group","NA","PC04925-MSA1001_Diff"
"807","Clostridium sensu stricto 1","NA","PC04925-MSA1001_Diff"
"808","Coprococcus 1","NA","PC04925-MSA1001_Diff"
"809","Coprococcus 2","NA","PC04925-MSA1001_Diff"
"810","Coprococcus 3","NA","PC04925-MSA1001_Diff"
"811","Defluviitaleaceae UCG-011","NA","PC04925-MSA1001_Diff"
"812","Dialister","NA","PC04925-MSA1001_Diff"
"813","Dorea","NA","PC04925-MSA1001_Diff"
"814","Eisenbergiella","NA","PC04925-MSA1001_Diff"
"815","Enterobacter","NA","PC04925-MSA1001_Diff"
"816","Erwinia","NA","PC04925-MSA1001_Diff"
"817","Erysipelatoclostridium","NA","PC04925-MSA1001_Diff"
"818","Erysipelotrichaceae UCG-003","NA","PC04925-MSA1001_Diff"
"819","Faecalibacterium","NA","PC04925-MSA1001_Diff"
"820","Family XIII AD3011 group","NA","PC04925-MSA1001_Diff"
"821","Flavonifractor","NA","PC04925-MSA1001_Diff"
"822","Fusicatenibacter","NA","PC04925-MSA1001_Diff"
"823","Gordonibacter","NA","PC04925-MSA1001_Diff"
"824","Gossypium arboreum","NA","PC04925-MSA1001_Diff"
"825","Holdemania","NA","PC04925-MSA1001_Diff"
"826","Hungatella","NA","PC04925-MSA1001_Diff"
"827","Intestinibacter","NA","PC04925-MSA1001_Diff"
"828","Intestinimonas","NA","PC04925-MSA1001_Diff"
"829","Kluyvera","NA","PC04925-MSA1001_Diff"
"830","Lachnospira","NA","PC04925-MSA1001_Diff"
"831","Lachnospiraceae FCS020 group","NA","PC04925-MSA1001_Diff"
"832","Lachnospiraceae ND3007 group","NA","PC04925-MSA1001_Diff"
"833","Lachnospiraceae NK4A136 group","NA","PC04925-MSA1001_Diff"
"834","Lachnospiraceae UCG-001","NA","PC04925-MSA1001_Diff"
"835","Lachnospiraceae UCG-004","NA","PC04925-MSA1001_Diff"
"836","Lachnospiraceae UCG-008","NA","PC04925-MSA1001_Diff"
"837","Lactonifactor","NA","PC04925-MSA1001_Diff"
"838","Marvinbryantia","NA","PC04925-MSA1001_Diff"
"839","Odoribacter","NA","PC04925-MSA1001_Diff"
"840","Oryza sativa Indica Group (long-grained rice)","NA","PC04925-MSA1001_Diff"
"841","Other","NA","PC04925-MSA1001_Diff"
"842","Oxalobacter","NA","PC04925-MSA1001_Diff"
"843","Parasutterella","NA","PC04925-MSA1001_Diff"
"844","Phascolarctobacterium","NA","PC04925-MSA1001_Diff"
"845","Porphyromonas","NA","PC04925-MSA1001_Diff"
"846","Raoultella","NA","PC04925-MSA1001_Diff"
"847","Roseburia","NA","PC04925-MSA1001_Diff"
"848","Ruminiclostridium","NA","PC04925-MSA1001_Diff"
"849","Ruminiclostridium 5","NA","PC04925-MSA1001_Diff"
"850","Ruminiclostridium 9","NA","PC04925-MSA1001_Diff"
"851","Ruminococcaceae NK4A214 group","NA","PC04925-MSA1001_Diff"
"852","Ruminococcaceae UCG-002","NA","PC04925-MSA1001_Diff"
"853","Ruminococcaceae UCG-003","NA","PC04925-MSA1001_Diff"
"854","Ruminococcaceae UCG-004","NA","PC04925-MSA1001_Diff"
"855","Ruminococcaceae UCG-005","NA","PC04925-MSA1001_Diff"
"856","Ruminococcaceae UCG-013","NA","PC04925-MSA1001_Diff"
"857","Ruminococcaceae UCG-014","NA","PC04925-MSA1001_Diff"
"858","Ruminococcus 1","NA","PC04925-MSA1001_Diff"
"859","Ruminococcus 2","NA","PC04925-MSA1001_Diff"
"860","Sellimonas","NA","PC04925-MSA1001_Diff"
"861","Serratia","NA","PC04925-MSA1001_Diff"
"862","Succiniclasticum","NA","PC04925-MSA1001_Diff"
"863","Tyzzerella","NA","PC04925-MSA1001_Diff"
"864","Tyzzerella 3","NA","PC04925-MSA1001_Diff"
"865","Acinetobacter","NA","PC04925-MSA1002_Diff"
"866","Actinomyces","NA","PC04925-MSA1002_Diff"
