"","SC249358.PC04924.A01","SC249363.PC04924.F01","SC249383.PC04924.E02","SC249388.PC04924.A03","SC249397.PC04924.B04","SC249400.PC04924.E04","SC249409.PC04924.D05","SC249413.PC04924.H05","SC249427.PC04924.E07","SC249428.PC04924.F07","SC249434.PC04924.C08","SC249439.PC04924.H08","SC249443.PC04924.D09","SC249446.PC04924.F09","SC253848.PC04924.C11","SC253851.PC04924.E11","SC253185.PC04925.C06","SC253192.PC04925.B07","SC253195.PC04925.E07","SC253204.PC04925.A09","SC249439.PC07578.G07","SC249443.PC07578.E05","SC253195.PC07578.E07","SC304093.PC07578.A04","SC304926.PC07578.E06","SC304936.PC07578.B11","SC284724.PC04924.A12","SC284730.PC04925.A12","SC284725.PC04924.B12","SC284731.PC04925.B12","SC326764.PC07578.B12","SC284726.PC04924.C12","SC284732.PC04925.C12","SC326765.PC07578.C12","SC284727.PC04924.D12","SC284733.PC04925.D12","SC326766.PC07578.D12","SC249362.PC04924.E01","SC284728.PC04924.E12","SC284734.PC04925.E12","SC326767.PC07578.E12","SC284729.PC04924.F12","SC284735.PC04925.F12","SC326768.PC07578.F12","SC249368.PC04924.B02","SC249390.PC04924.C03","SC249391.PC04924.D03","SC249395.PC04924.H03","SC249404.PC04924.H04","SC249408.PC04924.C05","SC249412.PC04924.G05","SC249420.PC04924.G06","SC249425.PC04924.C07","SC249432.PC04924.A08","SC249437.PC04924.F08","SC249442.PC04924.C09","SC249451.PC04924.C10","SC253844.PC04924.G10","SC253854.PC04924.H11","SC249391.PC04925.H01","SC249408.PC04925.E02","SC249432.PC04925.B04","SC249437.PC04925.F04","SC253181.PC04925.G05","SC253189.PC04925.F06","SC253194.PC04925.D07","SC253196.PC04925.F07","SC261522.PC04925.F11","SC249362.PC07578.H08","SC249368.PC07578.C10","SC249408.PC07578.E02","SC249420.PC07578.H07","SC249437.PC07578.F04","SC249451.PC07578.F06","SC253181.PC07578.G05","SC253196.PC07578.F07","SC304092.PC07578.A03","SC304097.PC07578.A09","SC304924.PC07578.B.07.PC07578.B07","SC304927.PC07578.B02","SC304934.PC07578.C.05.PC07578.C05","SC304934.PC07578.D.02.PC07578.D02","SC304937.PC07578.D04"
"Papillibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides",0.126808881149325,0.175658585151898,0.135616300744494,0.138668023662617,0.116186077945483,0.118612481734821,0.173210113266065,0.157874701519224,0.152554240631164,0.167458108181868,0.116016904598212,0.074220062944969,0.086918547595682,0.0522812825978502,0.125554261656291,0.147596091486878,0.13906719568553,0.137206818076262,0.122484031491384,0.11265164644714,0.0904590745711816,0.0774670800796203,0.112474382724336,0.122737830491722,0.12407872767443,0.112064792725513,0,0,0,0,0,0,0,0,0,0,0,0.000171150285509794,0,0,0,0,0,0,0,0.000372181150716449,0.000306184935701164,0.000318124533519314,0,0,0.000228414801279123,0,0,0,0,5.81074406577762e-05,0,0,0,0.000311504424778761,0,0,0,2.82026454081393e-05,0,0,0.000172812304236062,0.000749895014697942,0,6.265664160401e-05,0,3.83840322425871e-05,0,0,3.06968177632252e-05,5.88974399246113e-05,0.000504433409185172,0.000256950003458942,0.000127918563003259,0,0.000114845324229231,0.000174127354067883,0.000125020315801318
"Paracoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99958005879177e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parasutterella",0,0,0,0,7.88465870691597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232680931797639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pediococcus",0.0276534610361341,0.0218900519333746,0.0181156589389559,0.0201513898606959,0.01662536607344,0.0157451134029351,0.0103521621140205,0.00809791323005226,0.00602564102564103,0.00855575569019158,0.0692764993731548,0.0620995915706705,0.0910206084396467,0.055671459023085,0.0134030545975724,0.0257036620692637,0.0159068829954331,0.0365798151502485,0.0304422905525847,0.0414048960138648,0.0607124982938259,0.083170647680294,0.0279485596155395,0.0142821843340746,0.0443559948054576,0.0422673996473395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33535789211156e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium",0.000156726164562473,0,0.000524606266254423,0.000292602251765155,0.000687091687316963,0.000889434785370915,0,0,0,0,0,0.0004277813426223,0,0.000419520159644428,0,0,0,0,7.42721330956625e-05,0.000297876949740035,0.000509577323809091,0,0.000134238999114023,0.000108722510501606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122355589815121,0,0,0,0,0,0,0,0,0,0,0,0.000155752212389381,0,0,0,0,0,0,5.40038450737693e-05,0.000139980402743616,0,0,0,0,0,0,0,0,0,0,0,0,0.000104404840208392,0,0
"Phenylobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313999915049059,0.0333523844581569,0.029628760035038,0.114262686820412,0.122425552675129,0.120538530134633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella",0,0,0,0,0,0,0,0,0,8.18732601932209e-05,0,0,2.94406280667321e-05,0,0,0,0,0,0,0,0,0.000354080538967999,0,0,0,0,0,0,0,0,0,4.24754704158349e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38346500651317e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114870509607352,0,4.79800403032339e-05,0,0,0,0,0,0,0,0,0,0,0
"Propionibacterium",0,4.03627263676237e-05,0,0,0,0,0,0,0,0,0.000192097706960003,0.000173149591061407,0.000107948969578018,0,0.000111972051775877,7.56625880928704e-05,3.63170844644592e-05,4.64446611861966e-05,0.000148544266191325,0,0.000191091496428409,0.000449777981932323,0.000125289732506421,8.89547813194959e-05,0.000185519369908758,0.000267952840300107,0,0,0,0,0,0,7.74961009774196e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudobutyrivibrio",0.00494558119286025,0,0.00924199975443962,0.00419820622097831,0.00858301419238567,0.0109908727049406,0.000104778968765389,0,0,0.000382075214235031,0.000879605289764225,0.0158075391369002,0.0238763493621197,0.0518731008208989,0,0,0.000190664693438411,0.000380846221726812,0.00158756684491979,0.00463063258232236,0.0145775512989672,0.0216371918542337,0.00434934357129433,0.00298492710649864,0.000910731452279358,0.00208311724233309,0,0,0,0,0,0,0,0,0,0.000612223423285535,0,0,0,0,0,0,0.000623291416074358,0,0,0,0.000845653631936547,0.00107672919037306,0,0,0.000757375393714986,0,0,0.000396109326174024,0,0.00061012812690665,0,0.000256064840070807,0,0.00100530973451327,0.000615271026887344,0,0,0,0.000284602978844512,0,0.00118808459162292,0.00467934489171516,0,0,0.000217630642394449,0.000259092217637463,0,0.000712365591397849,0.00070602680855418,0,0.00253337667724109,0.00109697886092087,0.00158215064767188,0.000311009744972009,0.00166003695931343,0.00259851589916687,0
"Pseudomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter",0.00336090552895081,0.006686758334903,0.00536884285251867,0.00422364989504484,0.00400991214237441,0.00265771584676309,0.00391873343182556,0.00785566796248659,0.00710059171597633,0.00734130233065881,0.0230315040239414,0.0057343070451513,0.00771344455348381,0.00243775227901492,0.0261678685000224,0.00632323057633274,0.00442160503354791,0.00449584320282384,0.00556112596553773,0.00547010398613518,0.0069611902270349,0.0085075026795284,0.00388398170769905,0.0108524833209785,0.0122274130167136,0.00930055665041662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ralstonia",0.024745319982586,0.0420041439065737,0.0291547142012032,0.0295146619171808,0.0225050687091687,0.0221511615594757,0.0829535095715588,0.07641107868357,0.0797534516765286,0.0785846842421265,0.0658187406478748,0.0530856275654149,0.0527379784102061,0.0384938092430496,0.0255968110359654,0.0432249556833413,0.120899574182185,0.105438669824904,0.0845495395127748,0.0811850086655113,0.0526229582783566,0.0506239473281274,0.0598258472718161,0.0216061279960465,0.0394818949960366,0.0371935829616568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45866251628293e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95354583642204e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia",0.000139312146277754,0,0.00109385987431773,0.000190827555499014,0.00149808515431403,0.00150356832765083,0,0,0,0,3.03312168884216e-05,0.00268891129648303,0.00248282630029441,0.00627012562928024,0,0,0,0,0.000492052881758764,0.000839471403812825,0.00261158378452159,0.00142589190016843,0.00053695599645609,0,1.68653972644326e-05,0.000363032880406597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102061645233721,0,0,0,0,3.50946971912544e-05,0,0,0,5.81074406577762e-05,0,0,0,8.49557522123894e-05,0,0,0,0,0,0,6.48046140885231e-05,0.000999860019597256,0,0,0,0,0,4.03225806451613e-05,0,0,0.000123305944467486,0,0.000114453451108179,7.77524362430023e-05,0.00012528580825007,0.000160732942216507,0
"Rothia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157828282828283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rubellimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus",0.00806269046582499,0,0.0050786351307609,0.0040837096876789,0.00776075692723586,0.00826962580207958,0,0.00013842586718038,0,0.0002592653239452,0.00101104056294739,0.0798117762092462,0.014288518155054,0.0599120141503016,0,0,0.000190664693438411,0.000789559240165343,0.00645239156268568,0.00316832755632582,0.085490695664043,0.0164599601898637,0.0129048424481614,0.00324190758586607,0.00156848194559223,0.00325000864364001,0,0,0,0.000128719455945766,0,0,0,0,0,0.00051656351339717,0,0.000140032051780741,0,0,0,0,0.000699835975943138,0,0,0.000609023701172371,0.000976875747237046,0.000746369097872236,0,0.000197244644049281,0.00109398667981054,5.8491161985424e-05,0,0.00146707157842231,0,0.000653708707399983,0.000449471870552101,0.000178132062657953,0,0.000807079646017699,0.000446071494493324,0.00116028300815982,0,0,0,0.00123009314903846,0.00130689305078522,0.00600915871777951,0.000193588794625064,0.000344611528822055,0.000243234247382031,0.000153536128970348,0,0.00170698924731183,0.000634400900439988,0.000814747918957123,0.00126668833862054,0.000919090396987755,0.00263916193143565,0.000362844702467344,0.00294421649387666,0.00318787002062739,6.25101579006589e-05
"Salinarimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sediminibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68477998228045e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus",0,0,0.000401826076279983,0,0.000630772696553278,0,0.000136212659395006,0,0,0,0,0.00341206547091596,0.00782139352306183,0.000634949430813189,0,0,9.0792711161148e-05,6.50225256606753e-05,0.000473484848484848,0.000487435008665511,0.00340324855543928,0.00681365793905987,0,0.00104768964665184,0.00882060276929823,0.0041575908446565,0.0782068306156053,0.0744660729117838,0.547380797824782,0.549964602149615,0.555122307001795,0.0995094083166971,0.0908254303455357,0.0970678273747708,0.238083791694357,0.198781292748022,0.23546555886639,0.0586578705792659,0.230031430852125,0.220673297456954,0.241952586164966,0.225333639817732,0.219464188080919,0.229950621488166,0.0429167462895726,0.0880039248194076,0.0727407925815764,0.0677727611985954,0.0654697676837275,0.0390696121866845,0.0413551008631675,0.0345097855714002,0.0412720748610427,0.204113668705896,0.204948007759087,0.158110346029809,0.165705296276875,0.0608543659055232,0.106610420301698,0.0782300884955752,0.0423614102011936,0.177952100490598,0.232852209089533,0.0612373440628731,0.0720519874774689,0.145207331730769,0.0981465880370682,0.125732397464355,0.0736434549906052,0.0692982456140351,0.0466881736948562,0.0393340370405911,0.246258119175374,0.150887096774194,0.0672055663562877,0.104788361865871,0.106569964913854,0.110162372636801,0.0794239625131285,0.084711279286751,0.091030580177697,0.0881620188057542,0.104554490104642
"Stomatobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24192626304521e-05,0,0,0,0,0,0
"Streptococcus",0.000243796255986069,0,0.000223236709044435,0,0.000236539761207479,0.000402363355286843,0,0,0,0,0,0.0004277813426223,0.00122669283611384,0.00329946936368996,0,0,0,0,0.00038064468211527,0.000839471403812825,0.000646071249829383,0.00183739090491502,0.000152137532329226,0.000108722510501606,0.000118057780851028,0.000181516440203298,0.0503107239602698,0.100905435077591,0.00622190649993264,0.00741209533821037,0.00749925194494315,0.0395659006923502,0.0731756933479284,0.0402936687827917,0.107970532924225,0.140189597941399,0.0999086499771625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180327474694044,0,0,0,0,0,0,0,0,5.66371681415929e-05,0,8.82824027947686e-05,0,0,0,0,0.000118808459162292,0.000229967804507369,0,0,0,0,0,0,0,0,0,8.8944231966557e-05,0.000121186007055719,0,7.30833881458744e-05,0.000133944118513756,0
"Subdoligranulum",0.00578145407052677,0.00745365013588785,0.00992287171702515,0.00779848610139304,0.0124802883532327,0.0115732407191716,0.0131183268894268,0.0133350252050433,0.0129585798816568,0.0123628622891764,0.0127694423100255,0.021460364021552,0.0309617271835132,0.0670325184815638,0.00474761499529717,0.00635565739980112,0.0104683995968804,0.0108308949886211,0.0102959744503862,0.0115359618717504,0.0215842395013422,0.0280871995100291,0.00930723727190557,0.00946874227823079,0.00907358372826472,0.00828925076928396,0,0,0,0,0,0,0,0,0,0.000267847747687422,0,0,0,0,0,0,0.000481137233460908,0,0,0.000541354401042107,0.000656110576502493,0.000403773446389898,0,0,0.000432785939265707,0,0,0.0001907193051949,0,0.000857084749702199,0.000474442530027218,0,0,0.00048141592920354,0,0.000252235436556482,0,0,5.92922872592733e-05,0.000112680288461538,0.000939666904283585,0.00262963185154078,0,0.00018796992481203,0,0.000249496209576816,0,0.000577956989247312,0.000184180906579351,0.000265038479660751,0.000325079308141555,0.000256950003458942,0.00129265074192767,0,0.00132594147064658,0.00154035736290819,6.25101579006589e-05
"Succiniclasticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000617499395924504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01976678426198e-05,0,0,0,0
"Sutterella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synergistes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thalassospira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncultured",0.00144536351763169,0,0.00788025582926856,0.00209910311048915,0.0104190132912818,0.00854492704517058,0,0,0,0,0.000384195413920006,0.0140658579562237,0.00719332679097154,0.0292303505827929,0,0,0.000199743964554526,0.000919604291486694,0.0017175430778372,0.0034932842287695,0.0150416306474362,0.00798116674322462,0.0175316132842914,0.00169014084507042,0.000834837164589412,0.00181516440203298,0,0,0,0.000150172698603394,0,0,0,0,0,0,0,0,0,0,0,0,0.000535811919081465,0,0,0.000710527651367766,0.000874814102003324,0.000807546892779797,0,0,0.00128633598615085,0,0,0.000205390020979124,0,0,0,0,0,0.00101946902654867,0.000323017289115856,0.00021440012107301,8.25570675729598e-05,0,0,0,0.000939666904283585,0.00404943307936889,0,5.22138680033417e-05,0,0.000393436330486518,6.51706384550214e-05,0,0.000388826358334186,0.000510444479346631,0.0013787846517728,0.000434838467392056,0.00084830204939003,7.77524362430023e-05,0.000803917269604619,0.00103136971255592,0.000137522347381449
"Veillonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncultured bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
