"","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Naming","Gram","Art.Col","MSA1000","MSA1001","MSA1002","MSA1003","Zymo.Ext","Zymo.Seq","Qiagen DSP Virus_OB","Zymo MagBead DNone Kit_OB","MagAttract PowerMag Soil_OB","MagAttract PowerMag Microbiome_OB","Qiagen QIAamp  Modified_OB","Qiagen DSP Virus_OB_AC","Qiagen DSP Virus_OB_ZE","Zymo MagBead DNone Kit_OB_AC","Zymo MagBead DNone Kit_OB_ZE","MagAttract PowerMag Soil_OB_AC","MagAttract PowerMag Soil_OB_ZE","MagAttract PowerMag Microbiome_OB_AC","MagAttract PowerMag Microbiome_OB_ZE","Qiagen QIAamp  Modified_OB_AC","Qiagen QIAamp  Modified_OB_ZE"
"Ruminococcus 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000202680008802103,0.000898694184271544,0.000117611994378001,0.0121872775312547,0.00141420514677429,0.000409008689794249,7.71688094316251e-05,0.00155691291947013,0.000548832971641531,8.26394245147885e-05,0.00013826341155092,0.0268257755365092,0.000287706955162605,0.00303402863942012,0.000278870350398613
"Fusicatenibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7226940392223e-05,0.000217106578404061,3.14118991195902e-05,0.00129717744318166,0.000109562047085261,9.40501265302284e-05,2.66099342867673e-06,0.000355312077057499,0.000143646585904092,5.90281603677061e-06,4.64750963196371e-05,0.0028502543390761,3.46880726082574e-05,0.000199880071956826,4.62581149950306e-05
"Ruminococcaceae UCG-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-06,4.07308382892301e-05,3.65254640925468e-06,0.000373114379535549,2.56421812327207e-05,6.5616367346671e-06,0,6.56788990924468e-05,2.74702634398264e-05,0,5.80938703995464e-06,0.000827088335293328,4.08094971861852e-06,5.27985095735012e-05,6.60830214214722e-06
"Clostridium sensu stricto 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2408980130741e-05,1.90575481903737e-05,8.76611138221122e-06,8.49777847810978e-05,2.25340380529969e-05,2.18721224488903e-06,1.86269540007371e-05,2.90709881228863e-05,1.37351317199132e-05,9.83802672795102e-06,8.1331418559365e-06,0.000164413614451329,2.04047485930926e-05,3.205623795534e-05,1.58599251411533e-05
"Gossypium arboreum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-06,4.25992253667177e-05,0,1.68830035988936e-06,7.77035794930929e-07,0,3.99149014301509e-06,7.64459317305528e-05,2.46087776648445e-05,0,0,2.5101315183409e-06,1.02023742965463e-06,1.88566105619647e-06,0
"Sellimonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.49470966199009e-06,0,5.62766786629787e-06,3.88517897465465e-06,0,0,3.23010979143181e-06,5.72297154996383e-07,0,0,1.25506575917045e-05,0,9.42830528098235e-06,0
"Lachnospiraceae UCG-008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.24206449298514e-06,0,5.06490107966808e-06,0,0,0,0,3.4337829299783e-06,0,0,1.12955918325341e-05,0,0,0
"Ambiguous_taxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-05,2.61574190848266e-05,2.2645787737379e-05,4.55841097170127e-05,4.3514004516132e-05,1.74976979591123e-05,2.9270927715444e-05,1.93806587485909e-05,2.97594520598119e-05,1.37732374191314e-05,2.78850577917823e-05,2.88665124609204e-05,5.91737709199685e-05,1.88566105619647e-05,6.07963797077544e-05
"Intestinimonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.47354830995047e-06,0,5.62766786629787e-07,1.24325727188949e-05,0,0,1.72272522209697e-05,2.28918861998553e-06,0,0,1.25506575917045e-06,0,2.82849158429471e-05,1.32166042842944e-06
"Butyricicoccus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72997562876302e-05,0.000183101933593787,1.02271299459131e-05,0.000698393582207565,0.000111893154470054,4.15570326528916e-05,1.86269540007371e-05,0.000362848999904173,8.75614647144466e-05,0,1.6266283711873e-05,0.00153871062074297,1.53035614448194e-05,0.000203651394069219,4.757977542346e-05
"Hungatella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,1.27050321269158e-05,7.30509281850935e-07,1.5757470025634e-05,2.87503244124444e-05,0,1.33049671433836e-06,2.58408783314545e-05,5.72297154996383e-06,0,1.16187740799093e-06,3.38867754976022e-05,1.02023742965463e-06,6.59981369668765e-05,2.64332085685889e-06
"Porphyromonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-06,4.8578064014678e-06,2.19152784555281e-06,2.81383393314893e-06,7.77035794930929e-07,2.18721224488903e-06,2.66099342867673e-06,2.15340652762121e-06,6.29526870496021e-06,1.9676053455902e-06,2.32375481598186e-06,1.25506575917045e-06,4.08094971861852e-06,0,1.32166042842944e-06
"Marvinbryantia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07544494466422e-05,3.10152254862944e-05,7.30509281850935e-07,0.000280257859741634,5.05073266705104e-05,2.84337591835574e-05,0,5.27584599267196e-05,1.9458103269877e-05,1.9676053455902e-06,0,0.000620002485030203,4.08094971861852e-06,0.000105597019147002,1.1894943855865e-05
"Eisenbergiella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,8.59458055644304e-06,7.30509281850935e-07,2.3636205038451e-05,0.000131319049343327,0,1.33049671433836e-06,2.26107685400227e-05,1.14459430999277e-06,0,1.16187740799093e-06,4.39273015709658e-05,7.1416620075824e-06,0.000305477091103828,9.25162299900611e-06
"Erysipelatoclostridium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,7.47354830995047e-06,1.46101856370187e-06,0.000113116124112587,0,2.18721224488903e-06,0,1.83039554847803e-05,1.71689146498915e-06,0,2.32375481598186e-06,0.00024975808607492,2.04047485930926e-06,0,0
"Ruminococcaceae NK4A214 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63996750501736e-05,0.000386756125039937,6.28237982391804e-05,0.00110639950251416,0.000223009273145177,6.12419428568929e-05,2.12879474294138e-05,0.000736465032446453,0.00020087630140373,1.37732374191314e-05,9.17883152312833e-05,0.0024210218494398,3.77487848972213e-05,0.000399760143913652,9.91245321322083e-05
"Family XIII AD3011 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6545306840988e-06,1.27050321269158e-05,4.38305569110561e-06,0.0001587002338296,4.50680761059939e-05,2.18721224488903e-06,1.33049671433836e-06,2.69175815952651e-05,5.15067439496745e-06,5.90281603677061e-06,3.48563222397278e-06,0.000347653215290215,5.10118714827315e-06,0.000103711358090806,3.96498128528833e-06
"Ruminococcaceae UCG-002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54267779173099e-05,0.00084040050745393,8.18170395673047e-05,0.00129323807567525,0.000597540526301885,8.96757020404503e-05,3.45929145727975e-05,0.00185623642680948,0.000300456006373101,4.52549229485747e-05,0.000103407089311193,0.00281134730054181,5.91737709199685e-05,0.00126150724659544,0.000132166042842944
"Lachnospiraceae NK4A136 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47451443660748e-05,0.000189828127072742,4.01780105018014e-05,0.000351729241643617,0.000818218692062269,5.03058816324477e-05,2.52794375724289e-05,0.000396226801082302,8.01216016994936e-05,2.75464748382628e-05,4.76369737276281e-05,0.000754294521261442,2.44856983117111e-05,0.00189886068358985,6.07963797077544e-05
"[Eubacterium] coprostanoligenes group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81998375250868e-05,0.000215238191326574,1.97237506099753e-05,0.00188808256914293,0.000126656834573741,3.28081836733355e-05,9.31347700036855e-06,0.000376846142333711,0.000129339157029183,5.90281603677061e-06,2.78850577917823e-05,0.00415175753133585,4.79511591937676e-05,0.000265878208923702,2.90765294254478e-05
"Ruminococcus 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000378060261316576,0.00142333727563007,0.000122725559350957,0.00539468241663313,0.00098683545956228,0.000846451138772055,9.31347700036855e-05,0.0023859744326043,0.000911669367909238,7.67366084780179e-05,0.00014988218563083,0.011781302281333,0.000203027248501271,0.00199125807534347,0.000282835331683901
"Roseburia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000142289638832497,0.00142707404978504,6.7206853930286e-05,0.00224375117829296,0.000508958445679759,0.000301835289794686,4.52368882875044e-05,0.00288987156006766,0.000649557270920895,3.73845015662139e-05,8.48170507833378e-05,0.00490103178956061,8.36594692316796e-05,0.00101825697034609,0.000151990949269386
"Anaerofilum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.30509281850935e-07,5.62766786629787e-07,2.33110738479279e-06,0,0,0,0,0,1.16187740799093e-06,1.25506575917045e-06,0,1.88566105619647e-06,2.64332085685889e-06
"[Clostridium] innocuum group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6545306840988e-06,1.86838707748762e-06,7.30509281850935e-07,9.00426858607659e-06,3.88517897465465e-06,4.37442448977806e-06,0,4.30681305524241e-06,5.72297154996383e-07,0,1.16187740799093e-06,1.75709206283863e-05,2.04047485930926e-06,9.42830528098235e-06,0
"[Eubacterium] xylanophilum group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44538807844461e-06,0.000116587353635227,8.03560210036029e-06,0.000164327901695898,6.13858277995434e-05,1.31232734693342e-05,3.99149014301509e-06,0.000240104827829765,5.09344467946781e-05,1.9676053455902e-06,1.16187740799093e-05,0.000355183609845238,9.18213686689166e-06,0.000118796646540378,2.11465668548711e-05
"[Eubacterium] hallii group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54267779173099e-05,0.000343409544842224,2.19152784555281e-05,0.00270240610939624,0.000141420514677429,0.000120296673468897,1.59659605720604e-05,0.000585726575512968,0.000214611433123644,1.37732374191314e-05,2.67231803837913e-05,0.0059465015669496,6.52951954978963e-05,0.000290391802654257,3.70064919960244e-05
"Holdemania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,1.53207740353985e-05,7.30509281850935e-07,5.12117775833106e-05,1.63177516935495e-05,2.18721224488903e-06,0,3.01476913866969e-05,7.43986301495298e-06,0,1.16187740799093e-06,0.00011170085256617,2.04047485930926e-06,3.95988821801259e-05,0
"Tyzzerella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.98049030213687e-05,1.46101856370187e-06,5.29000779431999e-05,1.16555369239639e-05,0,0,4.09147240248029e-05,8.58445732494575e-06,0,2.32375481598186e-06,0.00011170085256617,5.10118714827315e-06,2.26279326743576e-05,3.96498128528833e-06
"Ruminiclostridium 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81998375250868e-05,8.96825797194056e-05,8.76611138221122e-06,0.000798566070227667,0.000166285660115219,3.93698204080026e-05,5.32198685735346e-06,0.000150738456933484,5.72297154996383e-05,1.9676053455902e-06,1.27806514879002e-05,0.0017457964710061,2.85666480303296e-05,0.000350732956452544,3.70064919960244e-05
"Dialister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48907761568892e-05,0.000127423998684655,1.1688148509615e-05,0.000311772799792902,8.54739374424022e-05,2.40593346937793e-05,9.31347700036855e-06,0.000261638893105977,5.60851211896455e-05,5.90281603677061e-06,1.51044063038821e-05,0.000680245641470385,1.22428491558556e-05,0.000167823834001486,2.77548689970183e-05
"Intestinibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13632671024701e-06,6.83829670360468e-05,1.68017134825715e-05,0.000496360305807472,4.3514004516132e-05,4.37442448977806e-06,3.99149014301509e-06,0.000123820875338219,3.8916206539754e-05,7.87042138236081e-06,2.20756707518276e-05,0.00109065214471912,1.32630865855102e-05,8.48547475288412e-05,1.45382647127239e-05
"[Ruminococcus] gauvreauii group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47451443660748e-05,0.000204401546277145,1.0957639227764e-05,0.00142942763803966,5.36154698502341e-05,8.09268530608942e-05,6.65248357169182e-06,0.000362848999904173,0.00012018240254924,5.90281603677061e-06,1.39425288958911e-05,0.00315021505551783,3.06071228896389e-05,9.42830528098235e-05,2.51115481401594e-05
"Lachnospiraceae ND3007 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72997562876302e-05,0.00012518193419167,9.49662066406216e-06,0.00044852512894394,2.56421812327207e-05,5.90547306120039e-05,7.98298028603018e-06,0.000192729884222098,8.92783561794358e-05,5.90281603677061e-06,1.16187740799093e-05,0.000981461423671293,1.53035614448194e-05,4.90271874611082e-05,9.25162299900611e-06
"Succiniclasticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3090613681976e-06,4.59623221061954e-05,1.68017134825715e-05,1.51947032390042e-05,8.7805044827195e-05,2.18721224488903e-06,3.99149014301509e-06,0.000110900436172492,1.14459430999277e-05,9.83802672795102e-06,2.09137933438367e-05,3.01215782200908e-05,3.06071228896389e-06,0.000207422716181612,3.96498128528833e-06
"[Ruminococcus] torques group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72997562876302e-05,9.19246442123908e-05,1.31491670733168e-05,0.000480040068995208,6.13858277995434e-05,5.90547306120039e-05,7.98298028603018e-06,0.000185192961375424,4.23499894697323e-05,7.87042138236081e-06,1.6266283711873e-05,0.00105676536922152,1.12226117262009e-05,0.000107482680203199,2.90765294254478e-05
"Ruminiclostridium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.75628385283836e-05,7.30509281850935e-07,1.91340707454127e-05,6.99332215437836e-06,0,0,3.33778011781287e-05,9.15675447994213e-06,0,1.16187740799093e-06,4.14171700526249e-05,1.02023742965463e-06,1.69709495057682e-05,0
"Gordonibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.24206449298514e-06,0,3.03894064780085e-05,1.55407158986186e-06,0,0,4.30681305524241e-06,1.14459430999277e-06,0,0,6.65184852360339e-05,1.02023742965463e-06,3.77132211239294e-06,0
"Ruminococcaceae UCG-005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7226940392223e-05,0.000215611868742071,3.21424084014411e-05,0.00039449951742748,0.00111582340152081,4.81186693875587e-05,3.06014244297824e-05,0.000502820424199552,6.29526870496021e-05,3.73845015662139e-05,2.90469351997732e-05,0.000832108598330009,3.87690223268759e-05,0.00257204168065199,9.515955084692e-05
"Flavonifractor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.53207740353985e-05,0,7.31596822618723e-06,1.47636801036877e-05,0,0,3.87613174971817e-05,2.86148577498192e-06,0,0,1.50607891100454e-05,1.02023742965463e-06,3.58275600677329e-05,0
"[Eubacterium] rectale group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000311051768610575,0.00130824463165683,9.13136602313669e-05,0.00720341486886127,0.000634061208663638,0.000728341677548048,5.72113587165496e-05,0.00222554564629652,0.000820674120264813,7.08337924412473e-05,0.000103407089311193,0.0158703065247104,0.000158136801596468,0.00119550910962856,0.000240542197974159
"Lachnospiraceae UCG-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79085739434581e-06,8.81878700574155e-05,2.92203712740374e-06,5.17745443699404e-05,2.56421812327207e-05,1.31232734693342e-05,1.33049671433836e-06,0.000202420213596393,2.74702634398264e-05,1.9676053455902e-06,3.48563222397278e-06,0.000106680589529488,7.1416620075824e-06,4.71415264049118e-05,1.05732834274356e-05
"Phascolarctobacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32362454727904e-05,0.000166286449896398,8.03560210036029e-06,0.000132250194858,4.73991834907867e-05,2.84337591835574e-05,3.99149014301509e-06,0.000376846142333711,5.43682297246564e-05,3.93521069118041e-06,1.04568966719184e-05,0.000282389795813352,1.02023742965463e-05,8.86260696412341e-05,1.85032459980122e-05
"Lactonifactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.11045157047276e-06,0,1.12553357325957e-06,7.77035794930929e-06,0,0,8.61362611048483e-06,1.71689146498915e-06,0,0,2.5101315183409e-06,0,1.88566105619647e-05,0
"[Eubacterium] ventriosum group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-06,2.98941932398019e-05,5.84407425480748e-06,0.000118181025192255,9.32442953917115e-06,4.37442448977806e-06,1.33049671433836e-06,6.89090088838786e-05,9.15675447994213e-06,3.93521069118041e-06,6.97126444794557e-06,0.000262308743666624,1.02023742965463e-06,2.07422716181612e-05,1.32166042842944e-06
"Oxalobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96359205229641e-06,2.69047739158217e-05,3.65254640925468e-06,2.98266396913787e-05,6.21628635944743e-06,4.37442448977806e-06,5.32198685735346e-06,6.46021958286362e-05,6.8675658599566e-06,0,5.80938703995464e-06,6.4008353717693e-05,2.04047485930926e-06,1.31996273933753e-05,1.32166042842944e-06
"Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05360017604206e-05,0.000231679997608465,1.38796763551678e-05,0.00141423293480065,0.000105676868110606,7.65524285711161e-05,1.86269540007371e-05,0.000408070536984219,0.000137923614354128,7.87042138236081e-06,1.74281611198639e-05,0.00310126749091019,4.28499720454944e-05,0.000199880071956826,3.96498128528833e-05
"Defluviitaleaceae UCG-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.49470966199009e-06,0,1.68830035988936e-06,1.24325727188949e-05,0,0,4.30681305524241e-06,0,0,0,2.5101315183409e-06,1.02023742965463e-06,2.45135937305541e-05,3.96498128528833e-06
"Coprococcus 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000116644413228966,0.00047830709183683,4.74831033203108e-05,0.00287911488039799,0.000453788904239663,0.000238406134692904,4.25758948588276e-05,0.000754768987931233,0.000331360052742906,3.73845015662139e-05,5.34463607675827e-05,0.00634184728108829,6.42749580682416e-05,0.000910774290142895,0.000133487703271374
"Coprococcus 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90271028671362e-05,4.93254188456731e-05,2.19152784555281e-06,0.000298266396913787,3.03043960023062e-05,5.03058816324477e-05,0,9.25964806877119e-05,2.63256691298336e-05,3.93521069118041e-06,1.16187740799093e-06,0.000651379129009464,1.12226117262009e-05,5.65698316858941e-05,1.1894943855865e-05
"Parasutterella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,8.59458055644304e-06,1.46101856370187e-06,5.06490107966808e-06,2.25340380529969e-05,2.18721224488903e-06,0,2.36874718038333e-05,5.72297154996383e-07,1.9676053455902e-06,1.16187740799093e-06,1.12955918325341e-05,0,5.46841706296977e-05,0
"Blautia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000190271028671362,0.00100593960251933,8.32780581310066e-05,0.0074893003964692,0.000421153400852564,0.000441816873467584,3.72539080014742e-05,0.00166242983932357,0.000656997133935848,4.32873176029845e-05,0.000106892721535165,0.0164990944700548,0.00016527846360405,0.000808948593108286,0.000149347628412527
"[Eubacterium] eligens group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32362454727904e-05,7.66038701769923e-05,1.46101856370187e-05,5.62766786629787e-05,2.79732886175135e-05,3.06209714284464e-05,2.66099342867673e-06,0.000152891863461106,3.60547207647721e-05,3.93521069118041e-06,2.09137933438367e-05,0.000122996444398704,2.04047485930926e-06,6.411247591068e-05,2.64332085685889e-06
"Christensenellaceae R-7 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44538807844461e-06,5.97883864796037e-05,1.1688148509615e-05,0.000217227979639098,0.000137535335702774,8.74884897955613e-06,6.65248357169182e-06,0.000120590765546788,2.74702634398264e-05,5.90281603677061e-06,1.51044063038821e-05,0.000478180054243942,5.10118714827315e-06,0.0003205623795534,9.25162299900611e-06
"Erwinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00135754242630307,0.00118754682645113,0.0015647508817247,0.000544195482671004,0.000531492483732756,6.34291551017819e-05,0.00214476070351344,4.84516468714772e-05,0.00179300698660367,4.52549229485747e-05,0.00246201822753278,3.51418412567726e-05,0.000958002946445697,2.63992547867506e-05,0.000885512487047728
"Anaerotruncus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.60681288663935e-05,4.38305569110561e-06,9.56703537270637e-06,0.000148413836831808,0,0,4.19914272886135e-05,2.28918861998553e-06,3.93521069118041e-06,4.64750963196371e-06,2.00810521467272e-05,1.02023742965463e-06,0.000346961634340151,9.25162299900611e-06
"Ruminiclostridium 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6545306840988e-06,1.30787095424133e-05,2.19152784555281e-06,7.87873501281701e-06,1.39866443087567e-05,4.37442448977806e-06,0,3.66079109695605e-05,5.72297154996383e-07,0,3.48563222397278e-06,1.75709206283863e-05,0,3.205623795534e-05,1.32166042842944e-06
"Odoribacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,2.57837416693291e-05,1.46101856370187e-06,7.87873501281701e-06,3.10814317972372e-06,2.18721224488903e-06,0,5.49118664543408e-05,1.03013487899349e-05,0,2.32375481598186e-06,1.50607891100454e-05,2.04047485930926e-06,5.65698316858941e-06,1.32166042842944e-06
"Coprococcus 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61812273639521e-06,4.11045157047276e-05,3.65254640925468e-06,0.000221167347145506,2.09799664631351e-05,1.31232734693342e-05,2.66099342867673e-06,6.7832305620068e-05,2.689796628483e-05,5.90281603677061e-06,2.32375481598186e-06,0.000485710448798965,6.12142457792778e-06,4.14845432363224e-05,6.60830214214722e-06
"Raoultella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1402239572734,0.138597327085447,0.151446262276208,0.066667604611311,0.0953454001812047,0.000218721224488903,0.225390134899062,0.00405486449151073,0.210110315999597,0.000375812621007729,0.240653858130121,0.00197170830765678,0.119258613864619,0.000220622343574987,0.16201838693988
"Enterobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113054081644471,0.0097772695764927,0.0128628074348313,0.00552749537827776,0.00526519454645198,0.00525587102446834,0.014985384493593,0.00518217280872043,0.0122196888534828,0.00654425537943302,0.0165939331409264,0.00387062280128167,0.00687435980101289,0.00319053850708443,0.0067193216181353
"Kluyvera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000957973266093206,0.00104667044080856,0.000795524607935668,0.00146825854631711,0.000703217394412491,4.37442448977806e-06,0.00153805420177515,1.18437359019166e-05,0.00159670906243991,1.9676053455902e-06,0.00126412261989413,2.5101315183409e-06,0.00265975897910962,0,0.00119610268772865
"Oryza sativa Indica Group (long-grained rice)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.97883864796038e-06,0,0,0,0,0,1.18437359019166e-05,2.86148577498192e-06,0,0,0,0,0,0
"uncultured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88814710763218e-05,0.000375172125159514,3.72559733743977e-05,0.00114466764400499,0.000340341678179747,7.43652163262271e-05,1.72964572863987e-05,0.000760152504250286,0.000170544552188922,1.37732374191314e-05,5.11226059516008e-05,0.00251264164985924,3.26475977489481e-05,0.000748607439309999,5.41880775656072e-05
