"","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Naming","Gram","Art.Col","MSA1000","MSA1001","MSA1002","MSA1003","Zymo.Ext","Zymo.Seq","Qiagen DSP Virus_OB","Zymo MagBead DNone Kit_OB","MagAttract PowerMag Soil_OB","MagAttract PowerMag Microbiome_OB","Qiagen QIAamp  Modified_OB","Qiagen DSP Virus_OB_AC","Qiagen DSP Virus_OB_ZE","Zymo MagBead DNone Kit_OB_AC","Zymo MagBead DNone Kit_OB_ZE","MagAttract PowerMag Soil_OB_AC","MagAttract PowerMag Soil_OB_ZE","MagAttract PowerMag Microbiome_OB_AC","MagAttract PowerMag Microbiome_OB_ZE","Qiagen QIAamp  Modified_OB_AC","Qiagen QIAamp  Modified_OB_ZE"
"Blautia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000190160280312789,0.00100529347511507,8.32372575806142e-05,0.00748039684101065,0.000420902875496619,0.000441794648598286,3.72201839740522e-05,0.00166203435588634,0.00065643399664807,4.32866362348497e-05,0.000106810442810554,0.0164822558097256,0.000165059375525363,0.000808779308823613,0.000149218451851959
"Butyricicoccus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7283866305748e-05,0.000182984324965224,1.02221193520053e-05,0.000697563306258958,0.000111826594227884,4.15549421948883e-05,1.86100919870261e-05,0.00036276268000887,8.74864124452567e-05,0,1.62537630363887e-05,0.00153714024210586,1.52832755116076e-05,0.000203608777046504,4.75386218289428e-05
"Candidatus Stoquefichus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152963275915952,0.0116546077506932,0.0114020439857796,0.00641241111829347,0.0130029478732756,0.0404504555733926,7.97575370872547e-06,0.0335603919128681,1.82978117532563e-05,0.03070006296238,1.50927799623609e-05,0.0142969087934201,5.09442517053588e-06,0.0315555899092998,7.92310363815714e-06
"Carnobacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000169490684626616,0.000202776507053299,0.000108062404578341,0.000625614794412748,0.000225206335597822,0,0.000272504918381454,5.38223560844021e-06,0.000307631960101621,0,0.000171825494956109,1.00302789044428e-05,0.00112586796268843,0,0.000382950009177595
"Christensenellaceae R-7 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44105444702217e-06,5.97499836621138e-05,1.16824221165774e-05,0.000216969731036227,0.000137453522071774,8.74840888313438e-06,6.6464614239379e-06,0.000120562077629061,2.74467176298844e-05,5.90272312293405e-06,1.50927799623609e-05,0.000477692032824088,5.09442517053588e-06,0.00032049529720283,9.24362091118333e-06
"Clostridium sensu stricto 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24017574117036e-05,1.90453072922988e-05,8.76181658743307e-06,8.48767600685759e-05,2.25206335597822e-05,2.1871022207836e-06,1.86100919870261e-05,2.90640722855771e-05,1.37233588149422e-05,9.83787187155675e-06,8.12688151819435e-06,0.000164245817060251,2.03777006821435e-05,3.2049529720283e-05,1.58462072763143e-05
"Coprococcus 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90160280312789e-05,4.92937365212439e-05,2.19045414685827e-06,0.000297911806863213,3.02863692700519e-05,5.03033510780227e-05,0,9.25744524651716e-05,2.63031043953059e-05,3.9351487486227e-06,1.16098307402776e-06,0.000650714343925726,1.12077353751789e-05,5.65579936240289e-05,1.18846554572357e-05
"Coprococcus 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000116576519670014,0.000477999869296911,4.74598398485958e-05,0.00287569208285321,0.000453518965479752,0.000238394142065412,4.25373531132025e-05,0.000754589432303317,0.000331076031410481,3.73839131119156e-05,5.34052214052771e-05,0.00633537491301867,6.41897571487521e-05,0.000910583697346865,0.000133372244575645
"Coprococcus 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61427061957526e-06,4.10781137677033e-05,3.65075691143045e-06,0.000220904415277817,2.09674864177282e-05,1.31226133247016e-05,2.65858456957516e-06,6.78161686663466e-05,2.68749110125952e-05,5.90272312293405e-06,2.32196614805553e-06,0.00048521474200242,6.11331020464306e-06,4.14758619909545e-05,6.60258636513095e-06
"Defluviitaleaceae UCG-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.49374959155285e-06,0,1.68629324639555e-06,1.24251771364316e-05,0,0,4.30578848675217e-06,0,0,0,2.5075697261107e-06,1.01888503410718e-06,2.45084639037458e-05,3.96155181907857e-06
"Dialister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48821088940443e-05,0.00012734215267988,1.16824221165774e-05,0.000311402152834378,8.54230928129669e-05,2.40581244286195e-05,9.30504599351305e-06,0.000261576650570194,5.60370484943474e-05,5.90272312293405e-06,1.50927799623609e-05,0.000679551395775999,1.22266204092861e-05,0.000167788714417952,2.773086273355e-05
"Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05124075448985e-05,0.000231531186690691,1.38728762634357e-05,0.00141255164273067,0.000105614005659668,7.65485777274258e-05,1.86100919870261e-05,0.000407973459119768,0.000137805394766711,7.8702974972454e-06,1.74147461104165e-05,0.00309810239660977,4.27931714325014e-05,0.000199838244138235,3.96155181907857e-05
"Eisenbergiella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26783827446908e-07,8.58906015142887e-06,7.30151382286089e-07,2.36081054495377e-05,0.000131240933503558,0,1.32929228478758e-06,2.26053895554489e-05,1.14361323457852e-06,0,1.16098307402776e-06,4.38824702069372e-05,7.13219523875024e-06,0.000305413165569756,9.24362091118333e-06
"Enterobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0112988277858894,0.00977098951574506,0.0128565055392935,0.00552092408869902,0.00526206251727876,0.00525560663654298,0.0149718190035625,0.00518093999668454,0.0122092148923603,0.00654415236895955,0.0165811602632645,0.00386667251766269,0.00686524735981416,0.00318987084039523,0.00671350981606515
"Erwinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00135675226084038,0.00118678405048874,0.0015639842608568,0.000543548523088165,0.000531176322582449,6.34259644027242e-05,0.00214281916307758,4.84401204759619e-05,0.00179147013196725,4.5254210609161e-05,0.00246012313386483,3.51059761655498e-05,0.000956733047026639,2.63937303578801e-05,0.000884746572927547
"Erysipelatoclostridium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26783827446908e-07,7.46874795776423e-06,1.46030276457218e-06,0.000112981647508502,0,2.1871022207836e-06,0,1.82996010686967e-05,1.71541985186778e-06,0,2.32196614805553e-06,0.000249503187748014,2.03777006821435e-06,0,0
"Erysipelotrichaceae UCG-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44105444702217e-06,0.000116512468141122,6.5713624405748e-06,0.000815041735757848,7.76573571026972e-05,1.74968177662688e-05,1.32929228478758e-06,0.000187301799173719,7.89093131859178e-05,1.96757437431135e-06,9.28786459222211e-06,0.00179792749362137,1.63021605457148e-05,0.000156477115693146,2.24487936414452e-05
"Faecalibacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000282760068986843,0.00272908050376705,0.000124855886370921,0.0101419296815716,0.00146461775495687,0.000599266008494705,9.03918753655554e-05,0.00508728909709768,0.00147640468584087,7.8702974972454e-05,0.000152088782697637,0.0222622040284108,0.00029242000478876,0.00292593353681643,0.000441052769190747
"Family XIII AD3011 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65356765489382e-06,1.26968715281992e-05,4.38090829371654e-06,0.000158511565161182,4.50412671195644e-05,2.1871022207836e-06,1.32929228478758e-06,2.6911178042201e-05,5.14625955560333e-06,5.90272312293405e-06,3.48294922208329e-06,0.000347298407066331,5.09442517053588e-06,0.000103689654977386,3.96155181907857e-06
"Flavonifractor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.53109333134167e-05,0,7.30727073438071e-06,1.47548978495125e-05,0,0,3.87520963807695e-05,2.8590330864463e-06,0,0,1.50454183566642e-05,1.01888503410718e-06,3.58200626285516e-05,0
"Fusicatenibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72052722351109e-05,0.000216967128173051,3.13965094383018e-05,0.00129563531098058,0.000109496873514803,9.40453954936946e-05,2.65858456957516e-06,0.000355227550157054,0.000143523460939604,5.90272312293405e-06,4.64393229611106e-05,0.0028473454239987,3.4642091159644e-05,0.000199838244138235,4.62181045559166e-05
"Gordonibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.24062438732927e-06,0,3.03532784351199e-05,1.55314714205394e-06,0,0,4.30578848675217e-06,1.14361323457852e-06,0,0,6.64505977419335e-05,1.01888503410718e-06,3.77053290826859e-06,0
"Gossypium arboreum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48035148234072e-06,4.25718633592561e-05,0,1.68629324639555e-06,7.76573571026972e-07,0,3.98787685436274e-06,7.64277456398509e-05,2.45876845434381e-05,0,0,2.5075697261107e-06,1.01888503410718e-06,1.8852664541343e-06,0
"Holdemania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26783827446908e-07,1.53109333134167e-05,7.30151382286089e-07,5.1150895140665e-05,1.63080449915664e-05,2.1871022207836e-06,0,3.01405194072652e-05,7.43348602476037e-06,0,1.16098307402776e-06,0.000111586852811926,2.03777006821435e-06,3.95905955368202e-05,0
"Hungatella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26783827446908e-07,1.26968715281992e-05,7.30151382286089e-07,1.57387369663585e-05,2.8733222127998e-05,0,1.32929228478758e-06,2.5834730920513e-05,5.71806617289259e-06,0,1.16098307402776e-06,3.38521913024944e-05,1.01888503410718e-06,6.59843258947003e-05,2.64103454605238e-06
"Intestinibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13391913723454e-06,6.83390438135427e-05,1.67934817925801e-05,0.000495770214440291,4.34881199775104e-05,4.37420444156719e-06,3.98787685436274e-06,0.000123791418994125,3.88828499756696e-05,7.8702974972454e-06,2.20586784065275e-05,0.0010895390459951,1.32455054433933e-05,8.48369904360433e-05,1.45256900032881e-05
"Intestinimonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.46874795776423e-06,0,5.62097748798516e-07,1.24251771364316e-05,0,0,1.72231539470087e-05,2.28722646915704e-06,0,0,1.25378486305535e-06,0,2.82789968120144e-05,1.32051727302619e-06
"Kluyvera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00095741567218352,0.00104599815148488,0.000795134855309551,0.00146651302661533,0.00070279908177941,4.37420444156719e-06,0.00153666188121444,1.18409183385685e-05,0.00159534046223703,1.96757437431135e-06,0.00126314958454221,2.5075697261107e-06,0.00265623328391741,0,0.0011950681320887
"Lachnospira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96070296468145e-05,0.000373063960490323,5.98724133474593e-05,0.000292290829375228,0.000142112963497936,0.000102793804376829,1.72807997022385e-05,0.000712607994557483,0.00019269883002648,1.37730206201794e-05,8.70737305520823e-05,0.000636922710432117,1.22266204092861e-05,0.000295986833299084,3.43334490986809e-05
"Lachnospiraceae FCS020 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96070296468145e-06,1.71781203028577e-05,7.30151382286089e-06,0.000174812399876338,7.76573571026972e-06,1.31226133247016e-05,0,2.15289424337608e-05,1.48669720495207e-05,5.90272312293405e-06,8.12688151819435e-06,0.000384911952957992,4.07554013642871e-06,1.69673980872087e-05,1.32051727302619e-06
"Lachnospiraceae ND3007 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7283866305748e-05,0.000125101528292551,9.49196796971916e-06,0.000447991905792417,2.56269278438901e-05,5.90517599611571e-05,7.97575370872547e-06,0.000192684034782159,8.92018322971244e-05,5.90272312293405e-06,1.16098307402776e-05,0.000980459762909282,1.52832755116076e-05,4.90169278074917e-05,9.24362091118333e-06
"Lachnospiraceae NK4A136 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47249207527701e-05,0.000189706198127211,4.01583260257349e-05,0.000351311092999073,0.000817731970291402,5.03033510780227e-05,2.5256553410964e-05,0.000396132540781199,8.00529264204963e-05,2.75460412403589e-05,4.76003060351383e-05,0.000753524702696264,2.44532408185722e-05,0.00189846331931324,6.07437945592047e-05
"Lachnospiraceae UCG-001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23231633410665e-05,0.000310326477645104,2.04442387040105e-05,0.000222590708524212,5.6689870684969e-05,5.24904532988063e-05,3.98787685436274e-06,0.000588816575563359,0.00016239307931015,1.57405949944908e-05,2.32196614805553e-05,0.00048521474200242,9.16996530696459e-06,0.000116886520156326,1.45256900032881e-05
"Lachnospiraceae UCG-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78748679212836e-06,8.81312259016179e-05,2.92060552914436e-06,5.17129928894635e-05,2.56269278438901e-05,1.31226133247016e-05,1.32929228478758e-06,0.000202372058877352,2.74467176298844e-05,1.96757437431135e-06,3.48294922208329e-06,0.000106571713359705,7.13219523875024e-06,4.71316613533574e-05,1.05641381842095e-05
"Lachnospiraceae UCG-008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.24062438732927e-06,0,5.05887973918664e-06,0,0,0,0,3.43083970373556e-06,0,0,1.12840637674981e-05,0,0,0
"Lactonifactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.10781137677033e-06,0,1.12419549759703e-06,7.76573571026972e-06,0,0,8.61157697350433e-06,1.71541985186778e-06,0,0,2.5075697261107e-06,0,1.88526645413429e-05,0
"Marvinbryantia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07481897568098e-05,3.09953040247216e-05,7.30151382286089e-07,0.000279924678901661,5.04772821167532e-05,2.84323288701867e-05,0,5.2745908962714e-05,1.94414249878348e-05,1.96757437431135e-06,0,0.000619369722349342,4.07554013642871e-06,0.000105574921431521,1.18846554572357e-05
"Odoribacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26783827446908e-07,2.57671804542866e-05,1.46030276457218e-06,7.86936848317923e-06,3.10629428410789e-06,2.1871022207836e-06,0,5.48988032060901e-05,1.02925191112067e-05,0,2.32196614805553e-06,1.50454183566642e-05,2.03777006821435e-06,5.65579936240289e-06,1.32051727302619e-06
"Oryza sativa Indica Group (long-grained rice)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.97499836621138e-06,0,0,0,0,0,1.18409183385685e-05,2.8590330864463e-06,0,0,0,0,0,0
"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000582055814522623,0.000642312324367724,0.000489931577513966,0.00118883673870886,0.000594855355406661,5.03033510780227e-05,0.000905248045940341,0.000237894813893057,0.0008571381193166,1.57405949944908e-05,0.000769731778080407,0.00102058087852705,0.00132556942937344,0.000209264576408907,0.000864938813832154
"Oxalobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96070296468145e-06,2.68874926479512e-05,3.65075691143045e-06,2.97911806863213e-05,6.21258856821578e-06,4.37420444156719e-06,5.31716913915032e-06,6.45868273012825e-05,6.86167940747111e-06,0,5.80491537013882e-06,6.39430280158228e-05,2.03777006821435e-06,1.31968651789401e-05,1.32051727302619e-06
"Parasutterella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26783827446908e-07,8.58906015142887e-06,1.46030276457218e-06,5.05887973918664e-06,2.25206335597822e-05,2.1871022207836e-06,0,2.36818366771369e-05,5.71806617289259e-07,1.96757437431135e-06,1.16098307402776e-06,1.12840637674981e-05,0,5.46727271698946e-05,0
"Phascolarctobacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32285412391505e-05,0.000166179642060254,8.03166520514698e-06,0.000132092970967651,4.73709878326453e-05,2.84323288701867e-05,3.98787685436274e-06,0.000376756492590814,5.43216286424796e-05,3.9351487486227e-06,1.04488476662499e-05,0.000282101594187453,1.01888503410718e-05,8.86075233443119e-05,1.84872418223667e-05
"Porphyromonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48035148234072e-06,4.85468617254675e-06,2.19045414685827e-06,2.81048874399258e-06,7.76573571026972e-07,2.1871022207836e-06,2.65858456957516e-06,2.15289424337608e-06,6.28987279018185e-06,1.96757437431135e-06,2.32196614805553e-06,1.25378486305535e-06,4.07554013642871e-06,0,1.32051727302619e-06
"Raoultella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140142339103733,0.138508304314136,0.151372063970023,0.0665883477136674,0.0952886834592936,0.000218710222078359,0.22518610091987,0.00405389986027716,0.209930222438492,0.000375806705493468,0.240468619208001,0.00196969601985995,0.11910052829189,0.000220576175133713,0.161878250948462
"Roseburia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000142206818320868,0.00142615742253508,6.71739271703202e-05,0.00224108372445968,0.000508655689022667,0.000301820106468136,4.51959376827777e-05,0.0028891840746107,0.000649000510623309,3.73839131119156e-05,8.47517644040268e-05,0.00489602989023113,8.35485727967885e-05,0.00101804388523252,0.000151859486398012
"Ruminiclostridium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.75515577007459e-05,7.30151382286089e-07,1.91113234591495e-05,6.98916213924275e-06,0,0,3.33698607723293e-05,9.14890587662815e-06,0,1.16098307402776e-06,4.13749004808265e-05,1.01888503410718e-06,1.69673980872087e-05,0
"Ruminiclostridium 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8189244203832e-05,8.96249754931708e-05,8.76181658743307e-06,0.000797616705545094,0.000166186744199772,3.93678399741047e-05,5.31716913915032e-06,0.000150702597036326,5.71806617289259e-05,1.96757437431135e-06,1.27708138143054e-05,0.00174401474450999,2.85287809550009e-05,0.000350659560468979,3.69744836447333e-05
"Ruminiclostridium 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65356765489382e-06,1.30703089260874e-05,2.19045414685827e-06,7.86936848317923e-06,1.39783242784855e-05,4.37420444156719e-06,0,3.65992021373934e-05,5.71806617289259e-07,0,3.48294922208329e-06,1.75529880827749e-05,0,3.2049529720283e-05,1.32051727302619e-06
"Ruminococcaceae NK4A214 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6378488407664e-05,0.000386507706814299,6.27930188766037e-05,0.00110508417413788,0.000222876614884741,6.12388621819407e-05,2.12686765566013e-05,0.00073628983123462,0.00020070412266853,1.37730206201794e-05,9.17176628481933e-05,0.00241855100083377,3.76987462619655e-05,0.000399676488276471,9.90387954769642e-05
"Ruminococcaceae UCG-002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53945164389428e-05,0.000839860707850588,8.1776954816042e-05,0.00129170062673899,0.000597185076119741,8.96711910521274e-05,3.45615994044771e-05,0.00185579483779018,0.000300198474076861,4.5254210609161e-05,0.000103327493588471,0.00280847809324398,5.90953319782162e-05,0.00126124325781584,0.000132051727302619
"Ruminococcaceae UCG-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07481897568098e-05,0.000304351479278892,1.16824221165774e-05,2.69806919423288e-05,6.29024592531847e-05,2.40581244286195e-05,2.65858456957516e-06,0.000716913783044235,8.51991859760996e-05,1.37730206201794e-05,1.04488476662499e-05,5.01513945222139e-05,8.15108027285741e-06,0.000130083385335266,1.58462072763143e-05
"Ruminococcaceae UCG-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48035148234072e-06,4.07046763698151e-05,3.65075691143045e-06,0.000372670807453416,2.56269278438901e-05,6.56130666235079e-06,0,6.56632744229705e-05,2.74467176298844e-05,0,5.80491537013882e-06,0.000826244224753475,4.07554013642871e-06,5.27874607157603e-05,6.60258636513095e-06
"Ruminococcaceae UCG-005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72052722351109e-05,0.000215473378581498,3.21266608205879e-05,0.00039403052190776,0.00111515964799473,4.81162488572391e-05,3.05737225501143e-05,0.000502700805828315,6.28987279018185e-05,3.73839131119156e-05,2.90245768506941e-05,0.000831259364205696,3.87176312960727e-05,0.00257150344343918,9.50772436578857e-05
"Ruminococcaceae UCG-013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15749735842567e-05,8.88781006973943e-05,1.16824221165774e-05,0.00050363958292347,5.97961649690768e-05,2.40581244286195e-05,3.98787685436274e-06,0.000182996010686967,3.88828499756696e-05,9.83787187155675e-06,1.27708138143054e-05,0.00111085338866704,1.01888503410718e-05,0.000109345454339789,2.50898281874976e-05
"Ruminococcaceae UCG-014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88588398900047e-05,0.000182984324965224,4.74598398485958e-05,0.000428318484584469,0.000163080449915664,8.0922782168993e-05,1.32929228478758e-05,0.000403667670633016,6.57577609882648e-05,4.13190618605383e-05,5.10832552572216e-05,0.000932815938113179,1.83399306139292e-05,0.000356315359831382,2.773086273355e-05
"Ruminococcus 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000377840209143237,0.0014224230485562,0.000122665432224063,0.00538826901998257,0.000986248435204254,0.000846408559443251,9.30504599351305e-05,0.0023854068216607,0.00091088794134179,7.67354005981426e-05,0.000149766816549582,0.0117692785095006,0.000202758121787328,0.00199084137556582,0.000282590696427605
"Ruminococcus 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000202562037724492,0.000898116941921149,0.00011755437254806,0.0121727888479807,0.00141336389926909,0.000408988115286532,7.70989525176796e-05,0.00155654253796091,0.0005483625459804,8.26381237210767e-05,0.000138156985809304,0.026798397662945,0.000287325579618224,0.00303339372470208,0.000278629144608526
"Sellimonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.49374959155285e-06,0,5.62097748798516e-06,3.88286785513486e-06,0,0,3.22934136506412e-06,5.71806617289259e-07,0,0,1.25378486305535e-05,0,9.42633227067147e-06,0
"Serratia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0223843453442976,0.0206850709064259,0.0230267841431564,0.0114235125488322,0.0133632780102321,0.0114363575124774,0.0290383899611847,0.0116040999717971,0.0255088650038911,0.0125354163387376,0.0292173000409827,0.00835898368199001,0.0139138940257676,0.00941879120485494,0.0161261569381958
"Succiniclasticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30713530978763e-06,4.593279994025e-05,1.67934817925801e-05,1.51766392175599e-05,8.77528135260478e-05,2.1871022207836e-06,3.98787685436274e-06,0.000110874053533868,1.14361323457852e-05,9.83787187155675e-06,2.08976953324997e-05,3.00908367133284e-05,3.05665510232153e-06,0.000207379309954772,3.96155181907857e-06
"Tyzzerella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.97921820880752e-05,1.46030276457218e-06,5.28371883870605e-05,1.16486035654046e-05,0,0,4.09049906241456e-05,8.57709925933889e-06,0,2.32196614805553e-06,0.000111586852811926,5.09442517053588e-06,2.26231974496115e-05,3.96155181907857e-06
"Tyzzerella 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48035148234072e-06,3.51031154014919e-05,7.30151382286089e-07,0.000138838143953233,2.25206335597822e-05,0,3.98787685436274e-06,6.02810388145303e-05,2.17286514569919e-05,0,1.16098307402776e-06,0.00030466972172245,4.07554013642871e-06,4.52463948992231e-05,6.60258636513095e-06
"uncultured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88588398900047e-05,0.000374931147479764,3.72377204965906e-05,0.00114330682105618,0.000340139224109814,7.43614755066422e-05,1.72807997022385e-05,0.000759971667911757,0.000170398371952199,1.37730206201794e-05,5.10832552572216e-05,0.00251007729583681,3.26043210914297e-05,0.000748450782291315,5.41412081940738e-05
