"","Genus","value","Type"
"441","Lachnoclostridium",5.62307710845309e-05,"PC04924_Seq200"
"442","Collinsella",8.03296729779013e-06,"PC04924_Seq200"
"443","Coprobacillus",NA,"PC04924_Seq200"
"444","Cryptococcus",NA,"PC04924_Seq200"
"445","Deinococcus",0,"PC04924_Seq200"
"446","Enterococcus",0.0942427723376738,"PC04924_Seq200"
"447","Fusobacterium",0.000104428574871272,"PC04924_Seq200"
"448","Helicobacter",0,"PC04924_Seq200"
"449","Listeria",0.165326499955819,"PC04924_Seq200"
"450","Neisseria",0,"PC04924_Seq200"
"451","Paenibacillus",4.01648364889507e-05,"PC04924_Seq200"
"452","Parabacteroides",4.81978037867408e-05,"PC04924_Seq200"
"453","Pediococcus",1.60659345955803e-05,"PC04924_Seq200"
"454","Porphyromonadaceae",NA,"PC04924_Seq200"
"455","Propionibacterium",NA,"PC04924_Seq200"
"456","Pseudomonas",0.0435788475905115,"PC04924_Seq200"
"457","Pyramidobacter",0,"PC04924_Seq200"
"458","Ralstonia",1.60659345955803e-05,"PC04924_Seq200"
"459","Rhodobacter",0,"PC04924_Seq200"
"460","Saccharomyces",NA,"PC04924_Seq200"
"461","Salmonella",NA,"PC04924_Seq200"
"462","Streptococcus",0,"PC04924_Seq200"
"463","Subdoligranulum",8.03296729779013e-06,"PC04924_Seq200"
"464","Clostridium innocuum group",0,"PC04924_Seq200"
"465","Eubacterium coprostanoligenes group",0,"PC04924_Seq200"
"466","Eubacterium eligens group",0,"PC04924_Seq200"
"467","Eubacterium hallii group",1.60659345955803e-05,"PC04924_Seq200"
"468","Eubacterium rectale group",4.01648364889507e-05,"PC04924_Seq200"
"469","Eubacterium ventriosum group",0,"PC04924_Seq200"
"470","Eubacterium xylanophilum group",0,"PC04924_Seq200"
"471","Ruminococcus gauvreauii group",0,"PC04924_Seq200"
"472","Ruminococcus torques group",8.03296729779013e-06,"PC04924_Seq200"
"473","Adlercreutzia",0,"PC04924_Seq200"
"474","Akkermansia",8.83626402756914e-05,"PC04924_Seq200"
"475","Ambiguous_taxa",6.4263738382321e-05,"PC04924_Seq200"
"476","Anaerofilum",0,"PC04924_Seq200"
"477","Anaerotruncus",0,"PC04924_Seq200"
"478","Blautia",1.60659345955803e-05,"PC04924_Seq200"
"479","Butyricicoccus",8.03296729779013e-06,"PC04924_Seq200"
"480","Candidatus Stoquefichus",8.03296729779013e-06,"PC04924_Seq200"
"481","Carnobacterium",0.000947890141139235,"PC04924_Seq200"
"482","Christensenellaceae R-7 group",8.03296729779013e-06,"PC04924_Seq200"
"483","Clostridium sensu stricto 1",8.03296729779013e-06,"PC04924_Seq200"
"484","Coprococcus 1",0,"PC04924_Seq200"
"485","Coprococcus 2",1.60659345955803e-05,"PC04924_Seq200"
"486","Coprococcus 3",0,"PC04924_Seq200"
"487","Defluviitaleaceae UCG-011",0,"PC04924_Seq200"
"488","Dialister",8.03296729779013e-06,"PC04924_Seq200"
"489","Dorea",0,"PC04924_Seq200"
"490","Eisenbergiella",0,"PC04924_Seq200"
"491","Enterobacter",0.00598456063685365,"PC04924_Seq200"
"492","Erwinia",0.000843461566267964,"PC04924_Seq200"
"493","Erysipelatoclostridium",0,"PC04924_Seq200"
"494","Erysipelotrichaceae UCG-003",0,"PC04924_Seq200"
"495","Faecalibacterium",2.40989018933704e-05,"PC04924_Seq200"
"496","Family XIII AD3011 group",0,"PC04924_Seq200"
"497","Flavonifractor",0,"PC04924_Seq200"
"498","Fusicatenibacter",8.03296729779013e-06,"PC04924_Seq200"
"499","Gordonibacter",0,"PC04924_Seq200"
"500","Gossypium arboreum",0,"PC04924_Seq200"
"501","Holdemania",0,"PC04924_Seq200"
"502","Hungatella",0,"PC04924_Seq200"
"503","Intestinibacter",0,"PC04924_Seq200"
"504","Intestinimonas",0,"PC04924_Seq200"
"505","Kluyvera",0.00226529677797682,"PC04924_Seq200"
"506","Lachnospira",0,"PC04924_Seq200"
"507","Lachnospiraceae FCS020 group",0,"PC04924_Seq200"
"508","Lachnospiraceae ND3007 group",0,"PC04924_Seq200"
"509","Lachnospiraceae NK4A136 group",2.40989018933704e-05,"PC04924_Seq200"
"510","Lachnospiraceae UCG-001",0,"PC04924_Seq200"
"511","Lachnospiraceae UCG-004",0,"PC04924_Seq200"
"512","Lachnospiraceae UCG-008",0,"PC04924_Seq200"
"513","Lactonifactor",0,"PC04924_Seq200"
"514","Marvinbryantia",0,"PC04924_Seq200"
"515","Odoribacter",0,"PC04924_Seq200"
"516","Oryza sativa Indica Group (long-grained rice)",0,"PC04924_Seq200"
"517","Other",0.000963956075734816,"PC04924_Seq200"
"518","Oxalobacter",0,"PC04924_Seq200"
"519","Parasutterella",0,"PC04924_Seq200"
"520","Phascolarctobacterium",8.03296729779013e-06,"PC04924_Seq200"
"521","Porphyromonas",0,"PC04924_Seq200"
"522","Raoultella",0.104677596857503,"PC04924_Seq200"
"523","Roseburia",1.60659345955803e-05,"PC04924_Seq200"
"524","Ruminiclostridium",8.03296729779013e-06,"PC04924_Seq200"
"525","Ruminiclostridium 5",0,"PC04924_Seq200"
"526","Ruminiclostridium 9",0,"PC04924_Seq200"
"527","Ruminococcaceae NK4A214 group",1.60659345955803e-05,"PC04924_Seq200"
"528","Ruminococcaceae UCG-002",1.60659345955803e-05,"PC04924_Seq200"
"529","Ruminococcaceae UCG-003",0,"PC04924_Seq200"
"530","Ruminococcaceae UCG-004",0,"PC04924_Seq200"
"531","Ruminococcaceae UCG-005",1.60659345955803e-05,"PC04924_Seq200"
"532","Ruminococcaceae UCG-013",0,"PC04924_Seq200"
"533","Ruminococcaceae UCG-014",2.40989018933704e-05,"PC04924_Seq200"
"534","Ruminococcus 1",4.81978037867408e-05,"PC04924_Seq200"
"535","Ruminococcus 2",5.62307710845309e-05,"PC04924_Seq200"
"536","Sellimonas",8.03296729779013e-06,"PC04924_Seq200"
"537","Serratia",0.0111899234458217,"PC04924_Seq200"
"538","Succiniclasticum",0,"PC04924_Seq200"
"539","Tyzzerella",0,"PC04924_Seq200"
"540","Tyzzerella 3",0,"PC04924_Seq200"
"541","Acinetobacter",0,"PC04924_Seq2000"
"542","Actinomyces",0,"PC04924_Seq2000"
"543","Alistipes",2.47774162110375e-05,"PC04924_Seq2000"
"544","Anaerostipes",1.6518277474025e-05,"PC04924_Seq2000"
"545","Bacteroides",0.000181701052214275,"PC04924_Seq2000"
"546","Bifidobacterium",0,"PC04924_Seq2000"
"547","Bilophila",1.6518277474025e-05,"PC04924_Seq2000"
"548","Clostridium",NA,"PC04924_Seq2000"
"549","Lachnoclostridium",6.60731098961e-05,"PC04924_Seq2000"
"550","Collinsella",0,"PC04924_Seq2000"
"551","Coprobacillus",NA,"PC04924_Seq2000"
"552","Cryptococcus",NA,"PC04924_Seq2000"
"553","Deinococcus",0,"PC04924_Seq2000"
"554","Enterococcus",0.102652835362328,"PC04924_Seq2000"
"555","Fusobacterium",0.000123887081055188,"PC04924_Seq2000"
"556","Helicobacter",0,"PC04924_Seq2000"
"557","Listeria",0.15760914451841,"PC04924_Seq2000"
"558","Neisseria",0,"PC04924_Seq2000"
"559","Paenibacillus",8.2591387370125e-06,"PC04924_Seq2000"
"560","Parabacteroides",3.303655494805e-05,"PC04924_Seq2000"
"561","Pediococcus",1.6518277474025e-05,"PC04924_Seq2000"
"562","Porphyromonadaceae",NA,"PC04924_Seq2000"
"563","Propionibacterium",NA,"PC04924_Seq2000"
"564","Pseudomonas",0.050199045243562,"PC04924_Seq2000"
"565","Pyramidobacter",0,"PC04924_Seq2000"
"566","Ralstonia",8.2591387370125e-06,"PC04924_Seq2000"
"567","Rhodobacter",0,"PC04924_Seq2000"
"568","Saccharomyces",NA,"PC04924_Seq2000"
"569","Salmonella",NA,"PC04924_Seq2000"
"570","Streptococcus",1.6518277474025e-05,"PC04924_Seq2000"
"571","Subdoligranulum",0,"PC04924_Seq2000"
"572","Clostridium innocuum group",0,"PC04924_Seq2000"
"573","Eubacterium coprostanoligenes group",0,"PC04924_Seq2000"
"574","Eubacterium eligens group",0,"PC04924_Seq2000"
"575","Eubacterium hallii group",8.2591387370125e-06,"PC04924_Seq2000"
"576","Eubacterium rectale group",1.6518277474025e-05,"PC04924_Seq2000"
"577","Eubacterium ventriosum group",0,"PC04924_Seq2000"
"578","Eubacterium xylanophilum group",0,"PC04924_Seq2000"
"579","Ruminococcus gauvreauii group",1.6518277474025e-05,"PC04924_Seq2000"
"580","Ruminococcus torques group",0,"PC04924_Seq2000"
"581","Adlercreutzia",0,"PC04924_Seq2000"
"582","Akkermansia",8.2591387370125e-05,"PC04924_Seq2000"
"583","Ambiguous_taxa",0.000115627942318175,"PC04924_Seq2000"
"584","Anaerofilum",0,"PC04924_Seq2000"
"585","Anaerotruncus",0,"PC04924_Seq2000"
"586","Blautia",1.6518277474025e-05,"PC04924_Seq2000"
"587","Butyricicoccus",0,"PC04924_Seq2000"
"588","Candidatus Stoquefichus",1.6518277474025e-05,"PC04924_Seq2000"
"589","Carnobacterium",0.000768099902542163,"PC04924_Seq2000"
"590","Christensenellaceae R-7 group",0,"PC04924_Seq2000"
"591","Clostridium sensu stricto 1",8.2591387370125e-06,"PC04924_Seq2000"
"592","Coprococcus 1",0,"PC04924_Seq2000"
"593","Coprococcus 2",1.6518277474025e-05,"PC04924_Seq2000"
"594","Coprococcus 3",0,"PC04924_Seq2000"
"595","Defluviitaleaceae UCG-011",0,"PC04924_Seq2000"
"596","Dialister",0,"PC04924_Seq2000"
"597","Dorea",0,"PC04924_Seq2000"
"598","Eisenbergiella",0,"PC04924_Seq2000"
"599","Enterobacter",0.00512066601694775,"PC04924_Seq2000"
"600","Erwinia",0.000776359041279175,"PC04924_Seq2000"
"601","Erysipelatoclostridium",0,"PC04924_Seq2000"
"602","Erysipelotrichaceae UCG-003",0,"PC04924_Seq2000"
"603","Faecalibacterium",3.303655494805e-05,"PC04924_Seq2000"
"604","Family XIII AD3011 group",0,"PC04924_Seq2000"
"605","Flavonifractor",0,"PC04924_Seq2000"
"606","Fusicatenibacter",2.47774162110375e-05,"PC04924_Seq2000"
"607","Gordonibacter",0,"PC04924_Seq2000"
"608","Gossypium arboreum",0,"PC04924_Seq2000"
"609","Holdemania",8.2591387370125e-06,"PC04924_Seq2000"
"610","Hungatella",0,"PC04924_Seq2000"
"611","Intestinibacter",0,"PC04924_Seq2000"
"612","Intestinimonas",0,"PC04924_Seq2000"
"613","Kluyvera",0.001982193296883,"PC04924_Seq2000"
"614","Lachnospira",0,"PC04924_Seq2000"
"615","Lachnospiraceae FCS020 group",0,"PC04924_Seq2000"
"616","Lachnospiraceae ND3007 group",0,"PC04924_Seq2000"
"617","Lachnospiraceae NK4A136 group",8.2591387370125e-06,"PC04924_Seq2000"
"618","Lachnospiraceae UCG-001",0,"PC04924_Seq2000"
"619","Lachnospiraceae UCG-004",0,"PC04924_Seq2000"
"620","Lachnospiraceae UCG-008",0,"PC04924_Seq2000"
"621","Lactonifactor",0,"PC04924_Seq2000"
"622","Marvinbryantia",0,"PC04924_Seq2000"
"623","Odoribacter",0,"PC04924_Seq2000"
"624","Oryza sativa Indica Group (long-grained rice)",0,"PC04924_Seq2000"
"625","Other",0.0012553890880259,"PC04924_Seq2000"
"626","Oxalobacter",0,"PC04924_Seq2000"
"627","Parasutterella",0,"PC04924_Seq2000"
"628","Phascolarctobacterium",8.2591387370125e-06,"PC04924_Seq2000"
"629","Porphyromonas",0,"PC04924_Seq2000"
"630","Raoultella",0.0927914237103355,"PC04924_Seq2000"
"631","Roseburia",3.303655494805e-05,"PC04924_Seq2000"
"632","Ruminiclostridium",0,"PC04924_Seq2000"
"633","Ruminiclostridium 5",1.6518277474025e-05,"PC04924_Seq2000"
"634","Ruminiclostridium 9",0,"PC04924_Seq2000"
"635","Ruminococcaceae NK4A214 group",0,"PC04924_Seq2000"
"636","Ruminococcaceae UCG-002",4.12956936850625e-05,"PC04924_Seq2000"
"637","Ruminococcaceae UCG-003",1.6518277474025e-05,"PC04924_Seq2000"
"638","Ruminococcaceae UCG-004",0,"PC04924_Seq2000"
"639","Ruminococcaceae UCG-005",4.9554832422075e-05,"PC04924_Seq2000"
"640","Ruminococcaceae UCG-013",0,"PC04924_Seq2000"
"641","Ruminococcaceae UCG-014",8.2591387370125e-06,"PC04924_Seq2000"
"642","Ruminococcus 1",2.47774162110375e-05,"PC04924_Seq2000"
"643","Ruminococcus 2",8.2591387370125e-05,"PC04924_Seq2000"
"644","Sellimonas",0,"PC04924_Seq2000"
"645","Serratia",0.00941541816019426,"PC04924_Seq2000"
"646","Succiniclasticum",1.6518277474025e-05,"PC04924_Seq2000"
"647","Tyzzerella",0,"PC04924_Seq2000"
"648","Tyzzerella 3",0,"PC04924_Seq2000"
"649","Acinetobacter",0,"PC04925_MSA1000"
"650","Actinomyces",0,"PC04925_MSA1000"
"651","Alistipes",4.71605953014573e-05,"PC04925_MSA1000"
"652","Anaerostipes",6.73722790020818e-06,"PC04925_MSA1000"
"653","Bacteroides",0.000208854064906454,"PC04925_MSA1000"
"654","Bifidobacterium",0.0681335857548053,"PC04925_MSA1000"
"655","Bilophila",0,"PC04925_MSA1000"
"656","Clostridium",NA,"PC04925_MSA1000"
"657","Lachnoclostridium",3.36861395010409e-05,"PC04925_MSA1000"
"658","Collinsella",0,"PC04925_MSA1000"
"659","Coprobacillus",NA,"PC04925_MSA1000"
"660","Cryptococcus",NA,"PC04925_MSA1000"
"661","Deinococcus",0.0160480768582959,"PC04925_MSA1000"
"662","Enterococcus",0.0367987387909371,"PC04925_MSA1000"
"663","Fusobacterium",2.02116837006245e-05,"PC04925_MSA1000"
"664","Helicobacter",0,"PC04925_MSA1000"
"665","Listeria",8.08467348024982e-05,"PC04925_MSA1000"
"666","Neisseria",0,"PC04925_MSA1000"
"667","Paenibacillus",2.02116837006245e-05,"PC04925_MSA1000"
"668","Parabacteroides",3.36861395010409e-05,"PC04925_MSA1000"
"669","Pediococcus",2.02116837006245e-05,"PC04925_MSA1000"
"670","Porphyromonadaceae",NA,"PC04925_MSA1000"
"671","Propionibacterium",NA,"PC04925_MSA1000"
"672","Pseudomonas",6.73722790020818e-06,"PC04925_MSA1000"
"673","Pyramidobacter",0,"PC04925_MSA1000"
"674","Ralstonia",0,"PC04925_MSA1000"
"675","Rhodobacter",0.00439940981883594,"PC04925_MSA1000"
"676","Saccharomyces",NA,"PC04925_MSA1000"
"677","Salmonella",NA,"PC04925_MSA1000"
"678","Streptococcus",0.11813055400225,"PC04925_MSA1000"
"679","Subdoligranulum",6.73722790020818e-06,"PC04925_MSA1000"
"680","Clostridium innocuum group",0,"PC04925_MSA1000"
"681","Eubacterium coprostanoligenes group",1.34744558004164e-05,"PC04925_MSA1000"
"682","Eubacterium eligens group",0,"PC04925_MSA1000"
"683","Eubacterium hallii group",2.69489116008327e-05,"PC04925_MSA1000"
"684","Eubacterium rectale group",7.410950690229e-05,"PC04925_MSA1000"
"685","Eubacterium ventriosum group",0,"PC04925_MSA1000"
"686","Eubacterium xylanophilum group",0,"PC04925_MSA1000"
"687","Ruminococcus gauvreauii group",0,"PC04925_MSA1000"
"688","Ruminococcus torques group",6.73722790020818e-06,"PC04925_MSA1000"
"689","Adlercreutzia",0,"PC04925_MSA1000"
"690","Akkermansia",8.08467348024982e-05,"PC04925_MSA1000"
"691","Ambiguous_taxa",0.325482217086957,"PC04925_MSA1000"
"692","Anaerofilum",0,"PC04925_MSA1000"
"693","Anaerotruncus",0,"PC04925_MSA1000"
"694","Blautia",2.69489116008327e-05,"PC04925_MSA1000"
"695","Butyricicoccus",0,"PC04925_MSA1000"
"696","Candidatus Stoquefichus",1.34744558004164e-05,"PC04925_MSA1000"
"697","Carnobacterium",0,"PC04925_MSA1000"
"698","Christensenellaceae R-7 group",0,"PC04925_MSA1000"
"699","Clostridium sensu stricto 1",0.198586529586536,"PC04925_MSA1000"
"700","Coprococcus 1",0,"PC04925_MSA1000"
"701","Coprococcus 2",2.69489116008327e-05,"PC04925_MSA1000"
"702","Coprococcus 3",0,"PC04925_MSA1000"
"703","Defluviitaleaceae UCG-011",0,"PC04925_MSA1000"
"704","Dialister",1.34744558004164e-05,"PC04925_MSA1000"
"705","Dorea",1.34744558004164e-05,"PC04925_MSA1000"
"706","Eisenbergiella",1.34744558004164e-05,"PC04925_MSA1000"
"707","Enterobacter",0.00213570124436599,"PC04925_MSA1000"
"708","Erwinia",6.73722790020818e-06,"PC04925_MSA1000"
"709","Erysipelatoclostridium",0,"PC04925_MSA1000"
"710","Erysipelotrichaceae UCG-003",6.73722790020818e-06,"PC04925_MSA1000"
"711","Faecalibacterium",6.06350511018736e-05,"PC04925_MSA1000"
"712","Family XIII AD3011 group",6.73722790020818e-06,"PC04925_MSA1000"
"713","Flavonifractor",0,"PC04925_MSA1000"
"714","Fusicatenibacter",1.34744558004164e-05,"PC04925_MSA1000"
"715","Gordonibacter",0,"PC04925_MSA1000"
"716","Gossypium arboreum",0,"PC04925_MSA1000"
"717","Holdemania",0,"PC04925_MSA1000"
"718","Hungatella",0,"PC04925_MSA1000"
"719","Intestinibacter",0,"PC04925_MSA1000"
"720","Intestinimonas",0,"PC04925_MSA1000"
"721","Kluyvera",0,"PC04925_MSA1000"
"722","Lachnospira",2.02116837006245e-05,"PC04925_MSA1000"
"723","Lachnospiraceae FCS020 group",0,"PC04925_MSA1000"
"724","Lachnospiraceae ND3007 group",6.73722790020818e-06,"PC04925_MSA1000"
"725","Lachnospiraceae NK4A136 group",6.73722790020818e-06,"PC04925_MSA1000"
"726","Lachnospiraceae UCG-001",0,"PC04925_MSA1000"
"727","Lachnospiraceae UCG-004",6.73722790020818e-06,"PC04925_MSA1000"
"728","Lachnospiraceae UCG-008",0,"PC04925_MSA1000"
"729","Lactonifactor",0,"PC04925_MSA1000"
"730","Marvinbryantia",0,"PC04925_MSA1000"
"731","Odoribacter",0,"PC04925_MSA1000"
"732","Oryza sativa Indica Group (long-grained rice)",0,"PC04925_MSA1000"
"733","Other",0.00644078987259902,"PC04925_MSA1000"
"734","Oxalobacter",0,"PC04925_MSA1000"
"735","Parasutterella",0,"PC04925_MSA1000"
"736","Phascolarctobacterium",6.73722790020818e-06,"PC04925_MSA1000"
"737","Porphyromonas",0,"PC04925_MSA1000"
"738","Raoultella",8.75839627027063e-05,"PC04925_MSA1000"
"739","Roseburia",4.71605953014573e-05,"PC04925_MSA1000"
"740","Ruminiclostridium",0,"PC04925_MSA1000"
"741","Ruminiclostridium 5",6.73722790020818e-06,"PC04925_MSA1000"
"742","Ruminiclostridium 9",0,"PC04925_MSA1000"
"743","Ruminococcaceae NK4A214 group",2.69489116008327e-05,"PC04925_MSA1000"
"744","Ruminococcaceae UCG-002",6.73722790020818e-05,"PC04925_MSA1000"
"745","Ruminococcaceae UCG-003",6.73722790020818e-06,"PC04925_MSA1000"
"746","Ruminococcaceae UCG-004",0,"PC04925_MSA1000"
"747","Ruminococcaceae UCG-005",2.69489116008327e-05,"PC04925_MSA1000"
"748","Ruminococcaceae UCG-013",0,"PC04925_MSA1000"
"749","Ruminococcaceae UCG-014",2.69489116008327e-05,"PC04925_MSA1000"
"750","Ruminococcus 1",9.43211906029145e-05,"PC04925_MSA1000"
"751","Ruminococcus 2",0.000101058418503123,"PC04925_MSA1000"
"752","Sellimonas",0,"PC04925_MSA1000"
"753","Serratia",0.00689218414191297,"PC04925_MSA1000"
"754","Succiniclasticum",0,"PC04925_MSA1000"
"755","Tyzzerella",0,"PC04925_MSA1000"
"756","Tyzzerella 3",0,"PC04925_MSA1000"
"757","Acinetobacter",0,"PC04925_MSA1001"
"758","Actinomyces",0,"PC04925_MSA1001"
"759","Alistipes",6.29717256951629e-05,"PC04925_MSA1001"
"760","Anaerostipes",0,"PC04925_MSA1001"
"761","Bacteroides",0.00013493941220392,"PC04925_MSA1001"
"762","Bifidobacterium",0.000755660708341954,"PC04925_MSA1001"
"763","Bilophila",8.9959608135947e-06,"PC04925_MSA1001"
"764","Clostridium",NA,"PC04925_MSA1001"
"765","Lachnoclostridium",1.79919216271894e-05,"PC04925_MSA1001"
"766","Collinsella",0,"PC04925_MSA1001"
"767","Coprobacillus",NA,"PC04925_MSA1001"
"768","Cryptococcus",NA,"PC04925_MSA1001"
"769","Deinococcus",0.00013493941220392,"PC04925_MSA1001"
"770","Enterococcus",0.000467789962306924,"PC04925_MSA1001"
"771","Fusobacterium",3.59838432543788e-05,"PC04925_MSA1001"
"772","Helicobacter",0,"PC04925_MSA1001"
"773","Listeria",8.9959608135947e-05,"PC04925_MSA1001"
"774","Neisseria",0,"PC04925_MSA1001"
"775","Paenibacillus",1.79919216271894e-05,"PC04925_MSA1001"
"776","Parabacteroides",1.79919216271894e-05,"PC04925_MSA1001"
"777","Pediococcus",0,"PC04925_MSA1001"
"778","Porphyromonadaceae",NA,"PC04925_MSA1001"
"779","Propionibacterium",NA,"PC04925_MSA1001"
"780","Pseudomonas",5.39757648815682e-05,"PC04925_MSA1001"
"781","Pyramidobacter",0,"PC04925_MSA1001"
"782","Ralstonia",8.9959608135947e-06,"PC04925_MSA1001"
"783","Rhodobacter",0.0639163015805903,"PC04925_MSA1001"
"784","Saccharomyces",NA,"PC04925_MSA1001"
"785","Salmonella",NA,"PC04925_MSA1001"
"786","Streptococcus",0.0093288113636977,"PC04925_MSA1001"
"787","Subdoligranulum",4.49798040679735e-05,"PC04925_MSA1001"
"788","Clostridium innocuum group",0,"PC04925_MSA1001"
"789","Eubacterium coprostanoligenes group",0,"PC04925_MSA1001"
"790","Eubacterium eligens group",0,"PC04925_MSA1001"
"791","Eubacterium hallii group",8.9959608135947e-06,"PC04925_MSA1001"
"792","Eubacterium rectale group",2.69878824407841e-05,"PC04925_MSA1001"
"793","Eubacterium ventriosum group",0,"PC04925_MSA1001"
"794","Eubacterium xylanophilum group",0,"PC04925_MSA1001"
"795","Ruminococcus gauvreauii group",8.9959608135947e-06,"PC04925_MSA1001"
"796","Ruminococcus torques group",8.9959608135947e-06,"PC04925_MSA1001"
"797","Adlercreutzia",0,"PC04925_MSA1001"
"798","Akkermansia",0.000107951529763136,"PC04925_MSA1001"
"799","Ambiguous_taxa",0.258885760293628,"PC04925_MSA1001"
"800","Anaerofilum",0,"PC04925_MSA1001"
"801","Anaerotruncus",0,"PC04925_MSA1001"
"802","Blautia",5.39757648815682e-05,"PC04925_MSA1001"
"803","Butyricicoccus",0,"PC04925_MSA1001"
"804","Candidatus Stoquefichus",8.9959608135947e-06,"PC04925_MSA1001"
"805","Carnobacterium",0,"PC04925_MSA1001"
"806","Christensenellaceae R-7 group",0,"PC04925_MSA1001"
"807","Clostridium sensu stricto 1",0.024127166902061,"PC04925_MSA1001"
"808","Coprococcus 1",8.9959608135947e-06,"PC04925_MSA1001"
"809","Coprococcus 2",8.9959608135947e-06,"PC04925_MSA1001"
"810","Coprococcus 3",8.9959608135947e-06,"PC04925_MSA1001"
"811","Defluviitaleaceae UCG-011",0,"PC04925_MSA1001"
"812","Dialister",8.9959608135947e-06,"PC04925_MSA1001"
"813","Dorea",3.59838432543788e-05,"PC04925_MSA1001"
"814","Eisenbergiella",0,"PC04925_MSA1001"
"815","Enterobacter",0.00229397000746665,"PC04925_MSA1001"
"816","Erwinia",8.9959608135947e-06,"PC04925_MSA1001"
"817","Erysipelatoclostridium",0,"PC04925_MSA1001"
"818","Erysipelotrichaceae UCG-003",1.79919216271894e-05,"PC04925_MSA1001"
"819","Faecalibacterium",8.09636473223523e-05,"PC04925_MSA1001"
"820","Family XIII AD3011 group",0,"PC04925_MSA1001"
"821","Flavonifractor",0,"PC04925_MSA1001"
"822","Fusicatenibacter",1.79919216271894e-05,"PC04925_MSA1001"
"823","Gordonibacter",0,"PC04925_MSA1001"
"824","Gossypium arboreum",0,"PC04925_MSA1001"
"825","Holdemania",0,"PC04925_MSA1001"
"826","Hungatella",0,"PC04925_MSA1001"
"827","Intestinibacter",0,"PC04925_MSA1001"
"828","Intestinimonas",0,"PC04925_MSA1001"
"829","Kluyvera",0,"PC04925_MSA1001"
"830","Lachnospira",1.79919216271894e-05,"PC04925_MSA1001"
"831","Lachnospiraceae FCS020 group",0,"PC04925_MSA1001"
"832","Lachnospiraceae ND3007 group",2.69878824407841e-05,"PC04925_MSA1001"
"833","Lachnospiraceae NK4A136 group",8.9959608135947e-06,"PC04925_MSA1001"
"834","Lachnospiraceae UCG-001",0,"PC04925_MSA1001"
"835","Lachnospiraceae UCG-004",0,"PC04925_MSA1001"
"836","Lachnospiraceae UCG-008",0,"PC04925_MSA1001"
"837","Lactonifactor",0,"PC04925_MSA1001"
"838","Marvinbryantia",0,"PC04925_MSA1001"
"839","Odoribacter",0,"PC04925_MSA1001"
"840","Oryza sativa Indica Group (long-grained rice)",0,"PC04925_MSA1001"
"841","Other",0.00044080207986614,"PC04925_MSA1001"
"842","Oxalobacter",0,"PC04925_MSA1001"
"843","Parasutterella",0,"PC04925_MSA1001"
"844","Phascolarctobacterium",0,"PC04925_MSA1001"
"845","Porphyromonas",8.9959608135947e-06,"PC04925_MSA1001"
"846","Raoultella",4.49798040679735e-05,"PC04925_MSA1001"
"847","Roseburia",5.39757648815682e-05,"PC04925_MSA1001"
"848","Ruminiclostridium",0,"PC04925_MSA1001"
"849","Ruminiclostridium 5",8.9959608135947e-06,"PC04925_MSA1001"
"850","Ruminiclostridium 9",0,"PC04925_MSA1001"
"851","Ruminococcaceae NK4A214 group",4.49798040679735e-05,"PC04925_MSA1001"
"852","Ruminococcaceae UCG-002",1.79919216271894e-05,"PC04925_MSA1001"
"853","Ruminococcaceae UCG-003",0,"PC04925_MSA1001"
"854","Ruminococcaceae UCG-004",0,"PC04925_MSA1001"
"855","Ruminococcaceae UCG-005",3.59838432543788e-05,"PC04925_MSA1001"
"856","Ruminococcaceae UCG-013",0,"PC04925_MSA1001"
"857","Ruminococcaceae UCG-014",8.9959608135947e-06,"PC04925_MSA1001"
"858","Ruminococcus 1",9.89555689495417e-05,"PC04925_MSA1001"
"859","Ruminococcus 2",0.000107951529763136,"PC04925_MSA1001"
"860","Sellimonas",0,"PC04925_MSA1001"
"861","Serratia",0.00878905371488202,"PC04925_MSA1001"
"862","Succiniclasticum",0,"PC04925_MSA1001"
"863","Tyzzerella",0,"PC04925_MSA1001"
"864","Tyzzerella 3",0,"PC04925_MSA1001"
"865","Acinetobacter",0.0785777066264871,"PC04925_MSA1002"
"866","Actinomyces",0.0130897447970619,"PC04925_MSA1002"
"867","Alistipes",0.000117713532347679,"PC04925_MSA1002"
"868","Anaerostipes",1.56951376463572e-05,"PC04925_MSA1002"
"869","Bacteroides",0.0624274099883856,"PC04925_MSA1002"
"870","Bifidobacterium",0.0381784223247638,"PC04925_MSA1002"
"871","Bilophila",2.35427064695357e-05,"PC04925_MSA1002"
"872","Clostridium",NA,"PC04925_MSA1002"
"873","Lachnoclostridium",1.56951376463572e-05,"PC04925_MSA1002"
"874","Collinsella",0,"PC04925_MSA1002"
"875","Coprobacillus",NA,"PC04925_MSA1002"
"876","Cryptococcus",NA,"PC04925_MSA1002"
"877","Deinococcus",0.0074002574002574,"PC04925_MSA1002"
"878","Enterococcus",0.0229070533948583,"PC04925_MSA1002"
"879","Fusobacterium",3.13902752927143e-05,"PC04925_MSA1002"
"880","Helicobacter",0.0311156103839031,"PC04925_MSA1002"
"881","Listeria",8.63232570549644e-05,"PC04925_MSA1002"
"882","Neisseria",0.0277254606522899,"PC04925_MSA1002"
"883","Paenibacillus",7.84756882317858e-06,"PC04925_MSA1002"
"884","Parabacteroides",7.84756882317858e-05,"PC04925_MSA1002"
"885","Pediococcus",7.84756882317858e-06,"PC04925_MSA1002"
"886","Porphyromonadaceae",NA,"PC04925_MSA1002"
