,Genus,value,Plate,Type
585,Acetanaerobacterium,NA,PC04924,Seq.200
586,Acidaminococcus,NA,PC04924,Seq.200
587,Actinobacillus,NA,PC04924,Seq.200
588,Adlercreutzia,NA,PC04924,Seq.200
589,Akkermansia,NA,PC04924,Seq.200
590,Alcaligenes,NA,PC04924,Seq.200
591,Alkanindiges,NA,PC04924,Seq.200
592,Alloprevotella,NA,PC04924,Seq.200
593,Anaerococcus,NA,PC04924,Seq.200
594,Anaerofilum,NA,PC04924,Seq.200
595,Anaerofustis,NA,PC04924,Seq.200
596,Anaeromyxobacter,NA,PC04924,Seq.200
597,Anaerosporobacter,NA,PC04924,Seq.200
598,Anaerotruncus,NA,PC04924,Seq.200
599,Arthrobacter,NA,PC04924,Seq.200
600,Atopobium,NA,PC04924,Seq.200
601,Azospirillum,NA,PC04924,Seq.200
602,Basidiomycota,NA,PC04924,Seq.200
603,Bergeyella,NA,PC04924,Seq.200
604,Blautia,NA,PC04924,Seq.200
605,Bradyrhizobium,NA,PC04924,Seq.200
606,Brevundimonas,NA,PC04924,Seq.200
607,Bryobacter,NA,PC04924,Seq.200
608,Butyricimonas,NA,PC04924,Seq.200
609,Campylobacter,NA,PC04924,Seq.200
610,Candidatus Planktophila,NA,PC04924,Seq.200
611,Capnocytophaga,NA,PC04924,Seq.200
612,Christensenella,NA,PC04924,Seq.200
613,Clostridium sensu stricto 1,NA,PC04924,Seq.200
614,Coprococcus,NA,PC04924,Seq.200
615,Corynebacterium,NA,PC04924,Seq.200
616,Desulfovibrio,NA,PC04924,Seq.200
617,Devosia,NA,PC04924,Seq.200
618,Dialister,NA,PC04924,Seq.200
619,Dolosigranulum,NA,PC04924,Seq.200
620,Dorea,NA,PC04924,Seq.200
621,Eggerthella,NA,PC04924,Seq.200
622,Eggerthia,NA,PC04924,Seq.200
623,Enterorhabdus,NA,PC04924,Seq.200
624,Faecalibacterium,NA,PC04924,Seq.200
625,Finegoldia,NA,PC04924,Seq.200
626,Flavonifractor,NA,PC04924,Seq.200
627,Gemella,NA,PC04924,Seq.200
628,Gordonibacter,NA,PC04924,Seq.200
629,Granulicatella,NA,PC04924,Seq.200
630,Haemophilus,NA,PC04924,Seq.200
631,Holdemania,NA,PC04924,Seq.200
632,Incertae Sedis,NA,PC04924,Seq.200
633,Intestinimonas,NA,PC04924,Seq.200
634,Lachnoanaerobaculum,NA,PC04924,Seq.200
635,Lachnospira,NA,PC04924,Seq.200
636,Lactococcus,NA,PC04924,Seq.200
637,Lautropia,NA,PC04924,Seq.200
638,Leptotrichia,NA,PC04924,Seq.200
639,Leuconostoc,NA,PC04924,Seq.200
640,Lysobacter,NA,PC04924,Seq.200
641,Marvinbryantia,NA,PC04924,Seq.200
642,Massilia,NA,PC04924,Seq.200
643,Megasphaera,NA,PC04924,Seq.200
644,Methylobacterium,NA,PC04924,Seq.200
645,Mogibacterium,NA,PC04924,Seq.200
646,Moraxella,NA,PC04924,Seq.200
647,Mycobacterium,NA,PC04924,Seq.200
648,Nevskia,NA,PC04924,Seq.200
649,Nocardioides,NA,PC04924,Seq.200
650,Nosocomiicoccus,NA,PC04924,Seq.200
651,Odoribacter,NA,PC04924,Seq.200
652,Oribacterium,NA,PC04924,Seq.200
653,Oscillibacter,NA,PC04924,Seq.200
654,Oscillospira,NA,PC04924,Seq.200
655,Other,NA,PC04924,Seq.200
656,Papillibacter,NA,PC04924,Seq.200
657,Paracoccus,NA,PC04924,Seq.200
658,Parasutterella,NA,PC04924,Seq.200
659,Pedobacter,NA,PC04924,Seq.200
660,Peptoniphilus,NA,PC04924,Seq.200
661,Phascolarctobacterium,NA,PC04924,Seq.200
662,Phenylobacterium,NA,PC04924,Seq.200
663,Porphyromonas,NA,PC04924,Seq.200
664,Prevotella,NA,PC04924,Seq.200
665,Pseudobutyrivibrio,NA,PC04924,Seq.200
666,Rhizobium,NA,PC04924,Seq.200
667,Roseburia,NA,PC04924,Seq.200
668,Rothia,NA,PC04924,Seq.200
669,Rubellimicrobium,NA,PC04924,Seq.200
670,Ruminococcus,NA,PC04924,Seq.200
671,Salinarimonas,NA,PC04924,Seq.200
672,Scardovia,NA,PC04924,Seq.200
673,Sediminibacterium,NA,PC04924,Seq.200
674,Solobacterium,NA,PC04924,Seq.200
675,Sphingomonas,NA,PC04924,Seq.200
676,Stomatobaculum,NA,PC04924,Seq.200
677,Succiniclasticum,NA,PC04924,Seq.200
678,Sutterella,NA,PC04924,Seq.200
679,Synergistes,NA,PC04924,Seq.200
680,Thalassospira,NA,PC04924,Seq.200
681,Treponema,NA,PC04924,Seq.200
682,Turicibacter,NA,PC04924,Seq.200
683,uncultured,NA,PC04924,Seq.200
684,Veillonella,NA,PC04924,Seq.200
685,Weissella,NA,PC04924,Seq.200
686,Acinetobacter,NA,PC04924,Seq.2000
687,Actinomyces,NA,PC04924,Seq.2000
688,Alistipes,NA,PC04924,Seq.2000
689,Anaerostipes,NA,PC04924,Seq.2000
690,Bacillus,19.94958031,PC04924,Seq.2000
691,Bacteroides,NA,PC04924,Seq.2000
692,Bifidobacterium,NA,PC04924,Seq.2000
693,Bilophila,NA,PC04924,Seq.2000
694,Clostridium,NA,PC04924,Seq.2000
695,Lachnoclostridium,NA,PC04924,Seq.2000
696,Collinsella,NA,PC04924,Seq.2000
697,Coprobacillus,NA,PC04924,Seq.2000
698,Cryptococcus,NA,PC04924,Seq.2000
699,Deinococcus,NA,PC04924,Seq.2000
700,Enterococcus,-0.712813444,PC04924,Seq.2000
701,Escherichia-Shigella,-41.46179071,PC04924,Seq.2000
702,Fusobacterium,NA,PC04924,Seq.2000
703,Helicobacter,NA,PC04924,Seq.2000
704,Lactobacillus,-25.04653605,PC04924,Seq.2000
705,Listeria,42.54769663,PC04924,Seq.2000
706,Neisseria,NA,PC04924,Seq.2000
707,Paenibacillus,NA,PC04924,Seq.2000
708,Parabacteroides,NA,PC04924,Seq.2000
709,Pediococcus,NA,PC04924,Seq.2000
710,Porphyromonadaceae,NA,PC04924,Seq.2000
711,Propionibacterium,NA,PC04924,Seq.2000
712,Pseudomonas,-100,PC04924,Seq.2000
713,Pyramidobacter,NA,PC04924,Seq.2000
714,Ralstonia,NA,PC04924,Seq.2000
715,Rhodobacter,NA,PC04924,Seq.2000
716,Saccharomyces,NA,PC04924,Seq.2000
717,Salmonella,NA,PC04924,Seq.2000
718,Staphylococcus,73.33356909,PC04924,Seq.2000
719,Streptococcus,NA,PC04924,Seq.2000
720,Subdoligranulum,NA,PC04924,Seq.2000
721,Abiotrophia,NA,PC04924,Seq.2000
722,Acetanaerobacterium,NA,PC04924,Seq.2000
723,Acidaminococcus,NA,PC04924,Seq.2000
724,Actinobacillus,NA,PC04924,Seq.2000
725,Adlercreutzia,NA,PC04924,Seq.2000
726,Akkermansia,NA,PC04924,Seq.2000
727,Alcaligenes,NA,PC04924,Seq.2000
728,Alkanindiges,NA,PC04924,Seq.2000
729,Alloprevotella,NA,PC04924,Seq.2000
730,Anaerococcus,NA,PC04924,Seq.2000
731,Anaerofilum,NA,PC04924,Seq.2000
732,Anaerofustis,NA,PC04924,Seq.2000
733,Anaeromyxobacter,NA,PC04924,Seq.2000
734,Anaerosporobacter,NA,PC04924,Seq.2000
735,Anaerotruncus,NA,PC04924,Seq.2000
736,Arthrobacter,NA,PC04924,Seq.2000
737,Atopobium,NA,PC04924,Seq.2000
738,Azospirillum,NA,PC04924,Seq.2000
739,Basidiomycota,NA,PC04924,Seq.2000
740,Bergeyella,NA,PC04924,Seq.2000
741,Blautia,NA,PC04924,Seq.2000
742,Bradyrhizobium,NA,PC04924,Seq.2000
743,Brevundimonas,NA,PC04924,Seq.2000
744,Bryobacter,NA,PC04924,Seq.2000
745,Butyricimonas,NA,PC04924,Seq.2000
746,Campylobacter,NA,PC04924,Seq.2000
747,Candidatus Planktophila,NA,PC04924,Seq.2000
748,Capnocytophaga,NA,PC04924,Seq.2000
749,Christensenella,NA,PC04924,Seq.2000
750,Clostridium sensu stricto 1,NA,PC04924,Seq.2000
751,Coprococcus,NA,PC04924,Seq.2000
752,Corynebacterium,NA,PC04924,Seq.2000
753,Desulfovibrio,NA,PC04924,Seq.2000
754,Devosia,NA,PC04924,Seq.2000
755,Dialister,NA,PC04924,Seq.2000
756,Dolosigranulum,NA,PC04924,Seq.2000
757,Dorea,NA,PC04924,Seq.2000
758,Eggerthella,NA,PC04924,Seq.2000
759,Eggerthia,NA,PC04924,Seq.2000
760,Enterorhabdus,NA,PC04924,Seq.2000
761,Faecalibacterium,NA,PC04924,Seq.2000
762,Finegoldia,NA,PC04924,Seq.2000
763,Flavonifractor,NA,PC04924,Seq.2000
764,Gemella,NA,PC04924,Seq.2000
765,Gordonibacter,NA,PC04924,Seq.2000
766,Granulicatella,NA,PC04924,Seq.2000
767,Haemophilus,NA,PC04924,Seq.2000
768,Holdemania,NA,PC04924,Seq.2000
769,Incertae Sedis,NA,PC04924,Seq.2000
770,Intestinimonas,NA,PC04924,Seq.2000
771,Lachnoanaerobaculum,NA,PC04924,Seq.2000
772,Lachnospira,NA,PC04924,Seq.2000
773,Lactococcus,NA,PC04924,Seq.2000
774,Lautropia,NA,PC04924,Seq.2000
775,Leptotrichia,NA,PC04924,Seq.2000
776,Leuconostoc,NA,PC04924,Seq.2000
777,Lysobacter,NA,PC04924,Seq.2000
778,Marvinbryantia,NA,PC04924,Seq.2000
779,Massilia,NA,PC04924,Seq.2000
780,Megasphaera,NA,PC04924,Seq.2000
781,Methylobacterium,NA,PC04924,Seq.2000
782,Mogibacterium,NA,PC04924,Seq.2000
783,Moraxella,NA,PC04924,Seq.2000
784,Mycobacterium,NA,PC04924,Seq.2000
785,Nevskia,NA,PC04924,Seq.2000
786,Nocardioides,NA,PC04924,Seq.2000
787,Nosocomiicoccus,NA,PC04924,Seq.2000
788,Odoribacter,NA,PC04924,Seq.2000
789,Oribacterium,NA,PC04924,Seq.2000
790,Oscillibacter,NA,PC04924,Seq.2000
791,Oscillospira,NA,PC04924,Seq.2000
792,Other,NA,PC04924,Seq.2000
793,Papillibacter,NA,PC04924,Seq.2000
794,Paracoccus,NA,PC04924,Seq.2000
795,Parasutterella,NA,PC04924,Seq.2000
796,Pedobacter,NA,PC04924,Seq.2000
797,Peptoniphilus,NA,PC04924,Seq.2000
798,Phascolarctobacterium,NA,PC04924,Seq.2000
799,Phenylobacterium,NA,PC04924,Seq.2000
800,Porphyromonas,NA,PC04924,Seq.2000
801,Prevotella,NA,PC04924,Seq.2000
802,Pseudobutyrivibrio,NA,PC04924,Seq.2000
803,Rhizobium,NA,PC04924,Seq.2000
804,Roseburia,NA,PC04924,Seq.2000
805,Rothia,NA,PC04924,Seq.2000
806,Rubellimicrobium,NA,PC04924,Seq.2000
807,Ruminococcus,NA,PC04924,Seq.2000
808,Salinarimonas,NA,PC04924,Seq.2000
809,Scardovia,NA,PC04924,Seq.2000
810,Sediminibacterium,NA,PC04924,Seq.2000
811,Solobacterium,NA,PC04924,Seq.2000
812,Sphingomonas,NA,PC04924,Seq.2000
813,Stomatobaculum,NA,PC04924,Seq.2000
814,Succiniclasticum,NA,PC04924,Seq.2000
815,Sutterella,NA,PC04924,Seq.2000
816,Synergistes,NA,PC04924,Seq.2000
817,Thalassospira,NA,PC04924,Seq.2000
818,Treponema,NA,PC04924,Seq.2000
819,Turicibacter,NA,PC04924,Seq.2000
820,uncultured,NA,PC04924,Seq.2000
821,Veillonella,NA,PC04924,Seq.2000
822,Weissella,NA,PC04924,Seq.2000
823,Acinetobacter,NA,PC04925,MSA1000
824,Actinomyces,NA,PC04925,MSA1000
825,Alistipes,NA,PC04925,MSA1000
826,Anaerostipes,NA,PC04925,MSA1000
827,Bacillus,156.4896824,PC04925,MSA1000
828,Bacteroides,NA,PC04925,MSA1000
829,Bifidobacterium,NA,PC04925,MSA1000
830,Bilophila,NA,PC04925,MSA1000
831,Clostridium,NA,PC04925,MSA1000
832,Lachnoclostridium,NA,PC04925,MSA1000
833,Collinsella,NA,PC04925,MSA1000
834,Coprobacillus,NA,PC04925,MSA1000
835,Cryptococcus,NA,PC04925,MSA1000
836,Deinococcus,NA,PC04925,MSA1000
837,Enterococcus,-68.59825284,PC04925,MSA1000
838,Escherichia-Shigella,-22.67546438,PC04925,MSA1000
839,Fusobacterium,NA,PC04925,MSA1000
840,Helicobacter,NA,PC04925,MSA1000
841,Lactobacillus,-54.20055538,PC04925,MSA1000
842,Listeria,-99.92763098,PC04925,MSA1000
843,Neisseria,NA,PC04925,MSA1000
844,Paenibacillus,NA,PC04925,MSA1000
845,Parabacteroides,NA,PC04925,MSA1000
846,Pediococcus,NA,PC04925,MSA1000
847,Porphyromonadaceae,NA,PC04925,MSA1000
848,Propionibacterium,NA,PC04925,MSA1000
849,Pseudomonas,-100,PC04925,MSA1000
850,Pyramidobacter,NA,PC04925,MSA1000
851,Ralstonia,NA,PC04925,MSA1000
852,Rhodobacter,NA,PC04925,MSA1000
853,Saccharomyces,NA,PC04925,MSA1000
854,Salmonella,NA,PC04925,MSA1000
855,Staphylococcus,-42.71840545,PC04925,MSA1000
856,Streptococcus,NA,PC04925,MSA1000
857,Subdoligranulum,NA,PC04925,MSA1000
858,Abiotrophia,NA,PC04925,MSA1000
859,Acetanaerobacterium,NA,PC04925,MSA1000
860,Acidaminococcus,NA,PC04925,MSA1000
861,Actinobacillus,NA,PC04925,MSA1000
862,Adlercreutzia,NA,PC04925,MSA1000
863,Akkermansia,NA,PC04925,MSA1000
864,Alcaligenes,NA,PC04925,MSA1000
865,Alkanindiges,NA,PC04925,MSA1000
866,Alloprevotella,NA,PC04925,MSA1000
867,Anaerococcus,NA,PC04925,MSA1000
868,Anaerofilum,NA,PC04925,MSA1000
869,Anaerofustis,NA,PC04925,MSA1000
870,Anaeromyxobacter,NA,PC04925,MSA1000
871,Anaerosporobacter,NA,PC04925,MSA1000
872,Anaerotruncus,NA,PC04925,MSA1000
873,Arthrobacter,NA,PC04925,MSA1000
874,Atopobium,NA,PC04925,MSA1000
875,Azospirillum,NA,PC04925,MSA1000
876,Basidiomycota,NA,PC04925,MSA1000
877,Bergeyella,NA,PC04925,MSA1000
878,Blautia,NA,PC04925,MSA1000
879,Bradyrhizobium,NA,PC04925,MSA1000
880,Brevundimonas,NA,PC04925,MSA1000
881,Bryobacter,NA,PC04925,MSA1000
882,Butyricimonas,NA,PC04925,MSA1000
883,Campylobacter,NA,PC04925,MSA1000
884,Candidatus Planktophila,NA,PC04925,MSA1000
885,Capnocytophaga,NA,PC04925,MSA1000
886,Christensenella,NA,PC04925,MSA1000
887,Clostridium sensu stricto 1,NA,PC04925,MSA1000
888,Coprococcus,NA,PC04925,MSA1000
889,Corynebacterium,NA,PC04925,MSA1000
890,Desulfovibrio,NA,PC04925,MSA1000
891,Devosia,NA,PC04925,MSA1000
892,Dialister,NA,PC04925,MSA1000
893,Dolosigranulum,NA,PC04925,MSA1000
894,Dorea,NA,PC04925,MSA1000
895,Eggerthella,NA,PC04925,MSA1000
896,Eggerthia,NA,PC04925,MSA1000
897,Enterorhabdus,NA,PC04925,MSA1000
898,Faecalibacterium,NA,PC04925,MSA1000
899,Finegoldia,NA,PC04925,MSA1000
900,Flavonifractor,NA,PC04925,MSA1000
901,Gemella,NA,PC04925,MSA1000
902,Gordonibacter,NA,PC04925,MSA1000
903,Granulicatella,NA,PC04925,MSA1000
904,Haemophilus,NA,PC04925,MSA1000
905,Holdemania,NA,PC04925,MSA1000
906,Incertae Sedis,NA,PC04925,MSA1000
907,Intestinimonas,NA,PC04925,MSA1000
908,Lachnoanaerobaculum,NA,PC04925,MSA1000
909,Lachnospira,NA,PC04925,MSA1000
910,Lactococcus,NA,PC04925,MSA1000
911,Lautropia,NA,PC04925,MSA1000
912,Leptotrichia,NA,PC04925,MSA1000
913,Leuconostoc,NA,PC04925,MSA1000
914,Lysobacter,NA,PC04925,MSA1000
915,Marvinbryantia,NA,PC04925,MSA1000
916,Massilia,NA,PC04925,MSA1000
917,Megasphaera,NA,PC04925,MSA1000
918,Methylobacterium,NA,PC04925,MSA1000
919,Mogibacterium,NA,PC04925,MSA1000
920,Moraxella,NA,PC04925,MSA1000
921,Mycobacterium,NA,PC04925,MSA1000
922,Nevskia,NA,PC04925,MSA1000
923,Nocardioides,NA,PC04925,MSA1000
924,Nosocomiicoccus,NA,PC04925,MSA1000
925,Odoribacter,NA,PC04925,MSA1000
926,Oribacterium,NA,PC04925,MSA1000
927,Oscillibacter,NA,PC04925,MSA1000
928,Oscillospira,NA,PC04925,MSA1000
929,Other,NA,PC04925,MSA1000
930,Papillibacter,NA,PC04925,MSA1000
931,Paracoccus,NA,PC04925,MSA1000
932,Parasutterella,NA,PC04925,MSA1000
933,Pedobacter,NA,PC04925,MSA1000
934,Peptoniphilus,NA,PC04925,MSA1000
935,Phascolarctobacterium,NA,PC04925,MSA1000
936,Phenylobacterium,NA,PC04925,MSA1000
937,Porphyromonas,NA,PC04925,MSA1000
938,Prevotella,NA,PC04925,MSA1000
939,Pseudobutyrivibrio,NA,PC04925,MSA1000
940,Rhizobium,NA,PC04925,MSA1000
941,Roseburia,NA,PC04925,MSA1000
942,Rothia,NA,PC04925,MSA1000
943,Rubellimicrobium,NA,PC04925,MSA1000
944,Ruminococcus,NA,PC04925,MSA1000
945,Salinarimonas,NA,PC04925,MSA1000
946,Scardovia,NA,PC04925,MSA1000
947,Sediminibacterium,NA,PC04925,MSA1000
948,Solobacterium,NA,PC04925,MSA1000
949,Sphingomonas,NA,PC04925,MSA1000
950,Stomatobaculum,NA,PC04925,MSA1000
951,Succiniclasticum,NA,PC04925,MSA1000
952,Sutterella,NA,PC04925,MSA1000
953,Synergistes,NA,PC04925,MSA1000
954,Thalassospira,NA,PC04925,MSA1000
955,Treponema,NA,PC04925,MSA1000
956,Turicibacter,NA,PC04925,MSA1000
957,uncultured,NA,PC04925,MSA1000
958,Veillonella,NA,PC04925,MSA1000
959,Weissella,NA,PC04925,MSA1000
960,Acinetobacter,NA,PC04925,MSA1001
961,Actinomyces,NA,PC04925,MSA1001
962,Alistipes,NA,PC04925,MSA1001
963,Anaerostipes,NA,PC04925,MSA1001
964,Bacillus,89.85325187,PC04925,MSA1001
965,Bacteroides,NA,PC04925,MSA1001
966,Bifidobacterium,NA,PC04925,MSA1001
967,Bilophila,NA,PC04925,MSA1001
968,Clostridium,NA,PC04925,MSA1001
969,Lachnoclostridium,NA,PC04925,MSA1001
970,Collinsella,NA,PC04925,MSA1001
971,Coprobacillus,NA,PC04925,MSA1001
972,Cryptococcus,NA,PC04925,MSA1001
973,Deinococcus,NA,PC04925,MSA1001
974,Enterococcus,-99.47307825,PC04925,MSA1001
975,Escherichia-Shigella,-24.47903759,PC04925,MSA1001
976,Fusobacterium,NA,PC04925,MSA1001
977,Helicobacter,NA,PC04925,MSA1001
978,Lactobacillus,-93.82325388,PC04925,MSA1001
979,Listeria,-100,PC04925,MSA1001
980,Neisseria,NA,PC04925,MSA1001
981,Paenibacillus,NA,PC04925,MSA1001
982,Parabacteroides,NA,PC04925,MSA1001
983,Pediococcus,NA,PC04925,MSA1001
984,Porphyromonadaceae,NA,PC04925,MSA1001
985,Propionibacterium,NA,PC04925,MSA1001
986,Pseudomonas,-100,PC04925,MSA1001
987,Pyramidobacter,NA,PC04925,MSA1001
988,Ralstonia,NA,PC04925,MSA1001
989,Rhodobacter,NA,PC04925,MSA1001
990,Saccharomyces,NA,PC04925,MSA1001
991,Salmonella,NA,PC04925,MSA1001
992,Staphylococcus,323.049694,PC04925,MSA1001
993,Streptococcus,NA,PC04925,MSA1001
994,Subdoligranulum,NA,PC04925,MSA1001
995,Abiotrophia,NA,PC04925,MSA1001
996,Acetanaerobacterium,NA,PC04925,MSA1001
997,Acidaminococcus,NA,PC04925,MSA1001
998,Actinobacillus,NA,PC04925,MSA1001
999,Adlercreutzia,NA,PC04925,MSA1001
1000,Akkermansia,NA,PC04925,MSA1001
1001,Alcaligenes,NA,PC04925,MSA1001
1002,Alkanindiges,NA,PC04925,MSA1001
1003,Alloprevotella,NA,PC04925,MSA1001
1004,Anaerococcus,NA,PC04925,MSA1001
1005,Anaerofilum,NA,PC04925,MSA1001
1006,Anaerofustis,NA,PC04925,MSA1001
1007,Anaeromyxobacter,NA,PC04925,MSA1001
1008,Anaerosporobacter,NA,PC04925,MSA1001
1009,Anaerotruncus,NA,PC04925,MSA1001
1010,Arthrobacter,NA,PC04925,MSA1001
1011,Atopobium,NA,PC04925,MSA1001
1012,Azospirillum,NA,PC04925,MSA1001
1013,Basidiomycota,NA,PC04925,MSA1001
1014,Bergeyella,NA,PC04925,MSA1001
1015,Blautia,NA,PC04925,MSA1001
1016,Bradyrhizobium,NA,PC04925,MSA1001
1017,Brevundimonas,NA,PC04925,MSA1001
1018,Bryobacter,NA,PC04925,MSA1001
1019,Butyricimonas,NA,PC04925,MSA1001
1020,Campylobacter,NA,PC04925,MSA1001
1021,Candidatus Planktophila,NA,PC04925,MSA1001
1022,Capnocytophaga,NA,PC04925,MSA1001
1023,Christensenella,NA,PC04925,MSA1001
1024,Clostridium sensu stricto 1,NA,PC04925,MSA1001
1025,Coprococcus,NA,PC04925,MSA1001
1026,Corynebacterium,NA,PC04925,MSA1001
1027,Desulfovibrio,NA,PC04925,MSA1001
1028,Devosia,NA,PC04925,MSA1001
1029,Dialister,NA,PC04925,MSA1001
1030,Dolosigranulum,NA,PC04925,MSA1001
1031,Dorea,NA,PC04925,MSA1001
1032,Eggerthella,NA,PC04925,MSA1001
1033,Eggerthia,NA,PC04925,MSA1001
1034,Enterorhabdus,NA,PC04925,MSA1001
1035,Faecalibacterium,NA,PC04925,MSA1001
1036,Finegoldia,NA,PC04925,MSA1001
1037,Flavonifractor,NA,PC04925,MSA1001
1038,Gemella,NA,PC04925,MSA1001
1039,Gordonibacter,NA,PC04925,MSA1001
1040,Granulicatella,NA,PC04925,MSA1001
1041,Haemophilus,NA,PC04925,MSA1001
1042,Holdemania,NA,PC04925,MSA1001
1043,Incertae Sedis,NA,PC04925,MSA1001
1044,Intestinimonas,NA,PC04925,MSA1001
1045,Lachnoanaerobaculum,NA,PC04925,MSA1001
1046,Lachnospira,NA,PC04925,MSA1001
1047,Lactococcus,NA,PC04925,MSA1001
1048,Lautropia,NA,PC04925,MSA1001
1049,Leptotrichia,NA,PC04925,MSA1001
1050,Leuconostoc,NA,PC04925,MSA1001
1051,Lysobacter,NA,PC04925,MSA1001
1052,Marvinbryantia,NA,PC04925,MSA1001
1053,Massilia,NA,PC04925,MSA1001
1054,Megasphaera,NA,PC04925,MSA1001
1055,Methylobacterium,NA,PC04925,MSA1001
1056,Mogibacterium,NA,PC04925,MSA1001
1057,Moraxella,NA,PC04925,MSA1001
1058,Mycobacterium,NA,PC04925,MSA1001
1059,Nevskia,NA,PC04925,MSA1001
1060,Nocardioides,NA,PC04925,MSA1001
1061,Nosocomiicoccus,NA,PC04925,MSA1001
1062,Odoribacter,NA,PC04925,MSA1001
1063,Oribacterium,NA,PC04925,MSA1001
1064,Oscillibacter,NA,PC04925,MSA1001
1065,Oscillospira,NA,PC04925,MSA1001
1066,Other,NA,PC04925,MSA1001
1067,Papillibacter,NA,PC04925,MSA1001
1068,Paracoccus,NA,PC04925,MSA1001
1069,Parasutterella,NA,PC04925,MSA1001
1070,Pedobacter,NA,PC04925,MSA1001
1071,Peptoniphilus,NA,PC04925,MSA1001
1072,Phascolarctobacterium,NA,PC04925,MSA1001
1073,Phenylobacterium,NA,PC04925,MSA1001
1074,Porphyromonas,NA,PC04925,MSA1001
1075,Prevotella,NA,PC04925,MSA1001
1076,Pseudobutyrivibrio,NA,PC04925,MSA1001
1077,Rhizobium,NA,PC04925,MSA1001
1078,Roseburia,NA,PC04925,MSA1001
1079,Rothia,NA,PC04925,MSA1001
1080,Rubellimicrobium,NA,PC04925,MSA1001
1081,Ruminococcus,NA,PC04925,MSA1001
1082,Salinarimonas,NA,PC04925,MSA1001
1083,Scardovia,NA,PC04925,MSA1001
1084,Sediminibacterium,NA,PC04925,MSA1001
1085,Solobacterium,NA,PC04925,MSA1001
1086,Sphingomonas,NA,PC04925,MSA1001
1087,Stomatobaculum,NA,PC04925,MSA1001
1088,Succiniclasticum,NA,PC04925,MSA1001
1089,Sutterella,NA,PC04925,MSA1001
1090,Synergistes,NA,PC04925,MSA1001
1091,Thalassospira,NA,PC04925,MSA1001
1092,Treponema,NA,PC04925,MSA1001
1093,Turicibacter,NA,PC04925,MSA1001
1094,uncultured,NA,PC04925,MSA1001
1095,Veillonella,NA,PC04925,MSA1001
1096,Weissella,NA,PC04925,MSA1001
1097,Acinetobacter,NA,PC04925,MSA1002
1098,Actinomyces,NA,PC04925,MSA1002
1099,Alistipes,NA,PC04925,MSA1002
1100,Anaerostipes,NA,PC04925,MSA1002
1101,Bacillus,52.3444185,PC04925,MSA1002
1102,Bacteroides,NA,PC04925,MSA1002
1103,Bifidobacterium,NA,PC04925,MSA1002
1104,Bilophila,NA,PC04925,MSA1002
1105,Clostridium,NA,PC04925,MSA1002
1106,Lachnoclostridium,NA,PC04925,MSA1002
1107,Collinsella,NA,PC04925,MSA1002
1108,Coprobacillus,NA,PC04925,MSA1002
1109,Cryptococcus,NA,PC04925,MSA1002
1110,Deinococcus,NA,PC04925,MSA1002
1111,Enterococcus,-80.75343545,PC04925,MSA1002
1112,Escherichia-Shigella,-62.03693157,PC04925,MSA1002
1113,Fusobacterium,NA,PC04925,MSA1002
1114,Helicobacter,NA,PC04925,MSA1002
1115,Lactobacillus,-67.13680968,PC04925,MSA1002
1116,Listeria,-100,PC04925,MSA1002
1117,Neisseria,NA,PC04925,MSA1002
1118,Paenibacillus,NA,PC04925,MSA1002
1119,Parabacteroides,NA,PC04925,MSA1002
1120,Pediococcus,NA,PC04925,MSA1002
1121,Porphyromonadaceae,NA,PC04925,MSA1002
1122,Propionibacterium,NA,PC04925,MSA1002
1123,Pseudomonas,-100,PC04925,MSA1002
1124,Pyramidobacter,NA,PC04925,MSA1002
1125,Ralstonia,NA,PC04925,MSA1002
1126,Rhodobacter,NA,PC04925,MSA1002
1127,Saccharomyces,NA,PC04925,MSA1002
1128,Salmonella,NA,PC04925,MSA1002
1129,Staphylococcus,-30.13428435,PC04925,MSA1002
1130,Streptococcus,NA,PC04925,MSA1002
1131,Subdoligranulum,NA,PC04925,MSA1002
1132,Abiotrophia,NA,PC04925,MSA1002
1133,Acetanaerobacterium,NA,PC04925,MSA1002
1134,Acidaminococcus,NA,PC04925,MSA1002
1135,Actinobacillus,NA,PC04925,MSA1002
1136,Adlercreutzia,NA,PC04925,MSA1002
1137,Akkermansia,NA,PC04925,MSA1002
1138,Alcaligenes,NA,PC04925,MSA1002
1139,Alkanindiges,NA,PC04925,MSA1002
1140,Alloprevotella,NA,PC04925,MSA1002
1141,Anaerococcus,NA,PC04925,MSA1002
1142,Anaerofilum,NA,PC04925,MSA1002
1143,Anaerofustis,NA,PC04925,MSA1002
1144,Anaeromyxobacter,NA,PC04925,MSA1002
1145,Anaerosporobacter,NA,PC04925,MSA1002
1146,Anaerotruncus,NA,PC04925,MSA1002
1147,Arthrobacter,NA,PC04925,MSA1002
1148,Atopobium,NA,PC04925,MSA1002
1149,Azospirillum,NA,PC04925,MSA1002
1150,Basidiomycota,NA,PC04925,MSA1002
1151,Bergeyella,NA,PC04925,MSA1002
1152,Blautia,NA,PC04925,MSA1002
1153,Bradyrhizobium,NA,PC04925,MSA1002
1154,Brevundimonas,NA,PC04925,MSA1002
1155,Bryobacter,NA,PC04925,MSA1002
1156,Butyricimonas,NA,PC04925,MSA1002
1157,Campylobacter,NA,PC04925,MSA1002
1158,Candidatus Planktophila,NA,PC04925,MSA1002
