"","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Naming","Gram","Art.Col","MSA1000","MSA1001","MSA1002","MSA1003","Zymo.Ext","Zymo.Seq","Qiagen DSP Virus_OB","Zymo MagBead DNone Kit_OB","MagAttract PowerMag Soil_OB","MagAttract PowerMag Microbiome_OB","Qiagen QIAamp  Modified_OB","Qiagen DSP Virus_OB_Study","Qiagen DSP Virus_OB_RG","Zymo MagBead DNone Kit_OB_Study","Zymo MagBead DNone Kit_OB_RG","MagAttract PowerMag Soil_OB_Study","MagAttract PowerMag Soil_OB_RG","MagAttract PowerMag Microbiome_OB_Study","MagAttract PowerMag Microbiome_OB_RG","Qiagen QIAamp  Modified_OB_Study","Qiagen QIAamp  Modified_OB_RG"
"Butyricicoccus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90782204129107e-05,0.00394093531531483,0.0031522399779532,0.00500696261530687,0.00766749027026085,NA,2.90782204129107e-05,0.00630510215695487,0.00025374645835941,0.00488074942868501,1.24047822207573e-05,0.00701479894819911,0.000605334963145538,0.0105680530755424,1.70684040676445e-05
"Candidatus Stoquefichus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81564408258215e-06,2.97848467147314e-05,1.25837923271585e-05,1.09853434593788e-05,1.17306534711339e-05,NA,5.81564408258215e-06,2.62651790847461e-05,3.52741713414426e-05,1.4633468205132e-05,8.86055872911234e-06,1.18068610812343e-05,9.18439254427712e-06,1.43292501133629e-05,4.87668687646986e-06
"Carnobacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.4454995096614e-07,0,2.61555796651877e-07,3.35161527746682e-07,NA,0,7.29588307909613e-07,0,0,0,0,8.34944776752466e-07,4.62233874624608e-07,0
"Christensenellaceae R-7 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00513853695011008,0.00223786445316355,0.00488439899178656,0.00345959852231437,0.00319442452095363,NA,0.00513853695011008,0.00147376838197742,0.00342955975558413,0.00360910104165905,0.0072009760791496,0.00170704359245458,0.00730159207270031,0.00195802269290984,0.00645551425272698
"Clostridium sensu stricto 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30806297511735e-06,0.000295181167441517,0.000741814557685992,0.000465307762243688,0.000415600294405886,NA,8.30806297511735e-06,0.00047131404690961,2.04817769079344e-05,0.00114677612500884,6.20239111037864e-06,0.000652424291359815,5.51063552656627e-05,0.000568547665788268,1.21917171911747e-05
"Coprococcus 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000297428654509201,0.000895323601245807,0.000832417862441533,0.000917537734654783,0.000853991572698546,NA,0.000297428654509201,0.00128480501022883,0.000287882753205967,0.00126238052382938,5.13912406288516e-05,0.000953689682174534,0.000838284555859475,0.00106221344388735,0.000304792929779366
"Coprococcus 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.72346612387322e-05,0.0089292303151059,0.0122625910280077,0.0402468982098075,0.01608339623198,NA,8.72346612387322e-05,0.0140715696946527,0.000909163319413311,0.01896204810021,9.30358666556796e-05,0.0579697835764277,0.00139435777717662,0.0221433137638919,9.99720809676322e-05
"Coprococcus 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000114651269056619,0.000649932028312497,0.00124076192345782,0.000966448668628684,0.000762492475623702,NA,0.000114651269056619,0.000994428863680802,0.000112649772993639,0.00190039973757314,4.25306818997392e-05,0.00120772762866432,0.000437511063018292,0.00101922569354726,8.53420203382226e-05
"Defluviitaleaceae UCG-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00153948406928925,0.000347193511704556,0.000465914910913042,0.000233046214816822,0.000194393686093076,NA,0.00153948406928925,1.45917661581923e-06,0.000886405789515606,0,0.00131224874778154,0,0.000743935796086447,0,0.00070711959708813
"Dialister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15706393054459e-05,0.00181643109964765,0.004435157605707,0.00340650269559404,0.0117651751084918,NA,3.15706393054459e-05,0.00291032776025145,0.000110374020003869,0.00687138888685646,9.74661460202357e-06,0.00478596826925128,0.000382404707752629,0.0162202488944521,1.46300606294096e-05
"Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65858015203755e-05,0.00548974734448087,0.0049929342006083,0.00380903706664128,0.00597693552430658,NA,2.65858015203755e-05,0.00870909563151705,0.000468805115892721,0.00773330016413873,1.5062949839491e-05,0.00460200975627592,0.00207066304634611,0.00823238530706427,2.80409495397017e-05
"Eisenbergiella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00148797407884352,0.000604143383362985,0.000434455430095146,0.00294590293769009,0.00384229175408797,NA,0.00148797407884352,3.06427089322037e-05,0.00149858334376387,2.97547186837683e-05,0.00116959375224283,2.89458529733485e-05,0.00934052721752983,9.89180491696662e-05,0.0137156818400715
"Enterobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49241889253521e-05,0.000230721424551427,0.000212351495520799,0.000191720398945826,0.000261761153170159,NA,2.49241889253521e-05,0.000311534207477405,0.000104684637529443,0.000311205090495806,3.27840672977157e-05,0.000258227477841188,4.59219627213856e-05,0.000350373276965453,2.80409495397017e-05
"Erwinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30806297511735e-07,6.22369931352597e-06,1.88756884907377e-06,7.8466738995563e-07,2.68129222197346e-06,NA,8.30806297511735e-07,2.91835323163845e-06,1.13787649488525e-05,1.95112909401759e-06,1.77211174582247e-06,7.61732972982855e-07,8.34944776752466e-07,2.77340324774765e-06,2.43834343823493e-06
"Erysipelatoclostridium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30806297511735e-07,0.000120473036711824,0.000320257514726183,0.00060079366490936,0.000212492408591397,NA,8.30806297511735e-07,0.000193340901596047,6.82725896931147e-06,0.000496562354427478,0,0.000849713131362375,5.51063552656627e-05,0.000292131808762752,2.43834343823493e-06
"Erysipelotrichaceae UCG-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2462094462676e-05,0.00379734568115277,0.00587788939601572,0.00494732789367025,0.0039797079804641,NA,1.2462094462676e-05,0.00605193501411024,0.000281055494236656,0.00910982173996815,7.08844698328987e-06,0.00683998123089955,0.000798207206575357,0.00548163151917323,1.8287575786762e-05
"Faecalibacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000303244298591783,0.0757544234942871,0.0550824049640544,0.11971748835292,0.0750785283459511,NA,0.000303244298591783,0.120973766922801,0.00522968037049259,0.085276048183133,0.000235690862194388,0.170485741882212,0.00842208796310212,0.10343823422962,0.000277971151958782
"Family XIII AD3011 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00292526897353882,0.00107536633138709,0.000894707634460967,0.00185652304463502,0.000770536352289622,NA,0.00292526897353882,0.000215958139141245,0.00241571179864138,0.000607288930512976,0.00141680334078506,0.00143129625623478,0.00278871555435323,0.000208005243581074,0.00225424850864819
"Flavonifractor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00181614256636065,0.00104469238477043,0.000522856571193434,0.000257632459702098,0.000368342518993604,NA,0.00181614256636065,0.000348013622872885,0.00213124267492006,0.000208283030786378,0.00109427900304537,0.000124162474596205,0.000550228607879875,0.000315705736368607,0.000507175435152866
"Fusicatenibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5785319652723e-05,0.0058845077009388,0.00873094971139072,0.00837240105082657,0.0041670632744745,NA,1.5785319652723e-05,0.00939199028772045,0.000414187044138229,0.01352522687973,2.21513968227809e-05,0.0117303069174495,0.00101111812464724,0.00574002025508839,1.8287575786762e-05
"Gordonibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32322519004694e-06,1.60037982347811e-05,0.000140938474064175,0.000131301009919242,0.000139762357070367,NA,3.32322519004694e-06,1.96988843135595e-05,1.02408884539672e-05,0.000213160853521422,9.74661460202357e-06,0.000102072218379703,0.000195377077760077,0.000173337702984228,5.12052122029336e-05
"Gossypium arboreum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49241889253521e-06,0.000849534956296294,0.00236009025095857,8.36978549286005e-05,0.00050508842231425,NA,2.49241889253521e-06,0.00138184025518081,1.93439004130492e-05,0.00365787926900948,2.6581676187337e-06,0.000121115542704274,1.66988955350493e-06,0.000696586449059285,0
"Holdemania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000635566817596477,0.000521012542532317,0.00044829760165502,0.000440983073155064,0.0010805607654553,NA,0.000635566817596477,0.000552298349087577,0.000472218745377377,0.000504854653077053,0.000345561790435381,0.000499696830276753,0.000312269346505422,0.00129517931669815,0.000514490465467571
"Hungatella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00149628214181863,0.000711724471496791,0.000373109442500249,0.000340545647240743,0.000494363253426356,NA,0.00149628214181863,0.000203555137906782,0.00150427272623829,0.000119994439282082,0.00083289252053656,0.000194622774597119,0.0006604413184112,0.000428953035651637,0.000666886930357254
"Intestinibacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.96967557014082e-06,0.00193068043704595,0.00253091523179975,0.00410067177990812,0.000596252357861348,NA,9.96967557014082e-06,0.0030817810126102,0.000135407302891344,0.00392079391442836,6.20239111037864e-06,0.00582306771196743,0.000324793518156709,0.000820927361333304,3.6575151573524e-06
"Intestinimonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605657790886055,0.000447661800622903,0.000103187097082699,3.97564810910852e-05,6.70323055493364e-05,NA,0.000605657790886055,9.99535981836169e-05,0.000989952550550163,4.14614932478739e-05,0.00021531157711743,6.09386378386284e-06,0.000113552489638335,4.94590245848331e-05,0.000113382969877924
"Kluyvera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30806297511735e-07,2.66729970579684e-06,6.29189616357923e-07,2.61555796651877e-07,3.35161527746682e-07,NA,8.30806297511735e-07,2.18876492372884e-06,3.41362948465574e-06,4.87782273504399e-07,8.86055872911234e-07,3.80866486491427e-07,0,4.62233874624608e-07,0
"Lachnospira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65858015203755e-05,0.00730039929476596,0.00768020305207299,0.0059166536760621,0.00661273694244204,NA,2.65858015203755e-05,0.0114581843757205,0.000815857446832721,0.0118892051343962,3.45561790435381e-05,0.00849332264875883,0.000268017273337541,0.00910970520110178,2.68217778205843e-05
"Lachnospiraceae FCS020 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81564408258215e-06,0.000314296815333061,0.00104948828008502,0.000999143143210168,0.000215844023868863,NA,5.81564408258215e-06,0.000505604697381362,1.59302709283934e-05,0.00162626609986366,1.77211174582247e-06,0.00137568974920704,0.000173668513564513,0.0002949052120105,7.3150303147048e-06
"Lachnospiraceae ND3007 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.96967557014082e-06,0.00175286045665949,0.00340265744526365,0.00148223669962618,0.000874101264363347,NA,9.96967557014082e-06,0.00278629774790681,0.00014109668536577,0.00527097524748853,8.86055872911234e-06,0.00191880535894381,0.000525180264577301,0.0012041192433971,3.6575151573524e-06
"Lachnospiraceae NK4A136 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0191691937024883,0.00661223597067037,0.0068889971095029,0.0285080125002746,0.0366589624203489,NA,0.0191691937024883,0.0035669572373701,0.0113616968014292,0.00294425380287255,0.014054618256118,0.00270986505138651,0.0850633389107644,0.00869461918168888,0.110416725085312
"Lachnospiraceae UCG-001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66161259502347e-05,0.00675671470473437,0.00380848474781451,0.00284232684221594,0.00413019550642237,NA,1.66161259502347e-05,0.0107373511275058,0.000548456470534688,0.00589728768666818,1.41768939665797e-05,0.00404442122005247,0.000207066304634611,0.00569056123050355,1.46300606294096e-05
"Lachnospiraceae UCG-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16312881651643e-05,0.00201336672792565,0.00065152584773863,0.000835147658709442,0.00198046946745515,NA,1.16312881651643e-05,0.00318465296402546,0.00018661174516118,0.00100141700750453,1.59490057124022e-05,0.0011863991054208,6.51256925866923e-05,0.00273041549740756,2.43834343823493e-06
"Lachnospiraceae UCG-008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32322519004694e-05,0.000171151731121964,0.000274326672732055,0.000176288606943365,0.000189701424704622,NA,3.32322519004694e-05,0.000272866027158195,1.25166414437377e-05,0.000420956102034296,7.97450285620111e-06,0.000214808698381165,9.18439254427712e-05,0.000252841929419661,2.31642626632319e-05
"Lactonifactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000943795953973331,0.000214717626316646,0.000263001259637612,0.000121361889646471,7.64168283262436e-05,NA,0.000943795953973331,6.56629477118651e-06,0.000539353458575606,8.29229864957478e-06,0.000725679759914301,9.14079567579426e-06,0.000367375701771085,1.66404194864859e-05,0.000234080970070553
"Marvinbryantia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000878993062767416,0.000697054323114908,0.00122534677785706,0.00233987815684769,0.000763162798679195,NA,0.000878993062767416,0.000805465491932213,0.000527974693626754,0.00176918630600045,0.000237462973940211,0.000744974847577232,0.00583626398949973,0.000333270623604343,0.00189703119494678
"Odoribacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64645038009388e-06,0.000611256182578443,0.000312392644521709,5.59729404835016e-05,0.000181657548038702,NA,6.64645038009388e-06,0.000984944215677977,2.84469123721311e-05,0.000483880015316363,8.86055872911234e-07,7.92202291902169e-05,5.00966866051479e-06,0.000250530760046538,0
"Oryza sativa Indica Group (long-grained rice)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32322519004694e-06,6.53488427920226e-05,0.000272124509074802,6.80045071294879e-06,4.75929369400289e-05,NA,3.32322519004694e-06,0.000106519892954803,1.13787649488525e-06,0.000421931666581305,0,9.90252864877711e-06,0,6.56372101966944e-05,0
"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00811033107630956,0.016082928126053,0.0134017388284238,0.0156896860179595,0.0135696847738799,NA,0.00811033107630956,0.0218694095295906,0.00705824789777318,0.0162016882144486,0.00831563436727193,0.0194466619337658,0.00745355202206926,0.0170065087151886,0.00450483950213904
"Oxalobacter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15403148755868e-06,0.00065882302733182,0.000396389458305492,0.000463738427463777,0.00100380877560131,NA,4.15403148755868e-06,0.00105571428154521,3.98256773209836e-05,0.000613142317795029,2.6581676187337e-06,0.000658518155143678,3.67375701771085e-05,0.00138346598675145,2.43834343823493e-06
"Parasutterella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00231462634486769,0.000942001346097251,0.000819519475306195,0.000290065378486931,0.000300304728861027,NA,0.00231462634486769,0,0.00241116029266183,1.95112909401759e-06,0.00230463132544212,0,0.000925953757418484,4.62233874624608e-07,0.00109115868861013
"Phascolarctobacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000200224317700328,0.00429790892594065,0.00185044666170865,0.00243586913421893,0.0067783067371489,NA,0.000200224317700328,0.00683697203342098,0.000337949318980918,0.00276621327304344,0.00018695778918427,0.00343046444382829,0.000255493101686254,0.00930846576719036,0.000104848767844102
"Porphyromonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49241889253521e-06,2.66729970579684e-06,2.51675846543169e-06,2.87711376317064e-06,3.35161527746682e-06,NA,2.49241889253521e-06,2.18876492372884e-06,3.41362948465574e-06,2.43891136752199e-06,2.6581676187337e-06,3.42779837842285e-06,1.66988955350493e-06,3.23563712237226e-06,3.6575151573524e-06
"Raoultella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.80351431063847e-05,0.000847312206541464,8.55697878246776e-05,9.15445288281568e-05,0.000163223664012634,NA,9.80351431063847e-05,0.000353850329336162,0.00161692249923193,8.48741155897654e-05,8.68334755453009e-05,8.75992918930283e-05,0.000100193373210296,7.11840166921897e-05,0.000405984182466116
"Roseburia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00998296847090101,0.0335777468963745,0.0191789578858222,0.0243678457950721,0.034017889581705,NA,0.00998296847090101,0.0525383836408791,0.00400646313849095,0.0282908840809816,0.00262715566318181,0.0314709977787867,0.00879614322308723,0.045151929341081,0.00465114010843313
"Ruminiclostridium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.88962738337557e-05,0.000433436202191987,0.000371536468459354,0.000247431783632675,0.000469896461900848,NA,8.88962738337557e-05,0.000608476648796617,0.00016044058577882,0.000536072718581334,7.26565815787212e-05,0.000340875505409828,4.25821836143757e-05,0.000636033811483461,3.16984646970541e-05
"Ruminiclostridium 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00174801644996469,0.00179598180190321,0.00323372003327155,0.0076662003998665,0.00875475426627109,NA,0.00174801644996469,0.00235365188131641,0.00092623146683659,0.00481587438630893,0.000359738684401961,0.00507047553466037,0.0133566115937092,0.00830403155763109,0.00994356454112205
"Ruminiclostridium 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00203962946039131,0.000985122691340967,0.000367132141144848,0.000302881612522873,0.000334826366218936,NA,0.00203962946039131,0.000324666797019778,0.00201517927244177,8.48741155897654e-05,0.000879853481800855,6.55090356765255e-05,0.000823255549877931,0.000143754735008253,0.000838790142752817
"Ruminococcaceae NK4A214 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000107174012379014,0.00686029484330948,0.0148866263230285,0.0132007210570202,0.024952105417685,NA,0.000107174012379014,0.0108621107281583,0.000619004813217573,0.0230545413749119,4.96191288830291e-05,0.0187397737348377,0.00105787503214537,0.0343828045300769,7.80269900235178e-05
"Ruminococcaceae UCG-002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0348789099821377,0.0302173938170215,0.0261396826115899,0.0180235483914842,0.0336874203153468,NA,0.0348789099821377,0.0273843675490794,0.034635822627812,0.0262085415553913,0.0260146004286738,0.0200701403721523,0.0135369596654877,0.0396767690961525,0.0178901258063297
"Ruminococcaceae UCG-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00530469820961243,0.0102086450739864,0.00200931703983903,0.000787806059515452,0.00246075593671614,NA,0.00530469820961243,0.0123358791101357,0.00689098005302504,0.00215843656025696,0.00173844162265184,0.000838668003254123,0.000676305269169497,0.00306322388713728,0.000871707779168988
"Ruminococcaceae UCG-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15403148755868e-06,0.000641930129195107,0.00076037565136855,0.00128947007749375,0.00108860464212122,NA,4.15403148755868e-06,0.00102215321938137,4.89286892800655e-05,0.00117653084369261,4.43027936455617e-06,0.0016704804097514,0.000454209958553341,0.00150041115703148,2.43834343823493e-06
"Ruminococcaceae UCG-005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0470950857807502,0.0190920867441428,0.00955959243613411,0.0310077012488766,0.0271608198855356,NA,0.0470950857807502,0.0017685220583729,0.0461101692022348,0.00153944085517988,0.0241281874752458,0.00207686495083775,0.0944305843611504,0.00229360448588731,0.0927497077035803
"Ruminococcaceae UCG-013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00511942840526731,0.00253615747026183,0.00212288576559163,0.00310231330408791,0.00502105484717305,NA,0.00511942840526731,0.00280526704391246,0.00211645028048656,0.00239696209200061,0.0016250264709192,0.00176417356542829,0.00603581579114357,0.00474113285202461,0.00575936720111091
"Ruminococcaceae UCG-014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015538570182362,0.0046135393911266,0.00884231627348608,0.0054780246050769,0.00835892850200226,NA,0.015538570182362,0.00504948067904243,0.00393363904281829,0.00892348891148947,0.00869486628087794,0.00379228760599514,0.00917353826217934,0.00751499833364688,0.0105848488653778
"Ruminococcus 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000177792547667511,0.026428939134888,0.0305065731439221,0.102838769683381,0.0288701436770437,NA,0.000177792547667511,0.0424386926944864,0.00145989554293777,0.0471851304451745,0.000209995241879962,0.14832692969814,0.00311851874117046,0.0397562733225879,0.000157273151766153
"Ruminococcus 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0185253188219167,0.0198180368140705,0.0238544659249779,0.130741803626,0.0404167934694447,NA,0.0185253188219167,0.0240508785702404,0.0132164354880921,0.0323463059028972,0.00842904951900457,0.145313133190534,0.0987981804883425,0.0334440075307143,0.0588079670433501
"Sellimonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000391309766128027,0.000111137487741535,2.54821794624959e-05,0.000355977439243204,0.000176294963594755,NA,0.000391309766128027,1.60509427740115e-05,0.000259435840833836,3.41447591453079e-06,6.55681345954313e-05,4.1895313514057e-06,0.00112717544861583,7.39574199399373e-06,0.000621777576749908
"Serratia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15403148755868e-05,0.000473001147827973,0.000468117074570295,0.00044045996156176,0.00077992087506653,NA,4.15403148755868e-05,0.000652251947271194,0.000193439004130492,0.000681919618359149,7.97450285620111e-05,0.000600626449196981,8.93390911125138e-05,0.00105065759702173,6.58352728323432e-05
"Succiniclasticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0139309599966768,0.00544129139982556,0.00686980682620399,0.00200587140452324,0.00302818440319127,NA,0.0139309599966768,8.02547138700574e-06,0.0139150916559517,6.82895182906158e-06,0.0193363973145419,4.57039783789713e-06,0.00639317215559363,4.16010487162147e-06,0.0110042439367542
"Tyzzerella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49241889253521e-06,0.000477891197288601,0.000573191740502068,0.000622764351828118,0.000991742960602433,NA,2.49241889253521e-06,0.000770445253152551,2.16196534028197e-05,0.000887763737778005,1.77211174582247e-06,0.00088322938217362,5.17665761586529e-05,0.00136636333339034,3.6575151573524e-06
"Tyzzerella 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98483778507041e-06,0.000615701682088104,0.000417152715645303,0.000517618921574064,0.000941133569912684,NA,4.98483778507041e-06,0.000991510510449164,2.95847888670164e-05,0.000644360383299311,4.43027936455617e-06,0.000655852089738238,0.000214580807625384,0.0012979527199459,0
"uncultured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163045735886678,0.0110857421272426,0.0116472435832097,0.0164738302963218,0.0190840973898961,NA,0.0163045735886678,0.0125372454831188,0.00882195646484531,0.0120428565505501,0.0109286131364872,0.00923829749633606,0.0323357413140695,0.0179157227465752,0.0221657610252746
