,Genus,value,Plate,Type
524,Ruminiclostridium,8.03E-06,PC04924,Seq200
525,Ruminiclostridium 5,0,PC04924,Seq200
526,Ruminiclostridium 9,0,PC04924,Seq200
527,Ruminococcaceae NK4A214 group,1.61E-05,PC04924,Seq200
528,Ruminococcaceae UCG-002,1.61E-05,PC04924,Seq200
529,Ruminococcaceae UCG-003,0,PC04924,Seq200
530,Ruminococcaceae UCG-004,0,PC04924,Seq200
531,Ruminococcaceae UCG-005,1.61E-05,PC04924,Seq200
532,Ruminococcaceae UCG-013,0,PC04924,Seq200
533,Ruminococcaceae UCG-014,2.41E-05,PC04924,Seq200
534,Ruminococcus 1,4.82E-05,PC04924,Seq200
535,Ruminococcus 2,5.62E-05,PC04924,Seq200
536,Sellimonas,8.03E-06,PC04924,Seq200
537,Serratia,0.011189923,PC04924,Seq200
538,Succiniclasticum,0,PC04924,Seq200
539,Tyzzerella,0,PC04924,Seq200
540,Tyzzerella 3,0,PC04924,Seq200
541,Acinetobacter,0,PC04924,Seq2000
542,Actinomyces,0,PC04924,Seq2000
543,Alistipes,2.48E-05,PC04924,Seq2000
544,Anaerostipes,1.65E-05,PC04924,Seq2000
545,Bacteroides,0.000181701,PC04924,Seq2000
546,Bifidobacterium,0,PC04924,Seq2000
547,Bilophila,1.65E-05,PC04924,Seq2000
548,Clostridium,NA,PC04924,Seq2000
549,Lachnoclostridium,6.61E-05,PC04924,Seq2000
550,Collinsella,0,PC04924,Seq2000
551,Coprobacillus,NA,PC04924,Seq2000
552,Cryptococcus,NA,PC04924,Seq2000
553,Deinococcus,0,PC04924,Seq2000
554,Enterococcus,0.102652835,PC04924,Seq2000
555,Fusobacterium,0.000123887,PC04924,Seq2000
556,Helicobacter,0,PC04924,Seq2000
557,Listeria,0.157609145,PC04924,Seq2000
558,Neisseria,0,PC04924,Seq2000
559,Paenibacillus,8.26E-06,PC04924,Seq2000
560,Parabacteroides,3.30E-05,PC04924,Seq2000
561,Pediococcus,1.65E-05,PC04924,Seq2000
562,Porphyromonadaceae,NA,PC04924,Seq2000
563,Propionibacterium,NA,PC04924,Seq2000
564,Pseudomonas,0.050199045,PC04924,Seq2000
565,Pyramidobacter,0,PC04924,Seq2000
566,Ralstonia,8.26E-06,PC04924,Seq2000
567,Rhodobacter,0,PC04924,Seq2000
568,Saccharomyces,NA,PC04924,Seq2000
569,Salmonella,NA,PC04924,Seq2000
570,Streptococcus,1.65E-05,PC04924,Seq2000
571,Subdoligranulum,0,PC04924,Seq2000
572,Clostridium innocuum group,0,PC04924,Seq2000
573,Eubacterium coprostanoligenes group,0,PC04924,Seq2000
574,Eubacterium eligens group,0,PC04924,Seq2000
575,Eubacterium hallii group,8.26E-06,PC04924,Seq2000
576,Eubacterium rectale group,1.65E-05,PC04924,Seq2000
577,Eubacterium ventriosum group,0,PC04924,Seq2000
578,Eubacterium xylanophilum group,0,PC04924,Seq2000
579,Ruminococcus gauvreauii group,1.65E-05,PC04924,Seq2000
580,Ruminococcus torques group,0,PC04924,Seq2000
581,Adlercreutzia,0,PC04924,Seq2000
582,Akkermansia,8.26E-05,PC04924,Seq2000
583,Ambiguous_taxa,0.000115628,PC04924,Seq2000
584,Anaerofilum,0,PC04924,Seq2000
585,Anaerotruncus,0,PC04924,Seq2000
586,Blautia,1.65E-05,PC04924,Seq2000
587,Butyricicoccus,0,PC04924,Seq2000
588,Candidatus Stoquefichus,1.65E-05,PC04924,Seq2000
589,Carnobacterium,0.0007681,PC04924,Seq2000
590,Christensenellaceae R-7 group,0,PC04924,Seq2000
591,Clostridium sensu stricto 1,8.26E-06,PC04924,Seq2000
592,Coprococcus 1,0,PC04924,Seq2000
593,Coprococcus 2,1.65E-05,PC04924,Seq2000
594,Coprococcus 3,0,PC04924,Seq2000
595,Defluviitaleaceae UCG-011,0,PC04924,Seq2000
596,Dialister,0,PC04924,Seq2000
597,Dorea,0,PC04924,Seq2000
598,Eisenbergiella,0,PC04924,Seq2000
599,Enterobacter,0.005120666,PC04924,Seq2000
600,Erwinia,0.000776359,PC04924,Seq2000
601,Erysipelatoclostridium,0,PC04924,Seq2000
602,Erysipelotrichaceae UCG-003,0,PC04924,Seq2000
603,Faecalibacterium,3.30E-05,PC04924,Seq2000
604,Family XIII AD3011 group,0,PC04924,Seq2000
605,Flavonifractor,0,PC04924,Seq2000
606,Fusicatenibacter,2.48E-05,PC04924,Seq2000
607,Gordonibacter,0,PC04924,Seq2000
608,Gossypium arboreum,0,PC04924,Seq2000
609,Holdemania,8.26E-06,PC04924,Seq2000
610,Hungatella,0,PC04924,Seq2000
611,Intestinibacter,0,PC04924,Seq2000
612,Intestinimonas,0,PC04924,Seq2000
613,Kluyvera,0.001982193,PC04924,Seq2000
614,Lachnospira,0,PC04924,Seq2000
615,Lachnospiraceae FCS020 group,0,PC04924,Seq2000
616,Lachnospiraceae ND3007 group,0,PC04924,Seq2000
617,Lachnospiraceae NK4A136 group,8.26E-06,PC04924,Seq2000
618,Lachnospiraceae UCG-001,0,PC04924,Seq2000
619,Lachnospiraceae UCG-004,0,PC04924,Seq2000
620,Lachnospiraceae UCG-008,0,PC04924,Seq2000
621,Lactonifactor,0,PC04924,Seq2000
622,Marvinbryantia,0,PC04924,Seq2000
623,Odoribacter,0,PC04924,Seq2000
624,Oryza sativa Indica Group (long-grained rice),0,PC04924,Seq2000
625,Other,0.001255389,PC04924,Seq2000
626,Oxalobacter,0,PC04924,Seq2000
627,Parasutterella,0,PC04924,Seq2000
628,Phascolarctobacterium,8.26E-06,PC04924,Seq2000
629,Porphyromonas,0,PC04924,Seq2000
630,Raoultella,0.092791424,PC04924,Seq2000
631,Roseburia,3.30E-05,PC04924,Seq2000
632,Ruminiclostridium,0,PC04924,Seq2000
633,Ruminiclostridium 5,1.65E-05,PC04924,Seq2000
634,Ruminiclostridium 9,0,PC04924,Seq2000
635,Ruminococcaceae NK4A214 group,0,PC04924,Seq2000
636,Ruminococcaceae UCG-002,4.13E-05,PC04924,Seq2000
637,Ruminococcaceae UCG-003,1.65E-05,PC04924,Seq2000
638,Ruminococcaceae UCG-004,0,PC04924,Seq2000
639,Ruminococcaceae UCG-005,4.96E-05,PC04924,Seq2000
640,Ruminococcaceae UCG-013,0,PC04924,Seq2000
641,Ruminococcaceae UCG-014,8.26E-06,PC04924,Seq2000
642,Ruminococcus 1,2.48E-05,PC04924,Seq2000
643,Ruminococcus 2,8.26E-05,PC04924,Seq2000
644,Sellimonas,0,PC04924,Seq2000
645,Serratia,0.009415418,PC04924,Seq2000
646,Succiniclasticum,1.65E-05,PC04924,Seq2000
647,Tyzzerella,0,PC04924,Seq2000
648,Tyzzerella 3,0,PC04924,Seq2000
649,Acinetobacter,0,PC04925,MSA1000
650,Actinomyces,0,PC04925,MSA1000
651,Alistipes,4.72E-05,PC04925,MSA1000
652,Anaerostipes,6.74E-06,PC04925,MSA1000
653,Bacteroides,0.000208854,PC04925,MSA1000
654,Bifidobacterium,0.068133586,PC04925,MSA1000
655,Bilophila,0,PC04925,MSA1000
656,Clostridium,NA,PC04925,MSA1000
657,Lachnoclostridium,3.37E-05,PC04925,MSA1000
658,Collinsella,0,PC04925,MSA1000
659,Coprobacillus,NA,PC04925,MSA1000
660,Cryptococcus,NA,PC04925,MSA1000
661,Deinococcus,0.016048077,PC04925,MSA1000
662,Enterococcus,0.036798739,PC04925,MSA1000
663,Fusobacterium,2.02E-05,PC04925,MSA1000
664,Helicobacter,0,PC04925,MSA1000
665,Listeria,8.08E-05,PC04925,MSA1000
666,Neisseria,0,PC04925,MSA1000
667,Paenibacillus,2.02E-05,PC04925,MSA1000
668,Parabacteroides,3.37E-05,PC04925,MSA1000
669,Pediococcus,2.02E-05,PC04925,MSA1000
670,Porphyromonadaceae,NA,PC04925,MSA1000
671,Propionibacterium,NA,PC04925,MSA1000
672,Pseudomonas,6.74E-06,PC04925,MSA1000
673,Pyramidobacter,0,PC04925,MSA1000
674,Ralstonia,0,PC04925,MSA1000
675,Rhodobacter,0.00439941,PC04925,MSA1000
676,Saccharomyces,NA,PC04925,MSA1000
677,Salmonella,NA,PC04925,MSA1000
678,Streptococcus,0.118130554,PC04925,MSA1000
679,Subdoligranulum,6.74E-06,PC04925,MSA1000
680,Clostridium innocuum group,0,PC04925,MSA1000
681,Eubacterium coprostanoligenes group,1.35E-05,PC04925,MSA1000
682,Eubacterium eligens group,0,PC04925,MSA1000
683,Eubacterium hallii group,2.69E-05,PC04925,MSA1000
684,Eubacterium rectale group,7.41E-05,PC04925,MSA1000
685,Eubacterium ventriosum group,0,PC04925,MSA1000
686,Eubacterium xylanophilum group,0,PC04925,MSA1000
687,Ruminococcus gauvreauii group,0,PC04925,MSA1000
688,Ruminococcus torques group,6.74E-06,PC04925,MSA1000
689,Adlercreutzia,0,PC04925,MSA1000
690,Akkermansia,8.08E-05,PC04925,MSA1000
691,Ambiguous_taxa,0.325482217,PC04925,MSA1000
692,Anaerofilum,0,PC04925,MSA1000
693,Anaerotruncus,0,PC04925,MSA1000
694,Blautia,2.69E-05,PC04925,MSA1000
695,Butyricicoccus,0,PC04925,MSA1000
696,Candidatus Stoquefichus,1.35E-05,PC04925,MSA1000
697,Carnobacterium,0,PC04925,MSA1000
698,Christensenellaceae R-7 group,0,PC04925,MSA1000
699,Clostridium sensu stricto 1,0.19858653,PC04925,MSA1000
700,Coprococcus 1,0,PC04925,MSA1000
701,Coprococcus 2,2.69E-05,PC04925,MSA1000
702,Coprococcus 3,0,PC04925,MSA1000
703,Defluviitaleaceae UCG-011,0,PC04925,MSA1000
704,Dialister,1.35E-05,PC04925,MSA1000
705,Dorea,1.35E-05,PC04925,MSA1000
706,Eisenbergiella,1.35E-05,PC04925,MSA1000
707,Enterobacter,0.002135701,PC04925,MSA1000
708,Erwinia,6.74E-06,PC04925,MSA1000
709,Erysipelatoclostridium,0,PC04925,MSA1000
710,Erysipelotrichaceae UCG-003,6.74E-06,PC04925,MSA1000
711,Faecalibacterium,6.06E-05,PC04925,MSA1000
712,Family XIII AD3011 group,6.74E-06,PC04925,MSA1000
713,Flavonifractor,0,PC04925,MSA1000
714,Fusicatenibacter,1.35E-05,PC04925,MSA1000
715,Gordonibacter,0,PC04925,MSA1000
716,Gossypium arboreum,0,PC04925,MSA1000
717,Holdemania,0,PC04925,MSA1000
718,Hungatella,0,PC04925,MSA1000
719,Intestinibacter,0,PC04925,MSA1000
720,Intestinimonas,0,PC04925,MSA1000
721,Kluyvera,0,PC04925,MSA1000
722,Lachnospira,2.02E-05,PC04925,MSA1000
723,Lachnospiraceae FCS020 group,0,PC04925,MSA1000
724,Lachnospiraceae ND3007 group,6.74E-06,PC04925,MSA1000
725,Lachnospiraceae NK4A136 group,6.74E-06,PC04925,MSA1000
726,Lachnospiraceae UCG-001,0,PC04925,MSA1000
727,Lachnospiraceae UCG-004,6.74E-06,PC04925,MSA1000
728,Lachnospiraceae UCG-008,0,PC04925,MSA1000
729,Lactonifactor,0,PC04925,MSA1000
730,Marvinbryantia,0,PC04925,MSA1000
731,Odoribacter,0,PC04925,MSA1000
732,Oryza sativa Indica Group (long-grained rice),0,PC04925,MSA1000
733,Other,0.00644079,PC04925,MSA1000
734,Oxalobacter,0,PC04925,MSA1000
735,Parasutterella,0,PC04925,MSA1000
736,Phascolarctobacterium,6.74E-06,PC04925,MSA1000
737,Porphyromonas,0,PC04925,MSA1000
738,Raoultella,8.76E-05,PC04925,MSA1000
739,Roseburia,4.72E-05,PC04925,MSA1000
740,Ruminiclostridium,0,PC04925,MSA1000
741,Ruminiclostridium 5,6.74E-06,PC04925,MSA1000
742,Ruminiclostridium 9,0,PC04925,MSA1000
743,Ruminococcaceae NK4A214 group,2.69E-05,PC04925,MSA1000
744,Ruminococcaceae UCG-002,6.74E-05,PC04925,MSA1000
745,Ruminococcaceae UCG-003,6.74E-06,PC04925,MSA1000
746,Ruminococcaceae UCG-004,0,PC04925,MSA1000
747,Ruminococcaceae UCG-005,2.69E-05,PC04925,MSA1000
748,Ruminococcaceae UCG-013,0,PC04925,MSA1000
749,Ruminococcaceae UCG-014,2.69E-05,PC04925,MSA1000
750,Ruminococcus 1,9.43E-05,PC04925,MSA1000
751,Ruminococcus 2,0.000101058,PC04925,MSA1000
752,Sellimonas,0,PC04925,MSA1000
753,Serratia,0.006892184,PC04925,MSA1000
754,Succiniclasticum,0,PC04925,MSA1000
755,Tyzzerella,0,PC04925,MSA1000
756,Tyzzerella 3,0,PC04925,MSA1000
757,Acinetobacter,0,PC04925,MSA1001
758,Actinomyces,0,PC04925,MSA1001
759,Alistipes,6.30E-05,PC04925,MSA1001
760,Anaerostipes,0,PC04925,MSA1001
761,Bacteroides,0.000134939,PC04925,MSA1001
762,Bifidobacterium,0.000755661,PC04925,MSA1001
763,Bilophila,9.00E-06,PC04925,MSA1001
764,Clostridium,NA,PC04925,MSA1001
765,Lachnoclostridium,1.80E-05,PC04925,MSA1001
766,Collinsella,0,PC04925,MSA1001
767,Coprobacillus,NA,PC04925,MSA1001
768,Cryptococcus,NA,PC04925,MSA1001
769,Deinococcus,0.000134939,PC04925,MSA1001
770,Enterococcus,0.00046779,PC04925,MSA1001
771,Fusobacterium,3.60E-05,PC04925,MSA1001
772,Helicobacter,0,PC04925,MSA1001
773,Listeria,9.00E-05,PC04925,MSA1001
774,Neisseria,0,PC04925,MSA1001
775,Paenibacillus,1.80E-05,PC04925,MSA1001
776,Parabacteroides,1.80E-05,PC04925,MSA1001
777,Pediococcus,0,PC04925,MSA1001
778,Porphyromonadaceae,NA,PC04925,MSA1001
779,Propionibacterium,NA,PC04925,MSA1001
780,Pseudomonas,5.40E-05,PC04925,MSA1001
781,Pyramidobacter,0,PC04925,MSA1001
782,Ralstonia,9.00E-06,PC04925,MSA1001
783,Rhodobacter,0.063916302,PC04925,MSA1001
784,Saccharomyces,NA,PC04925,MSA1001
785,Salmonella,NA,PC04925,MSA1001
786,Streptococcus,0.009328811,PC04925,MSA1001
787,Subdoligranulum,4.50E-05,PC04925,MSA1001
788,Clostridium innocuum group,0,PC04925,MSA1001
789,Eubacterium coprostanoligenes group,0,PC04925,MSA1001
790,Eubacterium eligens group,0,PC04925,MSA1001
791,Eubacterium hallii group,9.00E-06,PC04925,MSA1001
792,Eubacterium rectale group,2.70E-05,PC04925,MSA1001
793,Eubacterium ventriosum group,0,PC04925,MSA1001
794,Eubacterium xylanophilum group,0,PC04925,MSA1001
795,Ruminococcus gauvreauii group,9.00E-06,PC04925,MSA1001
796,Ruminococcus torques group,9.00E-06,PC04925,MSA1001
797,Adlercreutzia,0,PC04925,MSA1001
798,Akkermansia,0.000107952,PC04925,MSA1001
799,Ambiguous_taxa,0.25888576,PC04925,MSA1001
800,Anaerofilum,0,PC04925,MSA1001
801,Anaerotruncus,0,PC04925,MSA1001
802,Blautia,5.40E-05,PC04925,MSA1001
803,Butyricicoccus,0,PC04925,MSA1001
804,Candidatus Stoquefichus,9.00E-06,PC04925,MSA1001
805,Carnobacterium,0,PC04925,MSA1001
806,Christensenellaceae R-7 group,0,PC04925,MSA1001
807,Clostridium sensu stricto 1,0.024127167,PC04925,MSA1001
808,Coprococcus 1,9.00E-06,PC04925,MSA1001
809,Coprococcus 2,9.00E-06,PC04925,MSA1001
810,Coprococcus 3,9.00E-06,PC04925,MSA1001
811,Defluviitaleaceae UCG-011,0,PC04925,MSA1001
812,Dialister,9.00E-06,PC04925,MSA1001
813,Dorea,3.60E-05,PC04925,MSA1001
814,Eisenbergiella,0,PC04925,MSA1001
815,Enterobacter,0.00229397,PC04925,MSA1001
816,Erwinia,9.00E-06,PC04925,MSA1001
817,Erysipelatoclostridium,0,PC04925,MSA1001
818,Erysipelotrichaceae UCG-003,1.80E-05,PC04925,MSA1001
819,Faecalibacterium,8.10E-05,PC04925,MSA1001
820,Family XIII AD3011 group,0,PC04925,MSA1001
821,Flavonifractor,0,PC04925,MSA1001
822,Fusicatenibacter,1.80E-05,PC04925,MSA1001
823,Gordonibacter,0,PC04925,MSA1001
824,Gossypium arboreum,0,PC04925,MSA1001
825,Holdemania,0,PC04925,MSA1001
826,Hungatella,0,PC04925,MSA1001
827,Intestinibacter,0,PC04925,MSA1001
828,Intestinimonas,0,PC04925,MSA1001
829,Kluyvera,0,PC04925,MSA1001
830,Lachnospira,1.80E-05,PC04925,MSA1001
831,Lachnospiraceae FCS020 group,0,PC04925,MSA1001
832,Lachnospiraceae ND3007 group,2.70E-05,PC04925,MSA1001
833,Lachnospiraceae NK4A136 group,9.00E-06,PC04925,MSA1001
834,Lachnospiraceae UCG-001,0,PC04925,MSA1001
835,Lachnospiraceae UCG-004,0,PC04925,MSA1001
836,Lachnospiraceae UCG-008,0,PC04925,MSA1001
837,Lactonifactor,0,PC04925,MSA1001
838,Marvinbryantia,0,PC04925,MSA1001
839,Odoribacter,0,PC04925,MSA1001
840,Oryza sativa Indica Group (long-grained rice),0,PC04925,MSA1001
841,Other,0.000440802,PC04925,MSA1001
842,Oxalobacter,0,PC04925,MSA1001
843,Parasutterella,0,PC04925,MSA1001
844,Phascolarctobacterium,0,PC04925,MSA1001
845,Porphyromonas,9.00E-06,PC04925,MSA1001
846,Raoultella,4.50E-05,PC04925,MSA1001
847,Roseburia,5.40E-05,PC04925,MSA1001
848,Ruminiclostridium,0,PC04925,MSA1001
849,Ruminiclostridium 5,9.00E-06,PC04925,MSA1001
850,Ruminiclostridium 9,0,PC04925,MSA1001
851,Ruminococcaceae NK4A214 group,4.50E-05,PC04925,MSA1001
852,Ruminococcaceae UCG-002,1.80E-05,PC04925,MSA1001
853,Ruminococcaceae UCG-003,0,PC04925,MSA1001
854,Ruminococcaceae UCG-004,0,PC04925,MSA1001
855,Ruminococcaceae UCG-005,3.60E-05,PC04925,MSA1001
856,Ruminococcaceae UCG-013,0,PC04925,MSA1001
857,Ruminococcaceae UCG-014,9.00E-06,PC04925,MSA1001
858,Ruminococcus 1,9.90E-05,PC04925,MSA1001
859,Ruminococcus 2,0.000107952,PC04925,MSA1001
860,Sellimonas,0,PC04925,MSA1001
861,Serratia,0.008789054,PC04925,MSA1001
862,Succiniclasticum,0,PC04925,MSA1001
863,Tyzzerella,0,PC04925,MSA1001
864,Tyzzerella 3,0,PC04925,MSA1001
865,Acinetobacter,0.078577707,PC04925,MSA1002
866,Actinomyces,0.013089745,PC04925,MSA1002
867,Alistipes,0.000117714,PC04925,MSA1002
868,Anaerostipes,1.57E-05,PC04925,MSA1002
869,Bacteroides,0.06242741,PC04925,MSA1002
870,Bifidobacterium,0.038178422,PC04925,MSA1002
871,Bilophila,2.35E-05,PC04925,MSA1002
872,Clostridium,NA,PC04925,MSA1002
873,Lachnoclostridium,1.57E-05,PC04925,MSA1002
874,Collinsella,0,PC04925,MSA1002
875,Coprobacillus,NA,PC04925,MSA1002
876,Cryptococcus,NA,PC04925,MSA1002
877,Deinococcus,0.007400257,PC04925,MSA1002
878,Enterococcus,0.022907053,PC04925,MSA1002
879,Fusobacterium,3.14E-05,PC04925,MSA1002
880,Helicobacter,0.03111561,PC04925,MSA1002
881,Listeria,8.63E-05,PC04925,MSA1002
882,Neisseria,0.027725461,PC04925,MSA1002
883,Paenibacillus,7.85E-06,PC04925,MSA1002
884,Parabacteroides,7.85E-05,PC04925,MSA1002
885,Pediococcus,7.85E-06,PC04925,MSA1002
886,Porphyromonadaceae,NA,PC04925,MSA1002
887,Propionibacterium,NA,PC04925,MSA1002
888,Pseudomonas,0.009982108,PC04925,MSA1002
889,Pyramidobacter,0,PC04925,MSA1002
890,Ralstonia,7.85E-06,PC04925,MSA1002
891,Rhodobacter,0.002997771,PC04925,MSA1002
892,Saccharomyces,NA,PC04925,MSA1002
893,Salmonella,NA,PC04925,MSA1002
894,Streptococcus,0.097749317,PC04925,MSA1002
895,Subdoligranulum,7.06E-05,PC04925,MSA1002
896,Clostridium innocuum group,0,PC04925,MSA1002
897,Eubacterium coprostanoligenes group,2.35E-05,PC04925,MSA1002
898,Eubacterium eligens group,0,PC04925,MSA1002
899,Eubacterium hallii group,1.57E-05,PC04925,MSA1002
900,Eubacterium rectale group,0.000125561,PC04925,MSA1002
901,Eubacterium ventriosum group,0,PC04925,MSA1002
902,Eubacterium xylanophilum group,0,PC04925,MSA1002
903,Ruminococcus gauvreauii group,7.85E-06,PC04925,MSA1002
904,Ruminococcus torques group,0,PC04925,MSA1002
905,Adlercreutzia,0,PC04925,MSA1002
906,Akkermansia,0.000172647,PC04925,MSA1002
907,Ambiguous_taxa,0.193952663,PC04925,MSA1002
908,Anaerofilum,0,PC04925,MSA1002
909,Anaerotruncus,7.85E-06,PC04925,MSA1002
910,Blautia,7.85E-05,PC04925,MSA1002
911,Butyricicoccus,2.35E-05,PC04925,MSA1002
912,Candidatus Stoquefichus,0,PC04925,MSA1002
913,Carnobacterium,0,PC04925,MSA1002
914,Christensenellaceae R-7 group,0,PC04925,MSA1002
915,Clostridium sensu stricto 1,0.171587092,PC04925,MSA1002
916,Coprococcus 1,0,PC04925,MSA1002
917,Coprococcus 2,6.28E-05,PC04925,MSA1002
918,Coprococcus 3,0,PC04925,MSA1002
919,Defluviitaleaceae UCG-011,0,PC04925,MSA1002
920,Dialister,0,PC04925,MSA1002
921,Dorea,1.57E-05,PC04925,MSA1002
922,Eisenbergiella,0,PC04925,MSA1002
923,Enterobacter,0.000910318,PC04925,MSA1002
924,Erwinia,0,PC04925,MSA1002
925,Erysipelatoclostridium,0,PC04925,MSA1002
926,Erysipelotrichaceae UCG-003,1.57E-05,PC04925,MSA1002
927,Faecalibacterium,6.28E-05,PC04925,MSA1002
928,Family XIII AD3011 group,7.85E-06,PC04925,MSA1002
929,Flavonifractor,0,PC04925,MSA1002
930,Fusicatenibacter,3.92E-05,PC04925,MSA1002
931,Gordonibacter,7.85E-06,PC04925,MSA1002
932,Gossypium arboreum,0,PC04925,MSA1002
933,Holdemania,0,PC04925,MSA1002
934,Hungatella,7.85E-06,PC04925,MSA1002
935,Intestinibacter,1.57E-05,PC04925,MSA1002
936,Intestinimonas,0,PC04925,MSA1002
937,Kluyvera,0,PC04925,MSA1002
938,Lachnospira,2.35E-05,PC04925,MSA1002
939,Lachnospiraceae FCS020 group,0,PC04925,MSA1002
940,Lachnospiraceae ND3007 group,0,PC04925,MSA1002
941,Lachnospiraceae NK4A136 group,5.49E-05,PC04925,MSA1002
942,Lachnospiraceae UCG-001,7.85E-06,PC04925,MSA1002
943,Lachnospiraceae UCG-004,0,PC04925,MSA1002
944,Lachnospiraceae UCG-008,0,PC04925,MSA1002
945,Lactonifactor,0,PC04925,MSA1002
946,Marvinbryantia,0,PC04925,MSA1002
947,Odoribacter,0,PC04925,MSA1002
948,Oryza sativa Indica Group (long-grained rice),0,PC04925,MSA1002
949,Other,0.002652478,PC04925,MSA1002
950,Oxalobacter,0,PC04925,MSA1002
951,Parasutterella,0,PC04925,MSA1002
952,Phascolarctobacterium,1.57E-05,PC04925,MSA1002
953,Porphyromonas,0.052845528,PC04925,MSA1002
954,Raoultella,6.28E-05,PC04925,MSA1002
955,Roseburia,8.63E-05,PC04925,MSA1002
956,Ruminiclostridium,0,PC04925,MSA1002
957,Ruminiclostridium 5,1.57E-05,PC04925,MSA1002
958,Ruminiclostridium 9,0,PC04925,MSA1002
959,Ruminococcaceae NK4A214 group,3.14E-05,PC04925,MSA1002
960,Ruminococcaceae UCG-002,0.000133409,PC04925,MSA1002
961,Ruminococcaceae UCG-003,4.71E-05,PC04925,MSA1002
962,Ruminococcaceae UCG-004,0,PC04925,MSA1002
963,Ruminococcaceae UCG-005,6.28E-05,PC04925,MSA1002
964,Ruminococcaceae UCG-013,7.85E-06,PC04925,MSA1002
965,Ruminococcaceae UCG-014,3.14E-05,PC04925,MSA1002
966,Ruminococcus 1,0.000164799,PC04925,MSA1002
967,Ruminococcus 2,0.000204037,PC04925,MSA1002
968,Sellimonas,0,PC04925,MSA1002
969,Serratia,0.003507863,PC04925,MSA1002
970,Succiniclasticum,0,PC04925,MSA1002
971,Tyzzerella,0,PC04925,MSA1002
972,Tyzzerella 3,0,PC04925,MSA1002
973,Acinetobacter,0.00251769,PC04925,MSA1003
974,Actinomyces,5.87E-05,PC04925,MSA1003
975,Alistipes,0.000139464,PC04925,MSA1003
976,Anaerostipes,3.67E-05,PC04925,MSA1003
977,Bacteroides,0.000756041,PC04925,MSA1003
978,Bifidobacterium,0.000117443,PC04925,MSA1003
979,Bilophila,7.34E-06,PC04925,MSA1003
980,Clostridium,NA,PC04925,MSA1003
981,Lachnoclostridium,9.54E-05,PC04925,MSA1003
982,Collinsella,0,PC04925,MSA1003
983,Coprobacillus,NA,PC04925,MSA1003
984,Cryptococcus,NA,PC04925,MSA1003
985,Deinococcus,1.47E-05,PC04925,MSA1003
986,Enterococcus,0.000242227,PC04925,MSA1003
987,Fusobacterium,5.87E-05,PC04925,MSA1003
988,Helicobacter,0.000917525,PC04925,MSA1003
989,Listeria,0.000154144,PC04925,MSA1003
990,Neisseria,0.000763381,PC04925,MSA1003
991,Paenibacillus,2.20E-05,PC04925,MSA1003
992,Parabacteroides,0.000102763,PC04925,MSA1003
993,Pediococcus,2.20E-05,PC04925,MSA1003
994,Porphyromonadaceae,NA,PC04925,MSA1003
995,Propionibacterium,NA,PC04925,MSA1003
996,Pseudomonas,0.002334185,PC04925,MSA1003
997,Pyramidobacter,0,PC04925,MSA1003
998,Ralstonia,1.47E-05,PC04925,MSA1003
999,Rhodobacter,0.010613935,PC04925,MSA1003
1000,Saccharomyces,NA,PC04925,MSA1003
1001,Salmonella,NA,PC04925,MSA1003
1002,Streptococcus,0.153520362,PC04925,MSA1003
1003,Subdoligranulum,0.000146804,PC04925,MSA1003
1004,Clostridium innocuum group,0,PC04925,MSA1003
1005,Eubacterium coprostanoligenes group,5.87E-05,PC04925,MSA1003
1006,Eubacterium eligens group,7.34E-06,PC04925,MSA1003
1007,Eubacterium hallii group,2.20E-05,PC04925,MSA1003
1008,Eubacterium rectale group,8.81E-05,PC04925,MSA1003
1009,Eubacterium ventriosum group,0,PC04925,MSA1003
1010,Eubacterium xylanophilum group,0,PC04925,MSA1003
1011,Ruminococcus gauvreauii group,1.47E-05,PC04925,MSA1003
1012,Ruminococcus torques group,1.47E-05,PC04925,MSA1003
1013,Adlercreutzia,0,PC04925,MSA1003
1014,Akkermansia,0.000183505,PC04925,MSA1003
1015,Ambiguous_taxa,0.075405913,PC04925,MSA1003
1016,Anaerofilum,0,PC04925,MSA1003
1017,Anaerotruncus,0,PC04925,MSA1003
1018,Blautia,9.54E-05,PC04925,MSA1003
1019,Butyricicoccus,1.47E-05,PC04925,MSA1003
1020,Candidatus Stoquefichus,1.47E-05,PC04925,MSA1003
1021,Carnobacterium,0,PC04925,MSA1003
1022,Christensenellaceae R-7 group,7.34E-06,PC04925,MSA1003
1023,Clostridium sensu stricto 1,0.091326815,PC04925,MSA1003
1024,Coprococcus 1,0,PC04925,MSA1003
1025,Coprococcus 2,0.000124783,PC04925,MSA1003
1026,Coprococcus 3,7.34E-06,PC04925,MSA1003
1027,Defluviitaleaceae UCG-011,0,PC04925,MSA1003
1028,Dialister,2.20E-05,PC04925,MSA1003
1029,Dorea,7.34E-06,PC04925,MSA1003
1030,Eisenbergiella,7.34E-06,PC04925,MSA1003
1031,Enterobacter,0.003391174,PC04925,MSA1003
1032,Erwinia,6.61E-05,PC04925,MSA1003
1033,Erysipelatoclostridium,0,PC04925,MSA1003
1034,Erysipelotrichaceae UCG-003,7.34E-06,PC04925,MSA1003
1035,Faecalibacterium,9.54E-05,PC04925,MSA1003
1036,Family XIII AD3011 group,7.34E-06,PC04925,MSA1003
1037,Flavonifractor,0,PC04925,MSA1003
1038,Fusicatenibacter,2.94E-05,PC04925,MSA1003
