,Genus,value,Plate,Type
540,Phascolarctobacterium,NA,PC04924,Seq.200
541,Porphyromonas,NA,PC04924,Seq.200
542,Raoultella,NA,PC04924,Seq.200
543,Roseburia,NA,PC04924,Seq.200
544,Ruminiclostridium,NA,PC04924,Seq.200
545,Ruminiclostridium 5,NA,PC04924,Seq.200
546,Ruminiclostridium 9,NA,PC04924,Seq.200
547,Ruminococcaceae NK4A214 group,NA,PC04924,Seq.200
548,Ruminococcaceae UCG-002,NA,PC04924,Seq.200
549,Ruminococcaceae UCG-003,NA,PC04924,Seq.200
550,Ruminococcaceae UCG-004,NA,PC04924,Seq.200
551,Ruminococcaceae UCG-005,NA,PC04924,Seq.200
552,Ruminococcaceae UCG-013,NA,PC04924,Seq.200
553,Ruminococcaceae UCG-014,NA,PC04924,Seq.200
554,Ruminococcus 1,NA,PC04924,Seq.200
555,Ruminococcus 2,NA,PC04924,Seq.200
556,Sellimonas,NA,PC04924,Seq.200
557,Serratia,NA,PC04924,Seq.200
558,Succiniclasticum,NA,PC04924,Seq.200
559,Tyzzerella,NA,PC04924,Seq.200
560,Tyzzerella 3,NA,PC04924,Seq.200
561,Acinetobacter,NA,PC04924,Seq.2000
562,Actinomyces,NA,PC04924,Seq.2000
563,Alistipes,NA,PC04924,Seq.2000
564,Anaerostipes,NA,PC04924,Seq.2000
565,Bacillus,46.26628809,PC04924,Seq.2000
566,Bacteroides,NA,PC04924,Seq.2000
567,Bifidobacterium,NA,PC04924,Seq.2000
568,Bilophila,NA,PC04924,Seq.2000
569,Clostridium,NA,PC04924,Seq.2000
570,Lachnoclostridium,NA,PC04924,Seq.2000
571,Collinsella,NA,PC04924,Seq.2000
572,Coprobacillus,NA,PC04924,Seq.2000
573,Cryptococcus,NA,PC04924,Seq.2000
574,Deinococcus,NA,PC04924,Seq.2000
575,Enterococcus,-9.953653191,PC04924,Seq.2000
576,Escherichia-Shigella,-57.79295307,PC04924,Seq.2000
577,Fusobacterium,NA,PC04924,Seq.2000
578,Helicobacter,NA,PC04924,Seq.2000
579,Lactobacillus,-7.277402446,PC04924,Seq.2000
580,Listeria,26.08731561,PC04924,Seq.2000
581,Neisseria,NA,PC04924,Seq.2000
582,Paenibacillus,NA,PC04924,Seq.2000
583,Parabacteroides,NA,PC04924,Seq.2000
584,Pediococcus,NA,PC04924,Seq.2000
585,Porphyromonadaceae,NA,PC04924,Seq.2000
586,Propionibacterium,NA,PC04924,Seq.2000
587,Pseudomonas,-58.51318575,PC04924,Seq.2000
588,Pyramidobacter,NA,PC04924,Seq.2000
589,Ralstonia,NA,PC04924,Seq.2000
590,Rhodobacter,NA,PC04924,Seq.2000
591,Saccharomyces,NA,PC04924,Seq.2000
592,Salmonella,NA,PC04924,Seq.2000
593,Staphylococcus,68.12429877,PC04924,Seq.2000
594,Streptococcus,NA,PC04924,Seq.2000
595,Subdoligranulum,NA,PC04924,Seq.2000
596,Clostridium innocuum group,NA,PC04924,Seq.2000
597,Eubacterium coprostanoligenes group,NA,PC04924,Seq.2000
598,Eubacterium eligens group,NA,PC04924,Seq.2000
599,Eubacterium hallii group,NA,PC04924,Seq.2000
600,Eubacterium rectale group,NA,PC04924,Seq.2000
601,Eubacterium ventriosum group,NA,PC04924,Seq.2000
602,Eubacterium xylanophilum group,NA,PC04924,Seq.2000
603,Ruminococcus gauvreauii group,NA,PC04924,Seq.2000
604,Ruminococcus torques group,NA,PC04924,Seq.2000
605,Adlercreutzia,NA,PC04924,Seq.2000
606,Akkermansia,NA,PC04924,Seq.2000
607,Ambiguous_taxa,NA,PC04924,Seq.2000
608,Anaerofilum,NA,PC04924,Seq.2000
609,Anaerotruncus,NA,PC04924,Seq.2000
610,Blautia,NA,PC04924,Seq.2000
611,Butyricicoccus,NA,PC04924,Seq.2000
612,Candidatus Stoquefichus,NA,PC04924,Seq.2000
613,Carnobacterium,NA,PC04924,Seq.2000
614,Christensenellaceae R-7 group,NA,PC04924,Seq.2000
615,Clostridium sensu stricto 1,NA,PC04924,Seq.2000
616,Coprococcus 1,NA,PC04924,Seq.2000
617,Coprococcus 2,NA,PC04924,Seq.2000
618,Coprococcus 3,NA,PC04924,Seq.2000
619,Defluviitaleaceae UCG-011,NA,PC04924,Seq.2000
620,Dialister,NA,PC04924,Seq.2000
621,Dorea,NA,PC04924,Seq.2000
622,Eisenbergiella,NA,PC04924,Seq.2000
623,Enterobacter,NA,PC04924,Seq.2000
624,Erwinia,NA,PC04924,Seq.2000
625,Erysipelatoclostridium,NA,PC04924,Seq.2000
626,Erysipelotrichaceae UCG-003,NA,PC04924,Seq.2000
627,Faecalibacterium,NA,PC04924,Seq.2000
628,Family XIII AD3011 group,NA,PC04924,Seq.2000
629,Flavonifractor,NA,PC04924,Seq.2000
630,Fusicatenibacter,NA,PC04924,Seq.2000
631,Gordonibacter,NA,PC04924,Seq.2000
632,Gossypium arboreum,NA,PC04924,Seq.2000
633,Holdemania,NA,PC04924,Seq.2000
634,Hungatella,NA,PC04924,Seq.2000
635,Intestinibacter,NA,PC04924,Seq.2000
636,Intestinimonas,NA,PC04924,Seq.2000
637,Kluyvera,NA,PC04924,Seq.2000
638,Lachnospira,NA,PC04924,Seq.2000
639,Lachnospiraceae FCS020 group,NA,PC04924,Seq.2000
640,Lachnospiraceae ND3007 group,NA,PC04924,Seq.2000
641,Lachnospiraceae NK4A136 group,NA,PC04924,Seq.2000
642,Lachnospiraceae UCG-001,NA,PC04924,Seq.2000
643,Lachnospiraceae UCG-004,NA,PC04924,Seq.2000
644,Lachnospiraceae UCG-008,NA,PC04924,Seq.2000
645,Lactonifactor,NA,PC04924,Seq.2000
646,Marvinbryantia,NA,PC04924,Seq.2000
647,Odoribacter,NA,PC04924,Seq.2000
648,Oryza sativa Indica Group (long-grained rice),NA,PC04924,Seq.2000
649,Other,NA,PC04924,Seq.2000
650,Oxalobacter,NA,PC04924,Seq.2000
651,Parasutterella,NA,PC04924,Seq.2000
652,Phascolarctobacterium,NA,PC04924,Seq.2000
653,Porphyromonas,NA,PC04924,Seq.2000
654,Raoultella,NA,PC04924,Seq.2000
655,Roseburia,NA,PC04924,Seq.2000
656,Ruminiclostridium,NA,PC04924,Seq.2000
657,Ruminiclostridium 5,NA,PC04924,Seq.2000
658,Ruminiclostridium 9,NA,PC04924,Seq.2000
659,Ruminococcaceae NK4A214 group,NA,PC04924,Seq.2000
660,Ruminococcaceae UCG-002,NA,PC04924,Seq.2000
661,Ruminococcaceae UCG-003,NA,PC04924,Seq.2000
662,Ruminococcaceae UCG-004,NA,PC04924,Seq.2000
663,Ruminococcaceae UCG-005,NA,PC04924,Seq.2000
664,Ruminococcaceae UCG-013,NA,PC04924,Seq.2000
665,Ruminococcaceae UCG-014,NA,PC04924,Seq.2000
666,Ruminococcus 1,NA,PC04924,Seq.2000
667,Ruminococcus 2,NA,PC04924,Seq.2000
668,Sellimonas,NA,PC04924,Seq.2000
669,Serratia,NA,PC04924,Seq.2000
670,Succiniclasticum,NA,PC04924,Seq.2000
671,Tyzzerella,NA,PC04924,Seq.2000
672,Tyzzerella 3,NA,PC04924,Seq.2000
673,Acinetobacter,NA,PC04925,MSA1000
674,Actinomyces,NA,PC04925,MSA1000
675,Alistipes,NA,PC04925,MSA1000
676,Anaerostipes,NA,PC04925,MSA1000
677,Bacillus,-99.90018922,PC04925,MSA1000
678,Bacteroides,NA,PC04925,MSA1000
679,Bifidobacterium,NA,PC04925,MSA1000
680,Bilophila,NA,PC04925,MSA1000
681,Clostridium,NA,PC04925,MSA1000
682,Lachnoclostridium,NA,PC04925,MSA1000
683,Collinsella,NA,PC04925,MSA1000
684,Coprobacillus,NA,PC04925,MSA1000
685,Cryptococcus,NA,PC04925,MSA1000
686,Deinococcus,NA,PC04925,MSA1000
687,Enterococcus,-67.72040457,PC04925,MSA1000
688,Escherichia-Shigella,-34.73600869,PC04925,MSA1000
689,Fusobacterium,NA,PC04925,MSA1000
690,Helicobacter,NA,PC04925,MSA1000
691,Lactobacillus,-54.32159484,PC04925,MSA1000
692,Listeria,-99.93532261,PC04925,MSA1000
693,Neisseria,NA,PC04925,MSA1000
694,Paenibacillus,NA,PC04925,MSA1000
695,Parabacteroides,NA,PC04925,MSA1000
696,Pediococcus,NA,PC04925,MSA1000
697,Porphyromonadaceae,NA,PC04925,MSA1000
698,Propionibacterium,NA,PC04925,MSA1000
699,Pseudomonas,-99.99443204,PC04925,MSA1000
700,Pyramidobacter,NA,PC04925,MSA1000
701,Ralstonia,NA,PC04925,MSA1000
702,Rhodobacter,NA,PC04925,MSA1000
703,Saccharomyces,NA,PC04925,MSA1000
704,Salmonella,NA,PC04925,MSA1000
705,Staphylococcus,-34.74217406,PC04925,MSA1000
706,Streptococcus,NA,PC04925,MSA1000
707,Subdoligranulum,NA,PC04925,MSA1000
708,Clostridium innocuum group,NA,PC04925,MSA1000
709,Eubacterium coprostanoligenes group,NA,PC04925,MSA1000
710,Eubacterium eligens group,NA,PC04925,MSA1000
711,Eubacterium hallii group,NA,PC04925,MSA1000
712,Eubacterium rectale group,NA,PC04925,MSA1000
713,Eubacterium ventriosum group,NA,PC04925,MSA1000
714,Eubacterium xylanophilum group,NA,PC04925,MSA1000
715,Ruminococcus gauvreauii group,NA,PC04925,MSA1000
716,Ruminococcus torques group,NA,PC04925,MSA1000
717,Adlercreutzia,NA,PC04925,MSA1000
718,Akkermansia,NA,PC04925,MSA1000
719,Ambiguous_taxa,NA,PC04925,MSA1000
720,Anaerofilum,NA,PC04925,MSA1000
721,Anaerotruncus,NA,PC04925,MSA1000
722,Blautia,NA,PC04925,MSA1000
723,Butyricicoccus,NA,PC04925,MSA1000
724,Candidatus Stoquefichus,NA,PC04925,MSA1000
725,Carnobacterium,NA,PC04925,MSA1000
726,Christensenellaceae R-7 group,NA,PC04925,MSA1000
727,Clostridium sensu stricto 1,NA,PC04925,MSA1000
728,Coprococcus 1,NA,PC04925,MSA1000
729,Coprococcus 2,NA,PC04925,MSA1000
730,Coprococcus 3,NA,PC04925,MSA1000
731,Defluviitaleaceae UCG-011,NA,PC04925,MSA1000
732,Dialister,NA,PC04925,MSA1000
733,Dorea,NA,PC04925,MSA1000
734,Eisenbergiella,NA,PC04925,MSA1000
735,Enterobacter,NA,PC04925,MSA1000
736,Erwinia,NA,PC04925,MSA1000
737,Erysipelatoclostridium,NA,PC04925,MSA1000
738,Erysipelotrichaceae UCG-003,NA,PC04925,MSA1000
739,Faecalibacterium,NA,PC04925,MSA1000
740,Family XIII AD3011 group,NA,PC04925,MSA1000
741,Flavonifractor,NA,PC04925,MSA1000
742,Fusicatenibacter,NA,PC04925,MSA1000
743,Gordonibacter,NA,PC04925,MSA1000
744,Gossypium arboreum,NA,PC04925,MSA1000
745,Holdemania,NA,PC04925,MSA1000
746,Hungatella,NA,PC04925,MSA1000
747,Intestinibacter,NA,PC04925,MSA1000
748,Intestinimonas,NA,PC04925,MSA1000
749,Kluyvera,NA,PC04925,MSA1000
750,Lachnospira,NA,PC04925,MSA1000
751,Lachnospiraceae FCS020 group,NA,PC04925,MSA1000
752,Lachnospiraceae ND3007 group,NA,PC04925,MSA1000
753,Lachnospiraceae NK4A136 group,NA,PC04925,MSA1000
754,Lachnospiraceae UCG-001,NA,PC04925,MSA1000
755,Lachnospiraceae UCG-004,NA,PC04925,MSA1000
756,Lachnospiraceae UCG-008,NA,PC04925,MSA1000
757,Lactonifactor,NA,PC04925,MSA1000
758,Marvinbryantia,NA,PC04925,MSA1000
759,Odoribacter,NA,PC04925,MSA1000
760,Oryza sativa Indica Group (long-grained rice),NA,PC04925,MSA1000
761,Other,NA,PC04925,MSA1000
762,Oxalobacter,NA,PC04925,MSA1000
763,Parasutterella,NA,PC04925,MSA1000
764,Phascolarctobacterium,NA,PC04925,MSA1000
765,Porphyromonas,NA,PC04925,MSA1000
766,Raoultella,NA,PC04925,MSA1000
767,Roseburia,NA,PC04925,MSA1000
768,Ruminiclostridium,NA,PC04925,MSA1000
769,Ruminiclostridium 5,NA,PC04925,MSA1000
770,Ruminiclostridium 9,NA,PC04925,MSA1000
771,Ruminococcaceae NK4A214 group,NA,PC04925,MSA1000
772,Ruminococcaceae UCG-002,NA,PC04925,MSA1000
773,Ruminococcaceae UCG-003,NA,PC04925,MSA1000
774,Ruminococcaceae UCG-004,NA,PC04925,MSA1000
775,Ruminococcaceae UCG-005,NA,PC04925,MSA1000
776,Ruminococcaceae UCG-013,NA,PC04925,MSA1000
777,Ruminococcaceae UCG-014,NA,PC04925,MSA1000
778,Ruminococcus 1,NA,PC04925,MSA1000
779,Ruminococcus 2,NA,PC04925,MSA1000
780,Sellimonas,NA,PC04925,MSA1000
781,Serratia,NA,PC04925,MSA1000
782,Succiniclasticum,NA,PC04925,MSA1000
783,Tyzzerella,NA,PC04925,MSA1000
784,Tyzzerella 3,NA,PC04925,MSA1000
785,Acinetobacter,NA,PC04925,MSA1001
786,Actinomyces,NA,PC04925,MSA1001
787,Alistipes,NA,PC04925,MSA1001
788,Anaerostipes,NA,PC04925,MSA1001
789,Bacillus,-99.87339018,PC04925,MSA1001
790,Bacteroides,NA,PC04925,MSA1001
791,Bifidobacterium,NA,PC04925,MSA1001
792,Bilophila,NA,PC04925,MSA1001
793,Clostridium,NA,PC04925,MSA1001
794,Lachnoclostridium,NA,PC04925,MSA1001
795,Collinsella,NA,PC04925,MSA1001
796,Coprobacillus,NA,PC04925,MSA1001
797,Cryptococcus,NA,PC04925,MSA1001
798,Deinococcus,NA,PC04925,MSA1001
799,Enterococcus,-99.58965793,PC04925,MSA1001
800,Escherichia-Shigella,-32.88703028,PC04925,MSA1001
801,Fusobacterium,NA,PC04925,MSA1001
802,Helicobacter,NA,PC04925,MSA1001
803,Lactobacillus,-93.29051256,PC04925,MSA1001
804,Listeria,-99.92803231,PC04925,MSA1001
805,Neisseria,NA,PC04925,MSA1001
806,Paenibacillus,NA,PC04925,MSA1001
807,Parabacteroides,NA,PC04925,MSA1001
808,Pediococcus,NA,PC04925,MSA1001
809,Porphyromonadaceae,NA,PC04925,MSA1001
810,Propionibacterium,NA,PC04925,MSA1001
811,Pseudomonas,-99.95539193,PC04925,MSA1001
812,Pyramidobacter,NA,PC04925,MSA1001
813,Ralstonia,NA,PC04925,MSA1001
814,Rhodobacter,NA,PC04925,MSA1001
815,Saccharomyces,NA,PC04925,MSA1001
816,Salmonella,NA,PC04925,MSA1001
817,Staphylococcus,317.9661793,PC04925,MSA1001
818,Streptococcus,NA,PC04925,MSA1001
819,Subdoligranulum,NA,PC04925,MSA1001
820,Clostridium innocuum group,NA,PC04925,MSA1001
821,Eubacterium coprostanoligenes group,NA,PC04925,MSA1001
822,Eubacterium eligens group,NA,PC04925,MSA1001
823,Eubacterium hallii group,NA,PC04925,MSA1001
824,Eubacterium rectale group,NA,PC04925,MSA1001
825,Eubacterium ventriosum group,NA,PC04925,MSA1001
826,Eubacterium xylanophilum group,NA,PC04925,MSA1001
827,Ruminococcus gauvreauii group,NA,PC04925,MSA1001
828,Ruminococcus torques group,NA,PC04925,MSA1001
829,Adlercreutzia,NA,PC04925,MSA1001
830,Akkermansia,NA,PC04925,MSA1001
831,Ambiguous_taxa,NA,PC04925,MSA1001
832,Anaerofilum,NA,PC04925,MSA1001
833,Anaerotruncus,NA,PC04925,MSA1001
834,Blautia,NA,PC04925,MSA1001
835,Butyricicoccus,NA,PC04925,MSA1001
836,Candidatus Stoquefichus,NA,PC04925,MSA1001
837,Carnobacterium,NA,PC04925,MSA1001
838,Christensenellaceae R-7 group,NA,PC04925,MSA1001
839,Clostridium sensu stricto 1,NA,PC04925,MSA1001
840,Coprococcus 1,NA,PC04925,MSA1001
841,Coprococcus 2,NA,PC04925,MSA1001
842,Coprococcus 3,NA,PC04925,MSA1001
843,Defluviitaleaceae UCG-011,NA,PC04925,MSA1001
844,Dialister,NA,PC04925,MSA1001
845,Dorea,NA,PC04925,MSA1001
846,Eisenbergiella,NA,PC04925,MSA1001
847,Enterobacter,NA,PC04925,MSA1001
848,Erwinia,NA,PC04925,MSA1001
849,Erysipelatoclostridium,NA,PC04925,MSA1001
850,Erysipelotrichaceae UCG-003,NA,PC04925,MSA1001
851,Faecalibacterium,NA,PC04925,MSA1001
852,Family XIII AD3011 group,NA,PC04925,MSA1001
853,Flavonifractor,NA,PC04925,MSA1001
854,Fusicatenibacter,NA,PC04925,MSA1001
855,Gordonibacter,NA,PC04925,MSA1001
856,Gossypium arboreum,NA,PC04925,MSA1001
857,Holdemania,NA,PC04925,MSA1001
858,Hungatella,NA,PC04925,MSA1001
859,Intestinibacter,NA,PC04925,MSA1001
860,Intestinimonas,NA,PC04925,MSA1001
861,Kluyvera,NA,PC04925,MSA1001
862,Lachnospira,NA,PC04925,MSA1001
863,Lachnospiraceae FCS020 group,NA,PC04925,MSA1001
864,Lachnospiraceae ND3007 group,NA,PC04925,MSA1001
865,Lachnospiraceae NK4A136 group,NA,PC04925,MSA1001
866,Lachnospiraceae UCG-001,NA,PC04925,MSA1001
867,Lachnospiraceae UCG-004,NA,PC04925,MSA1001
868,Lachnospiraceae UCG-008,NA,PC04925,MSA1001
869,Lactonifactor,NA,PC04925,MSA1001
870,Marvinbryantia,NA,PC04925,MSA1001
871,Odoribacter,NA,PC04925,MSA1001
872,Oryza sativa Indica Group (long-grained rice),NA,PC04925,MSA1001
873,Other,NA,PC04925,MSA1001
874,Oxalobacter,NA,PC04925,MSA1001
875,Parasutterella,NA,PC04925,MSA1001
876,Phascolarctobacterium,NA,PC04925,MSA1001
877,Porphyromonas,NA,PC04925,MSA1001
878,Raoultella,NA,PC04925,MSA1001
879,Roseburia,NA,PC04925,MSA1001
880,Ruminiclostridium,NA,PC04925,MSA1001
881,Ruminiclostridium 5,NA,PC04925,MSA1001
882,Ruminiclostridium 9,NA,PC04925,MSA1001
883,Ruminococcaceae NK4A214 group,NA,PC04925,MSA1001
884,Ruminococcaceae UCG-002,NA,PC04925,MSA1001
885,Ruminococcaceae UCG-003,NA,PC04925,MSA1001
886,Ruminococcaceae UCG-004,NA,PC04925,MSA1001
887,Ruminococcaceae UCG-005,NA,PC04925,MSA1001
888,Ruminococcaceae UCG-013,NA,PC04925,MSA1001
889,Ruminococcaceae UCG-014,NA,PC04925,MSA1001
890,Ruminococcus 1,NA,PC04925,MSA1001
891,Ruminococcus 2,NA,PC04925,MSA1001
892,Sellimonas,NA,PC04925,MSA1001
893,Serratia,NA,PC04925,MSA1001
894,Succiniclasticum,NA,PC04925,MSA1001
895,Tyzzerella,NA,PC04925,MSA1001
896,Tyzzerella 3,NA,PC04925,MSA1001
897,Acinetobacter,NA,PC04925,MSA1002
898,Actinomyces,NA,PC04925,MSA1002
899,Alistipes,NA,PC04925,MSA1002
900,Anaerostipes,NA,PC04925,MSA1002
901,Bacillus,-99.90699178,PC04925,MSA1002
902,Bacteroides,NA,PC04925,MSA1002
903,Bifidobacterium,NA,PC04925,MSA1002
904,Bilophila,NA,PC04925,MSA1002
905,Clostridium,NA,PC04925,MSA1002
906,Lachnoclostridium,NA,PC04925,MSA1002
907,Collinsella,NA,PC04925,MSA1002
908,Coprobacillus,NA,PC04925,MSA1002
909,Cryptococcus,NA,PC04925,MSA1002
910,Deinococcus,NA,PC04925,MSA1002
911,Enterococcus,-79.90609351,PC04925,MSA1002
912,Escherichia-Shigella,-69.50272392,PC04925,MSA1002
913,Fusobacterium,NA,PC04925,MSA1002
914,Helicobacter,NA,PC04925,MSA1002
915,Lactobacillus,-67.7726507,PC04925,MSA1002
916,Listeria,-99.93094139,PC04925,MSA1002
917,Neisseria,NA,PC04925,MSA1002
918,Paenibacillus,NA,PC04925,MSA1002
919,Parabacteroides,NA,PC04925,MSA1002
920,Pediococcus,NA,PC04925,MSA1002
921,Porphyromonadaceae,NA,PC04925,MSA1002
922,Propionibacterium,NA,PC04925,MSA1002
923,Pseudomonas,-91.75032434,PC04925,MSA1002
924,Pyramidobacter,NA,PC04925,MSA1002
925,Ralstonia,NA,PC04925,MSA1002
926,Rhodobacter,NA,PC04925,MSA1002
927,Saccharomyces,NA,PC04925,MSA1002
928,Salmonella,NA,PC04925,MSA1002
929,Staphylococcus,-18.38528424,PC04925,MSA1002
930,Streptococcus,NA,PC04925,MSA1002
931,Subdoligranulum,NA,PC04925,MSA1002
932,Clostridium innocuum group,NA,PC04925,MSA1002
933,Eubacterium coprostanoligenes group,NA,PC04925,MSA1002
934,Eubacterium eligens group,NA,PC04925,MSA1002
935,Eubacterium hallii group,NA,PC04925,MSA1002
936,Eubacterium rectale group,NA,PC04925,MSA1002
937,Eubacterium ventriosum group,NA,PC04925,MSA1002
938,Eubacterium xylanophilum group,NA,PC04925,MSA1002
939,Ruminococcus gauvreauii group,NA,PC04925,MSA1002
940,Ruminococcus torques group,NA,PC04925,MSA1002
941,Adlercreutzia,NA,PC04925,MSA1002
942,Akkermansia,NA,PC04925,MSA1002
943,Ambiguous_taxa,NA,PC04925,MSA1002
944,Anaerofilum,NA,PC04925,MSA1002
945,Anaerotruncus,NA,PC04925,MSA1002
946,Blautia,NA,PC04925,MSA1002
947,Butyricicoccus,NA,PC04925,MSA1002
948,Candidatus Stoquefichus,NA,PC04925,MSA1002
949,Carnobacterium,NA,PC04925,MSA1002
950,Christensenellaceae R-7 group,NA,PC04925,MSA1002
951,Clostridium sensu stricto 1,NA,PC04925,MSA1002
952,Coprococcus 1,NA,PC04925,MSA1002
953,Coprococcus 2,NA,PC04925,MSA1002
954,Coprococcus 3,NA,PC04925,MSA1002
955,Defluviitaleaceae UCG-011,NA,PC04925,MSA1002
956,Dialister,NA,PC04925,MSA1002
957,Dorea,NA,PC04925,MSA1002
958,Eisenbergiella,NA,PC04925,MSA1002
959,Enterobacter,NA,PC04925,MSA1002
960,Erwinia,NA,PC04925,MSA1002
961,Erysipelatoclostridium,NA,PC04925,MSA1002
962,Erysipelotrichaceae UCG-003,NA,PC04925,MSA1002
963,Faecalibacterium,NA,PC04925,MSA1002
964,Family XIII AD3011 group,NA,PC04925,MSA1002
965,Flavonifractor,NA,PC04925,MSA1002
966,Fusicatenibacter,NA,PC04925,MSA1002
967,Gordonibacter,NA,PC04925,MSA1002
968,Gossypium arboreum,NA,PC04925,MSA1002
969,Holdemania,NA,PC04925,MSA1002
970,Hungatella,NA,PC04925,MSA1002
971,Intestinibacter,NA,PC04925,MSA1002
972,Intestinimonas,NA,PC04925,MSA1002
973,Kluyvera,NA,PC04925,MSA1002
974,Lachnospira,NA,PC04925,MSA1002
975,Lachnospiraceae FCS020 group,NA,PC04925,MSA1002
976,Lachnospiraceae ND3007 group,NA,PC04925,MSA1002
977,Lachnospiraceae NK4A136 group,NA,PC04925,MSA1002
978,Lachnospiraceae UCG-001,NA,PC04925,MSA1002
979,Lachnospiraceae UCG-004,NA,PC04925,MSA1002
980,Lachnospiraceae UCG-008,NA,PC04925,MSA1002
981,Lactonifactor,NA,PC04925,MSA1002
982,Marvinbryantia,NA,PC04925,MSA1002
983,Odoribacter,NA,PC04925,MSA1002
984,Oryza sativa Indica Group (long-grained rice),NA,PC04925,MSA1002
985,Other,NA,PC04925,MSA1002
986,Oxalobacter,NA,PC04925,MSA1002
987,Parasutterella,NA,PC04925,MSA1002
988,Phascolarctobacterium,NA,PC04925,MSA1002
989,Porphyromonas,NA,PC04925,MSA1002
990,Raoultella,NA,PC04925,MSA1002
991,Roseburia,NA,PC04925,MSA1002
992,Ruminiclostridium,NA,PC04925,MSA1002
993,Ruminiclostridium 5,NA,PC04925,MSA1002
994,Ruminiclostridium 9,NA,PC04925,MSA1002
995,Ruminococcaceae NK4A214 group,NA,PC04925,MSA1002
996,Ruminococcaceae UCG-002,NA,PC04925,MSA1002
997,Ruminococcaceae UCG-003,NA,PC04925,MSA1002
998,Ruminococcaceae UCG-004,NA,PC04925,MSA1002
999,Ruminococcaceae UCG-005,NA,PC04925,MSA1002
1000,Ruminococcaceae UCG-013,NA,PC04925,MSA1002
1001,Ruminococcaceae UCG-014,NA,PC04925,MSA1002
1002,Ruminococcus 1,NA,PC04925,MSA1002
1003,Ruminococcus 2,NA,PC04925,MSA1002
1004,Sellimonas,NA,PC04925,MSA1002
1005,Serratia,NA,PC04925,MSA1002
1006,Succiniclasticum,NA,PC04925,MSA1002
1007,Tyzzerella,NA,PC04925,MSA1002
1008,Tyzzerella 3,NA,PC04925,MSA1002
1009,Acinetobacter,NA,PC04925,MSA1003
1010,Actinomyces,NA,PC04925,MSA1003
1011,Alistipes,NA,PC04925,MSA1003
1012,Anaerostipes,NA,PC04925,MSA1003
1013,Bacillus,-99.85319592,PC04925,MSA1003
1014,Bacteroides,NA,PC04925,MSA1003
1015,Bifidobacterium,NA,PC04925,MSA1003
1016,Bilophila,NA,PC04925,MSA1003
1017,Clostridium,NA,PC04925,MSA1003
1018,Lachnoclostridium,NA,PC04925,MSA1003
1019,Collinsella,NA,PC04925,MSA1003
1020,Coprobacillus,NA,PC04925,MSA1003
1021,Cryptococcus,NA,PC04925,MSA1003
1022,Deinococcus,NA,PC04925,MSA1003
1023,Enterococcus,-99.78752042,PC04925,MSA1003
1024,Escherichia-Shigella,9.792996129,PC04925,MSA1003
1025,Fusobacterium,NA,PC04925,MSA1003
1026,Helicobacter,NA,PC04925,MSA1003
1027,Lactobacillus,21.72504575,PC04925,MSA1003
1028,Listeria,-99.87668458,PC04925,MSA1003
1029,Neisseria,NA,PC04925,MSA1003
1030,Paenibacillus,NA,PC04925,MSA1003
1031,Parabacteroides,NA,PC04925,MSA1003
1032,Pediococcus,NA,PC04925,MSA1003
1033,Porphyromonadaceae,NA,PC04925,MSA1003
1034,Propionibacterium,NA,PC04925,MSA1003
1035,Pseudomonas,-98.07092166,PC04925,MSA1003
1036,Pyramidobacter,NA,PC04925,MSA1003
1037,Ralstonia,NA,PC04925,MSA1003
1038,Rhodobacter,NA,PC04925,MSA1003
1039,Saccharomyces,NA,PC04925,MSA1003
1040,Salmonella,NA,PC04925,MSA1003
1041,Staphylococcus,46.54434499,PC04925,MSA1003
1042,Streptococcus,NA,PC04925,MSA1003
1043,Subdoligranulum,NA,PC04925,MSA1003
1044,Clostridium innocuum group,NA,PC04925,MSA1003
1045,Eubacterium coprostanoligenes group,NA,PC04925,MSA1003
1046,Eubacterium eligens group,NA,PC04925,MSA1003
1047,Eubacterium hallii group,NA,PC04925,MSA1003
1048,Eubacterium rectale group,NA,PC04925,MSA1003
1049,Eubacterium ventriosum group,NA,PC04925,MSA1003
1050,Eubacterium xylanophilum group,NA,PC04925,MSA1003
1051,Ruminococcus gauvreauii group,NA,PC04925,MSA1003
1052,Ruminococcus torques group,NA,PC04925,MSA1003
1053,Adlercreutzia,NA,PC04925,MSA1003
1054,Akkermansia,NA,PC04925,MSA1003
1055,Ambiguous_taxa,NA,PC04925,MSA1003
1056,Anaerofilum,NA,PC04925,MSA1003
1057,Anaerotruncus,NA,PC04925,MSA1003
1058,Blautia,NA,PC04925,MSA1003
1059,Butyricicoccus,NA,PC04925,MSA1003
1060,Candidatus Stoquefichus,NA,PC04925,MSA1003
1061,Carnobacterium,NA,PC04925,MSA1003
1062,Christensenellaceae R-7 group,NA,PC04925,MSA1003
1063,Clostridium sensu stricto 1,NA,PC04925,MSA1003
1064,Coprococcus 1,NA,PC04925,MSA1003
1065,Coprococcus 2,NA,PC04925,MSA1003
1066,Coprococcus 3,NA,PC04925,MSA1003
1067,Defluviitaleaceae UCG-011,NA,PC04925,MSA1003
1068,Dialister,NA,PC04925,MSA1003
1069,Dorea,NA,PC04925,MSA1003
1070,Eisenbergiella,NA,PC04925,MSA1003
1071,Enterobacter,NA,PC04925,MSA1003
1072,Erwinia,NA,PC04925,MSA1003
1073,Erysipelatoclostridium,NA,PC04925,MSA1003
